controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1407.0928091000533,0,80551590.39676736,78765752.42176734,3265989.135678929,10895.749395260133,10895.749395260133,0.0,1.0,0.949667093228565,24.492424317975214,33.41856381288212,0,8375,24049
