controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,safety_override_count,temp_guard_charge_block_count,actual_vs_predicted_chiller_power_mae_kw,tes_use_response_count,tes_source_response_count
tes_only_mpc,2880,26208,2024-10-01 00:00:00,2024-10-30 23:45:00,0,443.4437362999888,0,7128785.957019901,6528880.997019901,559775.3804162538,10900.404669886631,10900.404669886631,941271.7843353376,678297.2208561393,0.0,0.6665134490119619,0.23912851942056412,25.398837551974847,33.34682803386268,27.0,516.4744024272643,False,0,0,0,0,0,770.4607009925304,400,2445
