seed,final_ep,pue,facility_MWh,comfort_pct,soc_mean,valve_mean,cycles_yr,final_ent_coef,final_actor_loss
baseline,0,1.3973137425763926,86282.90619138889,0.0,,,,,
seed1,305,1.3742290091791671,90106.25935283334,6.254993722177833,0.28647773385176967,0.8910214207582101,7.584634609299999,0.1178961768746376,142.5549774169922
seed3,310,1.313611687199199,86538.41732558333,34.42529391621961,0.3308524028276453,0.18672905493404635,21.419092436,0.08093314617872238,274.9712829589844
seed4,291,1.3536964520372976,88461.68135922222,4.417303960735076,0.26599157094683823,0.8094308156293117,1.9110895248,0.10777004063129425,156.09288024902344
seed5,301,1.351225676969148,88366.28881180556,18.913366054103413,0.3486072712515158,0.6932645299876982,4.61090462,0.08535308390855789,211.57774353027344
seed6,292,1.361815387432275,88909.92475558333,11.996347448921355,0.31637690176664424,0.7953497950846867,2.3382889687,0.1880577653646469,82.68263244628906
seed8,315,1.348341300369642,87913.01293755556,2.351329756877069,0.28684096078957877,0.9347923778095526,3.5525794573000002,0.09057865291833878,215.0474395751953
