timestamp,step,scenario_id,controller_type,outdoor_temp_c,wet_bulb_c,it_load_kw,pv_actual_kw,pv_forecast_kw,price_currency_per_mwh,price_total_cny_mwh,price_float_cny_mwh,price_nonfloat_cny_mwh,tou_stage,cp_flag,demand_charge_rate,demand_charge_basis,peak_cap_kw,base_facility_kw,base_cooling_kw_th,q_chiller_kw_th,q_load_kw_th,q_ch_tes_kw_th,q_dis_tes_kw_th,u_ch,u_dis,u_signed,du_ch,du_dis,signed_du,du_signed_max,mode_index,selected_mode_q_min_kw_th,selected_mode_q_max_kw_th,mode_specific_plr,instant_chiller_cop,plant_power_kw,cold_station_power_kw,grid_import_kw,pv_spill_kw,cold_station_proxy_grid_import_kw,cold_station_proxy_pv_spill_kw,episode_peak_grid_so_far_kw,predicted_peak_grid_kw,peak_slack_kw,dr_flag,dr_notice_type,dr_req_kw,dr_baseline_kw,dr_event_id,dr_compensation_cny_per_kwh,dr_response_threshold,room_temp_c,predicted_room_temp_c,soc,predicted_soc,facility_power_kw,pue,fallback_used,z_mode_0,z_mode_1,z_mode_2
2025-07-02 12:30:00,146,peakcap_r0p99_eta5_mpc_tes,mpc,29.347431425947676,25.347431425947676,18000.0,550.8,550.8,33.64,33.64,27.840000000000003,5.799999999999999,peak,1,0.0,per_day_proxy,20879.10000000009,21553.015062668233,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20539.2,0.0,2539.2,0.0,20879.100000000148,20879.10000000009,0.0,0,,0.0,0.0,,0.0,0.5,26.606557841143214,26.54697525505774,0.1564176423016029,0.15633943348045212,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 12:45:00,147,peakcap_r0p99_eta5_mpc_tes,mpc,29.666578601882385,25.666578601882385,18000.0,550.8,550.8,33.64,33.64,27.840000000000003,5.799999999999999,peak,1,0.0,per_day_proxy,20879.10000000009,21575.993659335534,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20539.2,0.0,2539.2,0.0,20879.100000000148,20879.100000000362,0.0,0,,0.0,0.0,,0.0,0.5,26.54697525505774,26.48952302388363,0.15633943348045212,0.1562612637637119,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 13:00:00,148,peakcap_r0p99_eta5_mpc_tes,mpc,30.0,26.0,18000.0,537.3,537.3,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21600.0,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20552.7,0.0,2552.7,0.0,20879.100000000148,20879.10000000009,0.0,0,,0.0,0.0,,0.0,0.5,26.48952302388363,26.434269456874286,0.1562612637637119,0.15618313313183008,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 13:15:00,149,peakcap_r0p99_eta5_mpc_tes,mpc,30.34626785868599,26.34626785868599,18000.0,537.3,537.3,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21624.931285825387,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20552.7,0.0,2552.7,0.0,20879.100000000148,20879.10000000009,0.0,0,,0.0,0.0,,0.0,0.5,26.434269456874286,26.38127444788448,0.15618313313183008,0.15610504156526417,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 13:30:00,150,peakcap_r0p99_eta5_mpc_tes,mpc,30.703899405809462,26.703899405809462,18000.0,537.3,537.3,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21650.68075721828,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20552.7,0.0,2552.7,0.0,20879.100000000148,20879.100000000093,0.0,0,,0.0,0.0,,0.0,0.5,26.38127444788448,26.33058921327281,0.15610504156526417,0.15602698904448153,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 13:45:00,151,peakcap_r0p99_eta5_mpc_tes,mpc,31.07136320818103,27.07136320818103,18000.0,537.3,537.3,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21677.138150989034,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20552.7,0.0,2552.7,0.0,20879.100000000148,20879.10000000009,0.0,0,,0.0,0.0,,0.0,0.5,26.33058921327281,26.28225606699417,0.15602698904448153,0.1559489755499593,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 14:00:00,152,peakcap_r0p99_eta5_mpc_tes,mpc,31.447085729384874,27.447085729384874,18000.0,460.5,460.5,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21704.190172515708,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20629.5,0.0,2629.5,0.0,20879.100000000148,20879.100000000104,0.0,0,,0.0,0.0,,0.0,0.5,26.28225606699417,26.236308233845115,0.1559489755499593,0.15587100106218432,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 14:15:00,153,peakcap_r0p99_eta5_mpc_tes,mpc,31.829458067903232,27.829458067903232,18000.0,460.5,460.5,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21731.720980889033,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20629.5,0.0,2629.5,0.0,20879.100000000148,20879.10000000015,0.0,0,,0.0,0.0,,0.0,0.5,26.236308233845115,26.192769701661692,0.15587100106218432,0.15579306556165323,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 14:30:00,154,peakcap_r0p99_eta5_mpc_tes,mpc,32.21684284667969,28.21684284667969,18000.0,460.5,460.5,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21759.612684960935,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20629.5,0.0,2629.5,0.0,20879.100000000148,20879.100000000093,0.0,0,,0.0,0.0,,0.0,0.5,26.192769701661692,26.151655113102418,0.15579306556165323,0.15571516902887242,21090.0,1.1716666666666666,False,0,0,1
2025-07-02 14:45:00,155,peakcap_r0p99_eta5_mpc_tes,mpc,32.60758122461914,28.60758122461914,18000.0,460.5,460.5,83.0,83.0,66.4,16.599999999999998,flat,0,0.0,per_day_proxy,20879.10000000009,21787.745848172577,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,20629.5,0.0,2629.5,0.0,20879.100000000148,20879.1000000001,0.0,0,,0.0,0.0,,0.0,0.5,26.151655113102418,26.112969697479702,0.15571516902887242,0.155637311444358,21090.0,1.1716666666666666,False,0,0,1
