step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command,controller,price_per_kwh_action,pv_kw_action,soc_action,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
1518,10158,2024-04-16 19:30:00,0.0,12.90887253547397,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.909852955930576,27.984089791138253,26.25,21.79450198250502,2203.1870369344674,6861.335070500083,9940.732168072329,9940.732168072327,0.0,9940.732168072329,72.07030821852439,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1519,10159,2024-04-16 19:45:00,0.0,12.909526239919925,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.910505959977538,27.97565504658619,26.0,21.869563699448666,2205.6016864145,6860.566270276698,9942.099354163876,9942.099354163876,0.0,9942.099354163876,72.0802203176881,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1520,10160,2024-04-16 20:00:00,0.0,12.910179460310806,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.911158570520438,27.979452537373273,25.125,21.97160803927354,2207.1089543941894,6854.16100667397,9940.89480229773,9940.89480229773,0.0,9940.89480229773,447.3402661033978,0.18,0.0,no_mpc,0.18,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1521,10161,2024-04-16 20:15:00,0.0,12.91083226759103,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.911811317465256,27.98826853118099,24.25,22.007608629335728,2207.6050662170774,6851.197628054651,9942.809332569821,9942.809332569821,0.0,9942.809332569821,72.0853676611312,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1522,10162,2024-04-16 20:30:00,0.0,12.911484946357868,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.91246441821303,27.998984607820425,23.375,21.982921645828853,2206.4674328262304,6849.964730735906,9944.073071129953,9944.073071129953,0.0,9944.073071129953,72.09452976569216,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1523,10163,2024-04-16 20:45:00,0.0,12.912137870193318,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.913117955055887,28.010407425070078,22.5,21.90219165599235,2203.5443353204755,6849.419400603473,9944.34654047316,9944.34654047316,0.0,9944.34654047316,72.09651241843041,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1524,10164,2024-04-16 21:00:00,0.0,12.912791188987342,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.91377195859247,27.998058825365142,22.375,21.56735562554858,2196.2214008571623,6861.123338899135,9951.66017193922,9951.66017193922,0.0,9951.66017193922,373.18725644772076,0.15,0.0,no_mpc,0.15,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1525,10165,2024-04-16 21:15:00,0.0,12.913444959184059,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.914425399032858,27.97590504122441,22.25,21.23224464507639,2186.6452254856895,6866.262892309789,9948.59862855169,9948.59862855169,0.0,9948.59862855169,72.12734005699976,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1526,10166,2024-04-16 21:30:00,0.0,12.914098681174842,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.915077851652727,27.950081802050477,22.125,20.896864242648917,2176.472860268294,6868.047416077301,9944.742558697075,9944.742558697075,0.0,9944.742558697075,72.0993835505538,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1527,10167,2024-04-16 21:45:00,0.0,12.914751627709292,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.915729157542202,27.922984250532902,22.0,20.56122959497759,2166.35461167278,6868.482478829894,9941.203061123115,9941.203061123117,0.0,9941.203061123115,72.07372219314259,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1528,10168,2024-04-16 22:00:00,0.0,12.915403506942752,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.916379261538525,27.907479896299925,22.0,20.56122959497759,2163.8101593031897,6862.538184483808,9925.572418807136,9925.572418807136,0.0,9925.572418807136,205.9556276902481,0.083,0.0,no_mpc,0.083,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1529,10169,2024-04-16 22:15:00,0.0,12.91605421187227,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.917028665905844,27.896893644522166,22.0,20.56122959497759,2162.9205284440036,6859.71671505753,9923.961380701548,9923.961380701548,0.0,9923.961380701548,71.94872001008623,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1530,10170,2024-04-16 22:30:00,0.0,12.916703966049912,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.91767758372602,27.888286470704294,22.0,20.56122959497759,2162.538978962238,6858.5066283607375,9923.4119662161,9923.411966216097,0.0,9923.4119662161,71.94473675506673,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1531,10171,2024-04-16 22:45:00,0.0,12.917353127154803,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.918326100751237,27.88051506876821,22.0,20.56122959497759,2162.3627002137478,6857.947559147777,9923.120822116689,9923.12082211669,0.0,9923.120822116689,71.94262596034599,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1532,10172,2024-04-16 23:00:00,0.0,12.918001844598324,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.918974253202506,27.888978244878835,21.675,20.49017612230694,2157.830163224321,6849.774321998926,9922.174311824969,9922.174311824965,0.0,9922.174311824969,205.8851169703681,0.083,0.0,no_mpc,0.083,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1533,10173,2024-04-16 23:15:00,0.0,12.918650179328392,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.919622744361478,27.904337405767254,21.35,20.413287394111936,2154.4163126221424,6846.021148350191,9920.51361719098,9920.513617190982,0.0,9920.51361719098,71.92372372463461,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1534,10174,2024-04-16 23:30:00,0.0,12.91929850112073,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.920271872955556,27.922499653853162,21.025,20.33069683460452,2151.5728240593157,6844.513678319782,9919.650097383601,9919.6500973836,0.0,9919.650097383601,71.91746320603112,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1535,10175,2024-04-16 23:45:00,0.0,12.919947311006448,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.920921760372776,27.941862178266046,20.7,20.242535912799564,2148.886714628954,6843.912319968747,9919.155247359382,9919.155247359382,0.0,9919.155247359382,71.91387554335552,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1536,10176,2024-04-17 00:00:00,0.0,12.920596818994513,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.921572458580705,27.929506779675766,20.775,20.432177741240988,2158.7395259298796,6859.665033753108,9915.764586781062,9915.764586781062,0.0,9915.764586781062,71.88929325416271,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1537,10177,2024-04-17 00:15:00,0.0,12.921247111807158,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.922222593550192,27.903667951454164,20.85,20.6216344480943,2166.596846427064,6866.864667452112,9919.932025363754,9919.932025363756,0.0,9919.932025363754,71.91950718388722,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1538,10178,2024-04-17 00:30:00,0.0,12.92189752840626,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.922871581200878,27.872374727767117,20.925,20.810907008837454,2173.230718978799,6869.680122810661,9922.981560783892,9922.981560783892,0.0,9922.981560783892,71.94161631568322,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1539,10179,2024-04-17 00:45:00,0.0,12.922547089701036,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.923519185304302,27.838746681249514,21.0,20.99999362346522,2179.4607550944743,6870.730914711502,9925.59597449489,9925.59597449489,0.0,9925.59597449489,71.96057081508796,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1540,10180,2024-04-17 01:00:00,0.0,12.923195385605018,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.924165304777912,27.82011553406012,21.25,21.077430003039197,2179.7606410616245,6863.17516945735,9927.731747454814,9927.731747454814,0.0,9927.731747454814,71.97605516904741,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1541,10181,2024-04-17 01:15:00,0.0,12.923842247364943,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.924810589344803,27.807841194630118,21.5,21.151663376889832,2181.0268688637293,6859.640825661965,9927.594050657162,9927.59405065716,0.0,9927.594050657162,71.97505686726443,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1542,10182,2024-04-17 01:30:00,0.0,12.924487949406679,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.92545531440843,27.798116063807996,21.75,21.222656723506947,2182.8716590334184,6858.186883608034,9928.13435960317,9928.13435960317,0.0,9928.13435960317,71.97897410712298,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1543,10183,2024-04-17 01:45:00,0.0,12.925132954205694,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.92609959042104,27.78945988208804,22.0,21.290342213020093,2184.895542559666,6857.569088314624,9928.990952260312,9928.990952260312,0.0,9928.990952260312,71.98518440388726,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1544,10184,2024-04-17 02:00:00,0.0,12.925777454734204,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.926743463710999,27.8004695255607,21.9,21.221505670373173,2179.8215913286913,6847.763576737845,9929.280465994021,9929.280465994021,0.0,9929.280465994021,71.98728337845665,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1545,10185,2024-04-17 02:15:00,0.0,12.926421529375752,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.927387786211272,27.819917120017248,21.8,21.15253246347832,2176.1625813571036,6843.281494330305,9926.92628232417,9926.926282324168,0.0,9926.92628232417,71.97021554685024,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1546,10186,2024-04-17 02:30:00,0.0,12.927065627295985,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.928032923428905,27.84286178107542,21.700000000000003,21.083421205053092,2173.3851385669395,6841.513787719619,9925.512583231603,9925.512583231603,0.0,9925.512583231603,71.95996622842912,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1547,10187,2024-04-17 02:45:00,0.0,12.927710357155354,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.928679026819543,27.86733773395435,21.6,21.01416279092269,2170.9750320765233,6840.848900276347,9924.571214593534,9924.571214593534,0.0,9924.571214593534,71.95314130580313,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1548,10188,2024-04-17 03:00:00,0.0,12.928355977463287,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.929326162677418,27.85385513979467,21.200000000000003,20.414064803967424,2159.742696120052,6859.625605995523,9946.367274007876,9946.367274007876,0.0,9946.367274007876,72.1111627365571,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1549,10189,2024-04-17 03:15:00,0.0,12.929002597081425,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.929972686613223,27.824646442779564,20.8,19.816711745297738,2145.6592244668645,6867.930152665113,9947.23863542274,9947.238635422742,0.0,9947.23863542274,72.11748010681487,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1550,10190,2024-04-17 03:30:00,0.0,12.929649426993375,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.930617917403081,27.7894980964004,20.4,19.2222158401154,2131.5049790126786,6870.86656615624,9948.158554353018,9948.158554353016,0.0,9948.158554353018,72.12414951905939,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1551,10191,2024-04-17 03:45:00,0.0,12.930295304319142,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.931261597800262,27.752243629528554,20.0,18.630682539811264,2118.2828118472544,6871.631573607237,9951.210475945272,9951.210475945272,0.0,9951.210475945272,72.14627595060323,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1552,10192,2024-04-17 04:00:00,0.0,12.930939759928167,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.93190363663209,27.733349045057896,19.75,18.563278345583768,2113.2104948394185,6862.228301182648,9922.529952661576,9922.529952661574,0.0,9922.529952661576,71.93834215679644,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1553,10193,2024-04-17 04:15:00,0.0,12.931582619524368,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.932544829310606,27.722237076494196,19.5,18.492497493956158,2110.3684560638767,6857.765437700278,9920.472752700032,9920.472752700034,0.0,9920.472752700032,71.92342745707523,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1554,10194,2024-04-17 04:30:00,0.0,12.932224235282465,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.933185513017053,27.714247359895793,19.25,18.418395340364906,2108.2667953014256,6855.8529112185215,9920.335171887067,9920.335171887067,0.0,9920.335171887067,71.92242999618124,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1555,10195,2024-04-17 04:45:00,0.0,12.9328651734747,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.933825823023684,27.70757194114544,19.0,18.341028348549802,2106.440678611392,6854.969230362759,9920.683758007068,9920.683758007068,0.0,9920.683758007068,71.92495724555124,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1556,10196,2024-04-17 05:00:00,0.0,12.933505670350339,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.934465816283867,27.720858633365843,18.7,18.07331080358521,2098.4183394249662,6844.952635497494,9928.955431529746,9928.955431529745,0.0,9928.955431529746,71.98492687859067,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1557,10197,2024-04-17 05:15:00,0.0,12.934145821978206,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.935106357558842,27.742791196631263,18.4,17.805165230199314,2092.1033960696686,6840.304955756674,9931.071222781366,9931.071222781366,0.0,9931.071222781366,72.0002663651649,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1558,10198,2024-04-17 05:30:00,0.0,12.934786089228588,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.935747821367807,27.768379866395044,18.1,17.536600789506984,2086.937213743036,6838.395069597715,9934.622535511215,9934.622535511211,0.0,9934.622535511215,72.02601338245631,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1559,10199,2024-04-17 05:45:00,0.0,12.935427091787666,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.936390366044591,27.795663696825645,17.8,17.26760602619873,2082.419576332621,6837.595102761594,9939.30531953465,9939.30531953465,0.0,9939.30531953465,72.05996356662621,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1560,10200,2024-04-17 06:00:00,0.0,12.93606909600999,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.937034064984083,27.784841446108484,17.6,17.04407220268548,2084.8103487751036,6856.492304931745,9948.411091044365,9948.411091044365,21.3,9927.111091044366,71.97155541007166,0.029,0.0,no_mpc,0.029,21.3,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1561,10201,2024-04-17 06:15:00,0.0,12.936712217839306,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.937677267391338,27.75801369764773,17.4,16.820847724856574,2084.300939025539,6865.009236790079,9956.262752133774,9956.262752133776,0.0,9956.262752133774,72.18290495296986,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1562,10202,2024-04-17 06:30:00,0.0,12.937355668510545,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.938319279931738,27.724934740551248,17.2,16.59792314249939,2082.389754311044,6868.194988346512,9962.527859051464,9962.527859051463,0.0,9962.527859051464,72.22832697812312,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1563,10203,2024-04-17 06:45:00,0.0,12.937998275966574,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.93895983185479,27.689446024533343,17.0,16.375307106932095,2080.0452315469483,6869.227236123537,9968.399190725933,9968.399190725933,0.0,9968.399190725933,72.27089413276302,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1564,10204,2024-04-17 07:00:00,0.0,12.93863955819833,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.939598818837304,27.67225200608786,17.0,16.375307106932095,2077.079380481753,6859.994762899563,9951.440001660834,9951.440001660834,182.34,9769.100001660834,70.82597501204106,0.029,0.0,no_mpc,0.029,182.34,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1565,10205,2024-04-17 07:15:00,0.0,12.939279327662353,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.940237033463278,27.66283962304988,17.0,16.375307106932095,2075.770824402893,6855.672979368585,9949.181294611039,9949.18129461104,0.0,9949.181294611039,72.13156438593003,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1566,10206,2024-04-17 07:30:00,0.0,12.93991792845078,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.940874812867873,27.656574705849142,17.0,16.375307106932095,2075.2330193885064,6853.896764353924,9948.408006167372,9948.408006167372,0.0,9948.408006167372,72.12595804471346,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1567,10207,2024-04-17 07:45:00,0.0,12.94055592546496,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.941512293413464,27.651660151690795,17.0,16.375307106932095,2075.0084578694823,6853.155102355365,9948.061282824534,9948.061282824534,0.0,9948.061282824534,72.12344430047787,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1568,10208,2024-04-17 08:00:00,0.0,12.94119355543266,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.94214953361238,27.661560847168566,17.175,16.33443302835244,2072.3786822728066,6845.887973888649,9948.784916856795,9948.784916856795,199.14,9749.644916856796,365.61168438212985,0.15,0.0,no_mpc,0.15,199.14,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1569,10209,2024-04-17 08:15:00,0.0,12.941830915803322,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.942787175265574,27.6778785857083,17.35,16.289609904358603,2070.8988221948275,6842.629632690263,9949.163001596904,9949.163001596904,0.0,9949.163001596904,72.13143176157756,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1570,10210,2024-04-17 08:30:00,0.0,12.94246835674396,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.94342549634739,27.696941463342807,17.525,16.24074372241011,2070.003130915671,6841.41548249378,9950.442407117893,9950.442407117893,0.0,9950.442407117893,72.14070745160473,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1571,10211,2024-04-17 08:45:00,0.0,12.94310633812261,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.944064615739908,27.717319670651527,17.7,16.18774756188662,2069.330081669158,6841.046398651261,9952.219372332906,9952.219372332906,0.0,9952.219372332906,72.15359044941357,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1572,10212,2024-04-17 09:00:00,0.0,12.94374505835124,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.944704590391083,27.70985355145857,18.025,16.275076883348955,2074.4346821129207,6855.159000182788,9946.99002146659,9946.99002146659,359.94,9587.05002146659,359.5143758049971,0.15,0.0,no_mpc,0.15,359.94,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1573,10213,2024-04-17 09:15:00,0.0,12.944384605383297,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.945344214059462,27.690692402076984,18.35,16.356624688012,2077.3292217964695,6861.722680513031,9947.330691716948,9947.330691716947,0.0,9947.330691716948,72.11814751494788,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1574,10214,2024-04-17 09:30:00,0.0,12.945024404526047,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.94598298012421,27.6669564302318,18.675,16.432245816182352,2079.0155661034805,6864.4213632816645,9946.598809278208,9946.598809278206,0.0,9946.598809278208,72.11284136726701,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1575,10215,2024-04-17 09:45:00,0.0,12.945663599388777,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.946620690439184,27.6414268498444,19.0,16.501815727644427,2080.187097346499,6865.5729782055505,9945.43393070044,9945.43393070044,0.0,9945.43393070044,72.1043959975782,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1576,10216,2024-04-17 10:00:00,0.0,12.946301837586715,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.947257267361604,27.629428690932514,19.25,16.433930779228064,2077.5313357923487,6859.086975529,9952.436006161495,9952.436006161497,848.1,9104.336006161495,341.41260023105605,0.15,0.0,no_mpc,0.15,848.1,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1577,10217,2024-04-17 10:15:00,0.0,12.946938981180024,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.947893297110452,27.623275462610582,19.5,16.358369818618918,2075.7903096289156,6856.18172478245,9953.903425740607,9953.903425740607,0.0,9953.903425740607,72.16579983661941,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1578,10218,2024-04-17 10:30:00,0.0,12.947575284542891,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.948529032917907,27.619544187551796,19.75,16.274896657714823,2074.549178072059,6855.130503224402,9956.164613520756,9956.164613520756,0.0,9956.164613520756,72.18219344802549,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1579,10219,2024-04-17 10:45:00,0.0,12.948211167310932,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.949164579710054,27.616873148833463,20.0,16.18326418069899,2073.475751107251,6854.817666454146,9959.058636850252,9959.058636850254,0.0,9959.058636850252,72.20317511716434,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1580,10220,2024-04-17 11:00:00,0.0,12.94884680861574,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.949799983426363,27.62794071518809,20.2,16.264020028387637,2072.233543250859,6848.266182700455,9944.171114064186,9944.171114064187,695.52,9248.651114064185,191.90951061683185,0.083,0.0,no_mpc,0.083,695.52,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1581,10221,2024-04-17 11:15:00,0.0,12.949482283870044,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.950435839230412,27.64482781160987,20.4,16.34319508203585,2072.255559219587,6845.454983133835,9940.905424498587,9940.905424498587,0.0,9940.905424498587,72.07156432761477,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1582,10222,2024-04-17 11:30:00,0.0,12.95011791363609,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.951072399195223,27.66405427505592,20.6,16.420772965227396,2072.858881169419,6844.535708300907,9938.864695783912,9938.864695783914,0.0,9938.864695783912,72.05676904443337,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1583,10223,2024-04-17 11:45:00,0.0,12.950754121493182,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.951709764639403,27.684253573785522,20.8,16.496736541276732,2073.69844040546,6844.373066703182,9937.234303627036,9937.234303627038,0.0,9937.234303627036,72.04494870129601,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1584,10224,2024-04-17 12:00:00,0.0,12.951391084212359,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.95234797767371,27.677975968866097,21.1,16.494403270592287,2077.7940204410197,6857.776395407747,9946.93194004031,9946.93194004031,1224.48,8722.45194004031,63.23777656529225,0.029,0.0,no_mpc,0.029,1224.48,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1585,10225,2024-04-17 12:15:00,0.0,12.952028873448468,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.952985891277555,27.660532705341904,21.4,16.484885632441035,2079.563137651234,6863.969584549066,9950.007376225747,9950.007376225749,0.0,9950.007376225747,72.13755347763667,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1586,10226,2024-04-17 12:30:00,0.0,12.952666936768157,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.953623021773387,27.63869529059837,21.7,16.467976565266802,2080.1205651402706,6866.450120835453,9951.630583871845,9951.630583871845,0.0,9951.630583871845,72.14932173307088,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
