step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command,controller,price_per_kwh_action,pv_kw_action,soc_action,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
469,9109,2024-04-05 21:15:00,0.0,12.214717234106622,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.215557899491095,25.15591931440716,17.55,16.430261059725698,2068.0568047261904,6828.07292834697,9912.06921611717,9912.06921611717,0.0,9912.06921611717,71.86250181684949,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
470,9110,2024-04-05 21:30:00,0.0,12.21527768358335,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.216118307508925,25.15579380273113,17.275,16.4057123945913,2067.760492901004,6828.012012573736,9913.029538698924,9913.029538698924,0.0,9913.029538698924,71.8694641555672,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
471,9111,2024-04-05 21:45:00,0.0,12.215838105517948,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.216678685944098,25.155613602044987,17.0,16.375307106932095,2067.395905150054,6827.9368062452695,9914.135796770115,9914.135796770115,0.0,9914.135796770115,71.87748452658334,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
472,9112,2024-04-05 22:00:00,0.0,12.216398498764587,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.217239032440771,25.155439361327133,17.0,16.53281061749078,2069.065921106867,6827.8822499830585,9899.49018408634,9899.490184086342,0.0,9899.49018408634,205.4144213197916,0.083,0.0,no_mpc,0.083,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
473,9113,2024-04-05 22:15:00,0.0,12.216958861218522,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.217799347250255,25.15536916646206,17.0,16.689419245257856,2070.9768740970803,6827.831334247916,9895.649450175648,9895.649450175648,0.0,9895.649450175648,71.74345851377345,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
474,9114,2024-04-05 22:30:00,0.0,12.217519191869583,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.218359634880622,25.155407113162926,17.0,16.845141951950108,2072.9944199444767,6827.8183189231095,9892.436303738692,9892.436303738692,0.0,9892.436303738692,71.72016320210552,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
475,9115,2024-04-05 22:45:00,0.0,12.218079493095823,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.218919900020666,25.155458308804175,17.0,16.999999233248854,2075.1180149854367,6827.846336910026,9889.481249407156,9889.481249407158,0.0,9889.481249407156,71.69873905820188,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
476,9116,2024-04-05 23:00:00,0.0,12.218639769483538,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.219480143238112,25.15547933209641,17.0,16.715420795068198,2071.7012804039687,6827.881417029214,9920.043354993923,9920.043354993919,0.0,9920.043354993923,205.8408996161239,0.083,0.0,no_mpc,0.083,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
477,9117,2024-04-05 23:15:00,0.0,12.219200023651956,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.220040363229447,25.15546696417818,17.0,16.427866600908338,2068.187344959548,6827.905069030956,9928.437561804694,9928.437561804698,0.0,9928.437561804694,71.98117232308404,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
478,9118,2024-04-05 23:30:00,0.0,12.219760255272138,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.22060055855453,25.15540981789801,17.0,16.137268256966646,2064.9975370304014,6827.915385693164,9936.911852756166,9936.911852756166,0.0,9936.911852756166,72.0426109324822,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
479,9119,2024-04-05 23:45:00,0.0,12.22032046292114,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.221160727269888,25.155312673304415,17.0,15.843577400063932,2062.1417001934087,6827.908193558881,9946.363525868772,9946.363525868772,0.0,9946.363525868772,72.1111355625486,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
480,9120,2024-04-06 00:00:00,0.0,12.220880644944804,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.221720867646347,25.155179202211123,16.75,15.89324924452411,2062.36710745667,6827.847976347904,9923.409394159173,9923.409394159171,0.0,9923.409394159173,71.94471810765401,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
481,9121,2024-04-06 00:15:00,0.0,12.22144079946325,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.222280978114023,25.155043612945096,16.5,15.935747675493948,2062.7438063965283,6827.772695591998,9921.822521438446,9921.822521438446,0.0,9921.822521438446,71.93321328042873,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
482,9122,2024-04-06 00:30:00,0.0,12.222000924890871,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.222841058577869,25.154916677176697,16.25,15.971269185291243,2063.0613742702913,6827.696258675069,9921.176880015015,9921.176880015013,0.0,9921.176880015015,71.92853238010886,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
483,9123,2024-04-06 00:45:00,0.0,12.222561020364042,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.223401109422378,25.15480197159641,16.0,15.999996802540622,2063.319697746492,6827.623277512345,9920.729625254655,9920.729625254655,0.0,9920.729625254655,71.92528978309625,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
484,9124,2024-04-06 01:00:00,0.0,12.223121086006929,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.223961131169752,25.15472039247685,16.0,15.999996802540622,2063.3289895376197,6827.59234547125,9922.467037255074,9922.467037255074,0.0,9922.467037255074,71.93788602009928,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
485,9125,2024-04-06 01:15:00,0.0,12.223681122305743,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.22452112525704,25.154650579045565,16.0,15.999996802540622,2063.32381405851,6827.57521969815,9922.520195336234,9922.520195336234,0.0,9922.520195336234,71.9382714161877,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
486,9126,2024-04-06 01:30:00,0.0,12.224241130242955,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.22508109220137,25.154585649818106,16.0,15.999996802540622,2063.320085668751,6827.562882390088,9922.51562171594,9922.515621715938,0.0,9922.51562171594,71.93823825744057,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
487,9127,2024-04-06 01:45:00,0.0,12.224801110749398,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.225641032206115,25.15452360833376,16.0,15.999996802540622,2063.3169468495057,6827.5524959813465,9922.51182766182,9922.511827661821,0.0,9922.51182766182,71.9382107505482,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
488,9128,2024-04-06 02:00:00,0.0,12.225361064237084,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.226200945404598,25.15449311421362,15.925,15.774669344465181,2061.3723186745133,6827.532183612613,9943.530936974506,9943.530936974506,0.0,9943.530936974506,72.09059929306518,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
489,9129,2024-04-06 02:15:00,0.0,12.22592099082752,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.226760833162357,25.15448883589956,15.85,15.549128944913901,2059.503663271649,6827.522164867913,9951.818354572226,9951.818354572226,0.0,9951.818354572226,72.15068307064864,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
490,9130,2024-04-06 02:30:00,0.0,12.226480891292674,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.22732069661496,25.154460668754645,15.774999999999999,15.323379748395038,2057.8579864260364,6827.521577746671,9960.16494534185,9960.16494534185,0.0,9960.16494534185,72.21119585372841,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
491,9131,2024-04-06 02:45:00,0.0,12.227040766920897,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.227880534725037,25.154396343243157,15.7,15.097422641224757,2056.4304472656368,6827.512303887313,9969.076500131947,9969.076500131943,0.0,9969.076500131947,72.27580462595662,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
492,9132,2024-04-06 03:00:00,0.0,12.227600617693277,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.228440345936932,25.154331251578427,15.774999999999999,15.171206699201786,2056.7485111572773,6827.511287358809,9946.128543725046,9946.128543725043,0.0,9946.128543725046,72.1094319420066,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
493,9133,2024-04-06 03:15:00,0.0,12.22816044235751,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.229000130212675,25.154273215220798,15.85,15.244996791953763,2057.206378345339,6827.510507393691,9942.70408580862,9942.70408580862,0.0,9942.70408580862,72.0846046221125,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
494,9134,2024-04-06 03:30:00,0.0,12.228720240079616,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.229559887857526,25.15422347034421,15.925,15.318780614344535,2057.688722445681,6827.51236760636,9940.018038767608,9940.018038767608,0.0,9940.018038767608,72.06513078106516,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
495,9135,2024-04-06 03:45:00,0.0,12.229280011045805,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.23011961923683,25.154182273474927,16.0,15.392562826057274,2058.195737263748,6827.517444607948,9937.391395211302,9937.391395211302,0.0,9937.391395211302,72.04608761528193,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
496,9136,2024-04-06 04:00:00,0.0,12.22983975558295,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.230679324714027,25.154140334864646,16.0,15.392562826057274,2058.2296639281626,6827.514722347485,9942.131349180425,9942.131349180427,0.0,9942.131349180425,72.08045228155808,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
497,9137,2024-04-06 04:15:00,0.0,12.230399474010024,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.231239004264285,25.154101997952395,16.0,15.392562826057274,2058.2286488584623,6827.511355141749,9942.294196297482,9942.294196297482,0.0,9942.294196297482,72.08163292315675,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
498,9138,2024-04-06 04:30:00,0.0,12.230959166524045,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.231798658046207,25.15406618710158,16.0,15.392562826057274,2058.228019222414,6827.509266526728,9942.293556276214,9942.293556276214,0.0,9942.293556276214,72.08162828300256,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
499,9139,2024-04-06 04:45:00,0.0,12.231518833166744,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.232358286166354,25.154031863009145,16.0,15.392562826057274,2058.227680477661,6827.508142849995,9942.2932938673,9942.293293867298,0.0,9942.2932938673,72.08162638053793,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
500,9140,2024-04-06 05:00:00,0.0,12.232078474127766,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.232917888687785,25.153971562743912,15.775,15.222126033388115,2057.1541884070725,6827.474223995281,9959.83204590645,9959.83204590645,0.0,9959.83204590645,72.20878233282177,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
501,9141,2024-04-06 05:15:00,0.0,12.232638089452044,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.233477464496097,25.153895432351128,15.55,15.050961146707065,2056.1194372279215,6827.4292546028655,9967.069225815036,9967.069225815037,0.0,9967.069225815036,72.261251887159,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
502,9142,2024-04-06 05:30:00,0.0,12.233197678607326,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.234037012899796,25.153807782306963,15.325,14.879073623811825,2055.2068033702785,6827.3778628063965,9974.272622263574,9974.272622263574,0.0,9974.272622263574,72.31347651141091,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
503,9143,2024-04-06 05:45:00,0.0,12.233757240725215,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.234596533397507,25.153707789646358,15.1,14.706458013460791,2054.4184551238445,6827.321924117241,9981.844812327257,9981.844812327257,0.0,9981.844812327257,72.36837488937262,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
504,9144,2024-04-06 06:00:00,0.0,12.234316775157252,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.2351560254634,25.153628908537755,15.075,14.780639133859971,2054.652278935605,6827.290678476077,9961.45118702178,9961.45118702178,153.78,9807.671187021779,71.1056161059079,0.029,0.0,no_mpc,0.029,153.78,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
505,9145,2024-04-06 06:15:00,0.0,12.234876281440478,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.235715490008584,25.15356217105201,15.05,14.854281289497441,2054.9775895414277,6827.268369150444,9957.83918775686,9957.83918775686,0.0,9957.83918775686,72.19433411123724,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
506,9146,2024-04-06 06:30:00,0.0,12.23543575974587,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.236274927563855,25.15350473960397,15.025,14.927401184682843,2055.325446411019,6827.251085886205,9954.893134924718,9954.893134924718,0.0,9954.893134924718,72.17297522820421,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
507,9147,2024-04-06 06:45:00,0.0,12.235995210806342,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.236834338532033,25.15345618109671,15.0,14.99999835023321,2055.69494234838,6827.237463391981,9952.027900533392,9952.027900533392,0.0,9952.027900533392,72.1522022788671,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
508,9148,2024-04-06 07:00:00,0.0,12.236554635054462,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.237393723299817,25.153417376891387,15.0,14.99999835023321,2055.718901706787,6827.231138255498,9956.890763684358,9956.890763684358,548.1,9408.790763684357,68.21373303671159,0.029,0.0,no_mpc,0.029,548.1,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
509,9149,2024-04-06 07:15:00,0.0,12.237114032921408,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.237953082286394,25.15338299010892,15.0,14.99999835023321,2055.718154040092,6827.228655157024,9957.058486163218,9957.058486163218,0.0,9957.058486163218,72.18867402468334,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
510,9150,2024-04-06 07:30:00,0.0,12.23767340481352,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.238512415689549,25.153350683157903,15.0,14.99999835023321,2055.717933140822,6827.227921530273,9957.058362605449,9957.058362605449,0.0,9957.058362605449,72.1886731288895,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
511,9151,2024-04-06 07:45:00,0.0,12.238232750991067,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.239071723592808,25.15331971524346,15.0,14.99999835023321,2055.7179585990625,6827.228006079427,9957.058569079956,9957.058569079958,0.0,9957.058569079956,72.18867462582969,0.029,0.0,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
512,9152,2024-04-06 08:00:00,0.0,12.23879207164713,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,12.239631006060677,25.153287346551814,15.0,14.902492100310402,2055.2519487095146,6827.228645965235,9967.67910421669,9967.67910421669,877.44,9090.23910421669,340.88396640812584,0.15,0.0,no_mpc,0.15,877.44,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
