controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag
no_mpc,2880,8640,2024-04-01 00:00:00,2024-04-30 23:45:00,0,87.52622950001387,0,7258566.220001824,7054009.900001824,296997.7254895794,10346.166940958932,10346.166940958932,0.0,0.0,0.0,0.0095581048503636,0.0,25.147568967039515,29.126767640182933,0,0,0,0,0,27.0,386.1742146448859,False
