seed,timestamp,epoch,episode,num_timesteps,elapsed_seconds,ent_coef,critic_loss,actor_loss,ent_coef_loss,learning_rate,n_updates,last_episode,last_reward,last_comfort_pct,reward_mean_last5
06,2026-04-05T13:06:51,1775387211.002059,186,1623000,68917.331749,0.09141644090414047,87.02010345458984,-30.302776336669922,0.32357731461524963,5e-05,1614239,185,-5976.806388444794,3.5269946353156034,-6601.283918455374
07,2026-04-05T13:06:51,1775387211.010565,184,1611500,68925.493292,0.23125165700912476,468.235595703125,-63.426300048828125,0.5207696557044983,5e-05,1602739,183,-6735.940500096657,16.653350074192446,-6529.139801313491
08,2026-04-05T13:06:51,1775387211.020362,184,1606500,68777.88299710001,0.30206722021102905,533.4691162109375,-90.52825927734375,0.23947955667972565,5e-05,1597739,183,-7870.675088036092,30.829813948179428,-7082.645210734205
09,2026-04-05T13:06:51,1775387211.0366514,186,1621000,68928.16328860002,2.3536622524261475,23853.046875,-3111.9052734375,-0.04760545492172241,5e-05,1612239,185,-8863.000656358136,31.252140166647642,-9613.936737935663
10,2026-04-05T13:06:51,1775387211.0536091,184,1604000,68928.39621410001,0.39370402693748474,1035.64111328125,-82.22352600097656,-0.17482176423072815,5e-05,1595239,183,-7437.293535048928,18.02305672868394,-6989.115163713059
11,2026-04-05T13:06:51,1775387211.0625153,186,1625000,68921.02196000001,0.7932493686676025,4528.48046875,-1618.76904296875,0.04032815992832184,5e-05,1616239,185,-10987.779760063004,30.510215728798084,-10531.984666910957
12,2026-04-05T13:06:51,1775387211.0692372,186,1626500,68914.4977862,0.11628388613462448,123.56304931640625,-92.73934936523438,-0.17157164216041565,5e-05,1617739,185,-6945.944956803057,14.404748316402237,-8205.229198750694
01,2026-04-05T13:08:51,1775387331.085119,186,1626500,69037.1420271,1.4462311267852783,2885.633544921875,-769.26708984375,0.08265504240989685,5e-05,1617739,185,-12194.492601541624,51.45531332039721,-11855.232573357009
02,2026-04-05T13:08:51,1775387331.0955067,185,1617000,68912.36767189999,0.38957521319389343,835.81201171875,-387.0025634765625,0.055258121341466904,5e-05,1608239,184,-10644.984809081894,35.48681657345052,-8942.434730538724
03,2026-04-05T13:08:51,1775387331.1133785,186,1622000,69032.5991014,0.8268909454345703,3448.69091796875,-1163.17138671875,0.03266829997301102,5e-05,1613239,185,-11205.505488495535,48.2365026823422,-11868.206667462364
04,2026-04-05T13:08:51,1775387331.1243114,185,1617000,68893.4088991,1.074412226676941,1380.835205078125,-847.9913940429688,-0.014338638633489609,5e-05,1608239,184,-7556.936539084709,16.641935852071683,-6401.306820291116
05,2026-04-05T13:08:51,1775387331.1328163,187,1632000,69020.20784699998,0.06369192898273468,40.63322448730469,38.23828887939453,0.0318274199962616,5e-05,1623239,186,-6121.028090717273,6.403378609747746,-6737.045215541641
06,2026-04-05T13:08:51,1775387331.141323,186,1625000,69050.2010344,0.091539666056633,55.62099075317383,-28.565738677978516,-0.030771881341934204,5e-05,1616239,185,-5976.806388444794,3.5269946353156034,-6601.283918455374
07,2026-04-05T13:08:51,1775387331.1543498,185,1613000,69034.84598040002,0.22853444516658783,413.30499267578125,-62.481842041015625,-0.3656041920185089,5e-05,1604239,184,-8467.314482899072,23.79865312178975,-6957.195091323444
08,2026-04-05T13:08:51,1775387331.1634524,184,1608000,68877.36924870001,0.29994919896125793,338.54388427734375,-75.79437255859375,0.09064706414937973,5e-05,1599239,183,-7870.675088036092,30.829813948179428,-7082.645210734205
09,2026-04-05T13:08:51,1775387331.1724064,186,1622500,69032.62703520001,2.335333824157715,16720.5234375,-2993.38134765625,-0.203179270029068,5e-05,1613739,185,-8863.000656358136,31.252140166647642,-9613.936737935663
10,2026-04-05T13:08:51,1775387331.1804216,184,1605500,69032.5836061,0.3898824155330658,1164.2701416015625,-73.48147583007812,0.09839297831058502,5e-05,1596739,183,-7437.293535048928,18.02305672868394,-6989.115163713059
11,2026-04-05T13:08:51,1775387331.190425,186,1626500,69020.56134500002,0.8046818971633911,4667.35888671875,-1579.2921142578125,0.023873545229434967,5e-05,1617739,185,-10987.779760063004,30.510215728798084,-10531.984666910957
12,2026-04-05T13:08:51,1775387331.2004333,186,1628500,69046.17188450001,0.1167808249592781,119.1092529296875,-84.57395935058594,0.3412669897079468,5e-05,1619739,185,-6945.944956803057,14.404748316402237,-8205.229198750694
01,2026-04-05T13:10:51,1775387451.2159338,186,1628500,69165.10151800001,1.4463433027267456,2361.3857421875,-772.6783447265625,0.08160079270601273,5e-05,1619739,185,-12194.492601541624,51.45531332039721,-11855.232573357009
02,2026-04-05T13:10:51,1775387451.226439,185,1618500,69006.74414899998,0.38906198740005493,909.0283203125,-364.8670654296875,0.10025203227996826,5e-05,1609739,184,-10644.984809081894,35.48681657345052,-8942.434730538724
03,2026-04-05T13:10:51,1775387451.2371264,186,1624000,69162.68524790002,0.8309312462806702,3181.188232421875,-1162.4794921875,0.0019749607890844345,5e-05,1615239,185,-11205.505488495535,48.2365026823422,-11868.206667462364
04,2026-04-05T13:10:51,1775387451.2462502,185,1619000,69023.83091250001,1.0610566139221191,1309.46533203125,-859.05859375,0.010434719733893871,5e-05,1610239,184,-7556.936539084709,16.641935852071683,-6401.306820291116
05,2026-04-05T13:10:51,1775387451.2532496,187,1634000,69149.64759499999,0.06374265998601913,40.36573028564453,42.17941665649414,-0.0373091846704483,5e-05,1625239,186,-6121.028090717273,6.403378609747746,-6737.045215541641
06,2026-04-05T13:10:51,1775387451.2637558,186,1626500,69144.22663260001,0.09188762307167053,52.29701232910156,-34.600528717041016,-0.14313270151615143,5e-05,1617739,185,-5976.806388444794,3.5269946353156034,-6601.283918455374
07,2026-04-05T13:10:51,1775387451.2732618,185,1615000,69167.5073808,0.22683624923229218,425.4782409667969,-50.12596893310547,-0.33261287212371826,5e-05,1606239,184,-8467.314482899072,23.79865312178975,-6957.195091323444
08,2026-04-05T13:10:51,1775387451.2819135,184,1610000,69007.4870514,0.29957884550094604,270.7383728027344,-77.3115234375,0.1942082643508911,5e-05,1601239,183,-7870.675088036092,30.829813948179428,-7082.645210734205
09,2026-04-05T13:10:51,1775387451.2909877,186,1624500,69161.6755591,2.303264617919922,22550.66796875,-3030.36083984375,-0.10513420403003693,5e-05,1615739,185,-8863.000656358136,31.252140166647642,-9613.936737935663
10,2026-04-05T13:10:51,1775387451.3004932,184,1607500,69166.25926329999,0.3918949365615845,1055.6697998046875,-60.51188659667969,0.28455033898353577,5e-05,1598739,183,-7437.293535048928,18.02305672868394,-6989.115163713059
11,2026-04-05T13:10:51,1775387451.3109984,186,1628500,69150.11155130001,0.7976701259613037,5107.66552734375,-1610.78076171875,0.008006546646356583,5e-05,1619739,185,-10987.779760063004,30.510215728798084,-10531.984666910957
12,2026-04-05T13:10:51,1775387451.3291225,187,1630000,69143.75039619999,0.11542042344808578,110.79154968261719,-89.13455200195312,0.2334115207195282,5e-05,1621239,186,-6599.413384961455,11.220180344709508,-7964.839949211038
01,2026-04-05T13:12:51,1775387571.3566647,187,1630000,69262.38372089999,1.428574562072754,2840.55908203125,-764.3932495117188,-0.04849953576922417,5e-05,1621239,186,-9101.135113504675,35.97762812464331,-11631.130316822417
02,2026-04-05T13:12:51,1775387571.371518,186,1620500,69131.52415089999,0.3931381404399872,1018.8877563476562,-365.33453369140625,-0.2999091148376465,5e-05,1611739,185,-12570.266703821322,37.75824677548225,-9069.05729034133
03,2026-04-05T13:12:51,1775387571.3820245,186,1626000,69287.2638636,0.8346821069717407,3163.68798828125,-1097.91162109375,0.03786808252334595,5e-05,1617239,185,-11205.505488495535,48.2365026823422,-11868.206667462364
04,2026-04-05T13:12:51,1775387571.3992722,186,1621000,69151.98969060002,1.0566843748092651,1042.22216796875,-823.233642578125,0.001436406746506691,5e-05,1612239,185,-5942.528066645593,2.9791119735190046,-6336.484706969226
05,2026-04-05T13:12:51,1775387571.4090652,187,1636000,69273.88070459999,0.06313707679510117,47.490657806396484,43.90306091308594,0.050257861614227295,5e-05,1627239,186,-6121.028090717273,6.403378609747746,-6737.045215541641
06,2026-04-05T13:12:51,1775387571.4175787,186,1628500,69268.68028090001,0.09000478684902191,75.6588134765625,-36.29719924926758,-0.18453550338745117,5e-05,1619739,185,-5976.806388444794,3.5269946353156034,-6601.283918455374
07,2026-04-05T13:12:51,1775387571.4260852,185,1616500,69265.69156569999,0.22457899153232574,476.8586730957031,-70.80490112304688,-0.11976490169763565,5e-05,1607739,184,-8467.314482899072,23.79865312178975,-6957.195091323444
08,2026-04-05T13:12:51,1775387571.4404602,185,1612000,69136.0578909,0.3022072911262512,364.6304016113281,-83.19332885742188,-0.4008203446865082,5e-05,1603239,184,-8857.489596288427,30.98961305787011,-7527.597380273381
09,2026-04-05T13:12:51,1775387571.4491427,186,1626500,69285.5491003,2.302928924560547,23050.890625,-2861.42529296875,0.22874844074249268,5e-05,1617739,185,-8863.000656358136,31.252140166647642,-9613.936737935663
10,2026-04-05T13:12:51,1775387571.4581523,184,1609000,69264.42687619998,0.39063760638237,1287.73486328125,-74.36634826660156,0.21352972090244293,5e-05,1600239,183,-7437.293535048928,18.02305672868394,-6989.115163713059
11,2026-04-05T13:12:51,1775387571.4691596,187,1630500,69277.74067330002,0.7975577116012573,4639.5390625,-1564.773193359375,0.022654298692941666,5e-05,1621739,186,-10362.33305510061,21.515808697637258,-10594.839728908923
12,2026-04-05T13:12:51,1775387571.4751625,187,1632000,69269.04799009999,0.11565627157688141,119.17214965820312,-83.09988403320312,0.07786476612091064,5e-05,1623239,186,-6599.413384961455,11.220180344709508,-7964.839949211038
01,2026-04-05T13:14:51,1775387691.488385,187,1632000,69389.3618865,1.4042081832885742,2413.9150390625,-731.2354736328125,-0.047691404819488525,5e-05,1623239,186,-9101.135113504675,35.97762812464331,-11631.130316822417
02,2026-04-05T13:14:51,1775387691.4998243,186,1622500,69260.55836659999,0.3906271755695343,1023.1148681640625,-358.76690673828125,-0.21268369257450104,5e-05,1613739,185,-12570.266703821322,37.75824677548225,-9069.05729034133
03,2026-04-05T13:14:51,1775387691.510495,186,1627500,69382.24206760002,0.8389915823936462,8101.3642578125,-1120.8092041015625,-0.06800715625286102,5e-05,1618739,185,-11205.505488495535,48.2365026823422,-11868.206667462364
04,2026-04-05T13:14:51,1775387691.5190043,186,1622500,69247.68344340002,1.0528931617736816,1126.3907470703125,-818.6664428710938,0.008669078350067139,5e-05,1613739,185,-5942.528066645593,2.9791119735190046,-6336.484706969226
05,2026-04-05T13:14:51,1775387691.5344543,188,1638000,69400.36671199999,0.06143764778971672,54.83305358886719,43.3176155090332,0.8025476932525635,5e-05,1629239,187,-10324.39044076596,29.871019290035385,-7294.709711625687
06,2026-04-05T13:14:51,1775387691.55116,187,1630500,69398.0372517,0.09052342921495438,85.15058898925781,-35.448631286621094,-0.13612711429595947,5e-05,1621739,186,-5819.165743500861,0.5250542175550735,-6560.049389246659
07,2026-04-05T13:14:51,1775387691.5592859,185,1618500,69396.91375100001,0.22129006683826447,442.19903564453125,-54.70227813720703,-0.17224723100662231,5e-05,1609739,184,-8467.314482899072,23.79865312178975,-6957.195091323444
08,2026-04-05T13:14:51,1775387691.5687902,185,1614000,69262.53025820001,0.3024153411388397,284.3563232421875,-91.87346649169922,0.07537621259689331,5e-05,1605239,184,-8857.489596288427,30.98961305787011,-7527.597380273381
09,2026-04-05T13:14:51,1775387691.5772972,186,1628500,69411.30251110002,2.259547710418701,21280.966796875,-2872.3564453125,-0.06192612648010254,5e-05,1619739,185,-8863.000656358136,31.252140166647642,-9613.936737935663
10,2026-04-05T13:14:51,1775387691.5858035,184,1611000,69395.10526889999,0.3873409628868103,1078.4888916015625,-67.28492736816406,-0.006920747458934784,5e-05,1602239,183,-7437.293535048928,18.02305672868394,-6989.115163713059
11,2026-04-05T13:14:51,1775387691.5933092,187,1632500,69404.4819098,0.7899398803710938,9490.373046875,-1510.1231689453125,0.02767157554626465,5e-05,1623739,186,-10362.33305510061,21.515808697637258,-10594.839728908923
12,2026-04-05T13:14:51,1775387691.6023185,187,1634000,69395.8480032,0.11304375529289246,106.11085510253906,-82.17066955566406,-0.6737375259399414,5e-05,1625239,186,-6599.413384961455,11.220180344709508,-7964.839949211038
01,2026-04-05T13:16:51,1775387811.6140547,187,1633500,69510.4711038,1.3929479122161865,3059.92431640625,-705.2396240234375,-0.08438633382320404,5e-05,1624739,186,-9101.135113504675,35.97762812464331,-11631.130316822417
02,2026-04-05T13:16:51,1775387811.623612,186,1624000,69380.8921047,0.38884371519088745,977.281494140625,-368.7878112792969,-0.19487449526786804,5e-05,1615239,185,-12570.266703821322,37.75824677548225,-9069.05729034133
03,2026-04-05T13:16:51,1775387811.6412332,186,1629000,69502.18337120002,0.8391639590263367,2630.40966796875,-1096.718017578125,0.026750195771455765,5e-05,1620239,186,-10289.490722214816,41.05695696838261,-11828.276791787055
04,2026-04-05T13:16:51,1775387811.6516578,186,1624000,69367.94761910001,1.0467325448989868,1043.1097412109375,-842.0510864257812,-0.006103922612965107,5e-05,1615239,185,-5942.528066645593,2.9791119735190046,-6336.484706969226
05,2026-04-05T13:16:51,1775387811.6609418,188,1639500,69523.05518669999,0.06049102917313576,39.758094787597656,46.57960510253906,-0.35652685165405273,5e-05,1630739,187,-10324.39044076596,29.871019290035385,-7294.709711625687
06,2026-04-05T13:16:51,1775387811.6791353,187,1632000,69518.48916589998,0.08910896629095078,70.82463073730469,-32.13617706298828,0.15668565034866333,5e-05,1623239,186,-5819.165743500861,0.5250542175550735,-6560.049389246659
07,2026-04-05T13:16:51,1775387811.6882377,185,1620000,69520.30085160001,0.21719415485858917,418.780029296875,-49.149330139160156,-0.2544419765472412,5e-05,1611239,184,-8467.314482899072,23.79865312178975,-6957.195091323444
08,2026-04-05T13:16:51,1775387811.6962383,185,1615500,69382.1071357,0.30265769362449646,270.35980224609375,-79.2607650756836,0.21825602650642395,5e-05,1606739,184,-8857.489596288427,30.98961305787011,-7527.597380273381
09,2026-04-05T13:16:51,1775387811.7102494,187,1630000,69529.95993410001,2.248755693435669,17824.83203125,-2919.57177734375,-0.11887934803962708,5e-05,1621239,186,-8911.092018375988,30.60152950576418,-9631.95281445948
10,2026-04-05T13:16:51,1775387811.7237558,185,1612500,69518.96029660001,0.3826421797275543,949.7943115234375,-66.01219940185547,-0.12557686865329742,5e-05,1603739,184,-8334.798629037376,27.759388197694328,-7445.9616619493445
11,2026-04-05T13:16:51,1775387811.7332609,187,1634000,69526.28258670002,0.7960960865020752,4826.8623046875,-1557.089111328125,0.04500039666891098,5e-05,1625239,186,-10362.33305510061,21.515808697637258,-10594.839728908923
12,2026-04-05T13:16:51,1775387811.742768,187,1635500,69516.51977079999,0.1147167831659317,113.28350067138672,-78.49867248535156,-0.17035040259361267,5e-05,1626739,186,-6599.413384961455,11.220180344709508,-7964.839949211038
01,2026-04-05T13:18:51,1775387931.7569823,187,1635000,69629.50558920001,1.3926997184753418,3675.4052734375,-678.1446533203125,0.03792695701122284,5e-05,1626239,186,-9101.135113504675,35.97762812464331,-11631.130316822417
02,2026-04-05T13:18:51,1775387931.765167,186,1625500,69497.5386077,0.3907550573348999,736.25537109375,-355.5500793457031,-0.046269819140434265,5e-05,1616739,185,-12570.266703821322,37.75824677548225,-9069.05729034133
03,2026-04-05T13:18:51,1775387931.7749126,187,1631000,69652.53530810002,0.8330931663513184,2451.017578125,-1091.7962646484375,0.00675744516775012,5e-05,1622239,186,-10289.490722214816,41.05695696838261,-11828.276791787055
04,2026-04-05T13:18:51,1775387931.7825632,186,1626000,69514.0415973,1.0451983213424683,995.982177734375,-820.5108642578125,0.000386117841117084,5e-05,1617239,185,-5942.528066645593,2.9791119735190046,-6336.484706969226
05,2026-04-05T13:18:51,1775387931.790564,188,1641000,69639.68881220001,0.06029834225773811,43.57548522949219,48.27643585205078,0.46353739500045776,5e-05,1632239,187,-10324.39044076596,29.871019290035385,-7294.709711625687
06,2026-04-05T13:18:51,1775387931.8000696,187,1633500,69635.4635517,0.0880466103553772,75.5413589477539,-34.95875549316406,0.20990818738937378,5e-05,1624739,186,-5819.165743500861,0.5250542175550735,-6560.049389246659
07,2026-04-05T13:18:51,1775387931.8130822,186,1621500,69639.37328550001,0.21075960993766785,453.25579833984375,-61.61404800415039,-0.42435649037361145,5e-05,1612739,185,-7137.949029257399,10.854925236845109,-7072.249003563733
08,2026-04-05T13:18:51,1775387931.8220901,185,1617000,69498.9473658,0.3037370443344116,348.8888244628906,-82.63253784179688,0.11699528992176056,5e-05,1608239,184,-8857.489596288427,30.98961305787011,-7527.597380273381
09,2026-04-05T13:18:51,1775387931.8310938,187,1631500,69647.5007078,2.2203609943389893,18481.837890625,-2836.662841796875,-0.05299859493970871,5e-05,1622739,186,-8911.092018375988,30.60152950576418,-9631.95281445948
10,2026-04-05T13:18:51,1775387931.8405983,185,1614000,69636.2584653,0.3863671123981476,1073.0518798828125,-74.5859375,0.20692001283168793,5e-05,1605239,184,-8334.798629037376,27.759388197694328,-7445.9616619493445
11,2026-04-05T13:18:51,1775387931.8491044,187,1635500,69643.7652889,0.7946144938468933,3750.323486328125,-1517.4957275390625,0.007817288860678673,5e-05,1626739,186,-10362.33305510061,21.515808697637258,-10594.839728908923
12,2026-04-05T13:18:51,1775387931.8580122,187,1637000,69633.3203545,0.1156889796257019,110.05464172363281,-78.6626205444336,-0.15105515718460083,5e-05,1628239,186,-6599.413384961455,11.220180344709508,-7964.839949211038
01,2026-04-05T13:20:51,1775388051.867638,187,1637500,69765.38067049999,1.3711191415786743,2674.5380859375,-710.5146484375,-0.0038010943681001663,5e-05,1628739,186,-9101.135113504675,35.97762812464331,-11631.130316822417
02,2026-04-05T13:20:51,1775388051.8771613,186,1628000,69634.24991769998,0.3844165802001953,881.7115478515625,-348.31121826171875,-0.00565674901008606,5e-05,1619239,185,-12570.266703821322,37.75824677548225,-9069.05729034133
03,2026-04-05T13:20:51,1775388051.8867872,187,1633000,69766.27443490003,0.8355359435081482,10721.576171875,-1087.657470703125,-0.004081232473254204,5e-05,1624239,186,-10289.490722214816,41.05695696838261,-11828.276791787055
04,2026-04-05T13:20:51,1775388051.8992956,186,1628000,69623.356803,1.0434023141860962,1293.29541015625,-822.4239501953125,-0.004099486395716667,5e-05,1619239,185,-5942.528066645593,2.9791119735190046,-6336.484706969226
05,2026-04-05T13:20:51,1775388051.9088016,188,1643000,69747.68180779999,0.060047294944524765,53.4362678527832,46.134674072265625,-0.36404770612716675,5e-05,1634239,187,-10324.39044076596,29.871019290035385,-7294.709711625687
06,2026-04-05T13:20:51,1775388051.9183598,187,1635500,69745.93252959999,0.08942887932062149,71.26750946044922,-34.80747985839844,0.04347045719623566,5e-05,1626739,186,-5819.165743500861,0.5250542175550735,-6560.049389246659
07,2026-04-05T13:20:51,1775388051.9267855,186,1623500,69749.05220529999,0.20539148151874542,467.58709716796875,-54.07984924316406,-0.3028240203857422,5e-05,1614739,185,-7137.949029257399,10.854925236845109,-7072.249003563733
08,2026-04-05T13:20:51,1775388051.934369,185,1619000,69608.13089530001,0.30245867371559143,282.5665588378906,-77.15184783935547,-0.28959083557128906,5e-05,1610239,184,-8857.489596288427,30.98961305787011,-7527.597380273381
09,2026-04-05T13:20:51,1775388051.9433792,187,1633500,69757.03349900001,2.2072534561157227,30253.22265625,-2926.503173828125,-0.11781780421733856,5e-05,1624739,186,-8911.092018375988,30.60152950576418,-9631.95281445948
10,2026-04-05T13:20:51,1775388051.9508848,185,1616000,69748.1870149,0.38089168071746826,1168.7139892578125,-70.26737976074219,0.2029750645160675,5e-05,1607239,184,-8334.798629037376,27.759388197694328,-7445.9616619493445
11,2026-04-05T13:20:51,1775388051.9603913,187,1637500,69753.23232800001,0.7831929922103882,5383.16259765625,-1509.53662109375,0.024764258414506912,5e-05,1628739,186,-10362.33305510061,21.515808697637258,-10594.839728908923
12,2026-04-05T13:20:51,1775388051.9772708,188,1639000,69746.3777677,0.11773651838302612,111.98098754882812,-73.88618469238281,0.27851229906082153,5e-05,1630239,187,-13365.578839980133,35.94338545828102,-9085.6712741817
01,2026-04-05T13:22:51,1775388171.999623,188,1639500,69876.8447559,1.3617275953292847,2843.851806640625,-666.4618530273438,-0.01698262244462967,5e-05,1630739,187,-16725.183941218227,62.53852299965757,-12942.800826682553
02,2026-04-05T13:22:52,1775388172.0154717,187,1630000,69745.609879,0.38086265325546265,1014.526611328125,-340.14141845703125,0.40663599967956543,5e-05,1621239,186,-8161.880579048234,24.015523342084236,-9293.918360074407
03,2026-04-05T13:22:52,1775388172.0246458,187,1635000,69880.7051433,0.8471184372901917,2709.252685546875,-1051.69580078125,-0.011491592042148113,5e-05,1626239,186,-10289.490722214816,41.05695696838261,-11828.276791787055
04,2026-04-05T13:22:52,1775388172.0402117,187,1630000,69734.94938880001,1.0371849536895752,1398.670654296875,-794.1654052734375,-0.011092456057667732,5e-05,1621239,186,-5818.641787274628,1.7463759844766578,-6305.934855005303
05,2026-04-05T13:22:52,1775388172.0482671,188,1645500,69881.9366469,0.05984483286738396,48.144187927246094,50.562705993652344,0.24572423100471497,5e-05,1636739,187,-10324.39044076596,29.871019290035385,-7294.709711625687
06,2026-04-05T13:22:52,1775388172.0632732,188,1638000,69882.7308695,0.08901499211788177,66.38066864013672,-30.933012008666992,-0.4810001850128174,5e-05,1629239,187,-10719.238290244388,27.416961534071454,-7533.107423247449
