hour,month,outdoor_temp_C,indoor_temp_C,humidity_pct,power_facility_kW,power_ite_kW,power_cooling_kW,pue,fan_flow_kgs,chiller_t_C,crah_supply_C,crah_return_C,ct_pump_kgs,ite_utilization,reward
41,1.0,9.0,20.33,16.01,6475.75,5904.41,571.34,1.0968,632.6,9.95,11.08,20.33,1662.1,0.3917,-0.5484
42,1.0,8.0,22.05,14.63,6455.89,5867.39,588.5,1.1003,547.4,9.99,11.43,22.05,1748.0,0.3867,-0.5502
43,1.0,5.0,20.29,16.04,6382.3,5796.73,585.57,1.101,621.1,9.96,11.04,20.29,1834.8,0.3772,-0.5505
44,1.0,5.0,21.84,14.58,6272.83,5650.0,622.83,1.1102,534.6,9.99,11.37,21.84,1925.6,0.3866,-0.5551
45,1.0,4.2,20.63,15.96,6414.72,5794.05,620.66,1.1071,597.6,9.98,11.03,20.63,2018.1,0.4176,-0.5536
46,1.0,3.8,22.69,13.84,6909.72,6256.21,653.51,1.1045,539.3,9.99,11.2,22.69,2113.3,0.421,-0.5522
47,1.0,3.2,20.89,15.45,7016.26,6308.77,707.49,1.1121,632.1,9.97,11.0,20.89,2207.8,0.4104,-0.5561
48,1.0,2.9,21.48,15.14,6853.79,6147.92,705.87,1.1148,588.0,9.98,11.13,21.48,2304.6,0.4047,-0.5574
49,1.0,2.0,20.87,15.47,6784.37,6063.56,720.8,1.1189,609.8,9.98,11.03,20.87,2402.1,0.4212,-0.5594
50,1.0,2.1,21.76,14.65,7073.85,6309.11,764.73,1.1212,584.0,9.99,11.07,21.77,2500.1,0.4093,-0.5606
51,1.0,2.2,20.53,16.03,6902.68,6131.1,771.58,1.1258,637.6,9.99,11.01,20.53,2596.9,0.4144,-0.5629
52,1.0,2.0,21.63,14.77,7018.3,6207.5,810.8,1.1306,583.6,9.98,11.1,21.63,2695.1,0.42,-0.5653
53,1.0,2.0,20.83,15.51,7140.5,6292.0,848.5,1.1349,634.2,9.98,11.01,20.83,2790.6,0.4204,-0.5674
54,1.0,2.5,21.06,15.48,7158.27,6297.04,861.23,1.1368,621.8,9.96,11.04,20.83,2885.9,0.4126,-0.5684
55,1.0,3.3,20.81,15.53,7101.79,6180.7,921.09,1.149,626.2,9.94,11.04,21.06,2977.6,0.404,-0.5745
56,1.0,3.0,20.43,15.9,7038.31,6051.84,986.47,1.163,639.2,9.92,11.05,20.43,3061.8,0.4104,-0.5815
57,1.0,2.9,21.09,15.45,7147.07,6147.32,999.76,1.1626,612.1,9.93,11.14,21.09,3144.0,0.4202,-0.5813
58,1.0,3.6,20.69,15.65,7305.21,6296.12,1009.09,1.1603,647.0,9.89,11.05,20.69,3206.9,0.4381,-0.5801
59,1.0,7.0,20.96,15.39,7438.06,6562.66,875.4,1.1334,661.3,9.87,11.13,20.69,3259.0,0.4429,-0.5667
60,1.0,8.8,21.73,14.84,6809.45,6635.46,173.98,1.0262,651.1,9.8,11.63,21.65,0.0,0.443,-0.5131
61,1.0,9.7,23.84,12.92,8182.96,6641.86,1541.1,1.232,551.4,9.42,11.92,23.84,260.6,0.4373,-0.616
62,1.0,15.0,22.31,14.18,8654.04,6559.73,2094.32,1.3193,646.9,9.09,12.26,22.31,334.8,0.4191,-0.6596
63,1.0,13.9,23.88,12.98,8142.71,6290.06,1852.64,1.2945,559.7,9.19,12.75,23.88,362.3,0.4139,-0.6473
64,1.0,15.0,22.58,13.95,8282.84,6216.77,2066.06,1.3323,647.3,8.8,13.07,22.58,359.2,0.4028,-0.6662
65,1.0,14.0,24.32,12.56,7900.99,6053.64,1847.35,1.3052,553.7,8.9,13.49,24.32,384.8,0.3958,-0.6526
66,1.0,12.9,22.61,14.03,7962.67,5951.78,2010.89,1.3379,643.0,8.52,13.44,22.61,367.3,0.3951,-0.6689
67,1.0,6.6,24.56,12.41,7374.51,5941.16,1433.35,1.2413,548.1,8.82,13.83,24.56,374.3,0.3978,-0.6206
68,1.0,7.0,23.18,13.48,7302.62,5985.84,1316.79,1.22,645.6,8.66,14.0,23.18,374.6,0.4044,-0.61
69,1.0,5.7,24.41,12.58,6347.05,6085.46,261.58,1.043,599.9,9.13,14.37,24.41,392.8,0.4007,-0.5215
70,1.0,5.6,22.95,13.68,6269.21,6033.87,235.34,1.039,688.5,9.48,14.27,22.95,387.4,0.4049,-0.5195
71,1.0,4.3,24.35,12.58,6353.8,6095.56,258.25,1.0424,610.0,9.97,14.46,24.35,410.4,0.3881,-0.5212
72,1.0,3.7,22.79,13.89,6106.29,5844.93,261.35,1.0447,685.9,9.94,14.35,22.79,414.4,0.3778,-0.5224
73,1.0,3.8,23.42,13.31,5926.9,5688.5,238.4,1.0419,601.0,10.0,14.05,23.42,423.7,0.3692,-0.521
74,1.0,3.2,23.54,13.22,5824.86,5556.91,267.95,1.0482,571.9,9.99,13.93,23.42,442.1,0.3946,-0.5241
75,1.0,3.2,23.42,13.39,6236.28,5938.31,297.97,1.0502,602.8,9.99,13.67,23.54,455.7,0.3914,-0.5251
76,1.0,2.2,22.54,14.05,6169.69,5887.74,281.94,1.0479,630.9,10.0,13.3,22.54,453.6,0.3954,-0.5239
77,1.0,1.3,23.59,13.19,6215.04,5943.72,271.32,1.0456,556.7,10.0,13.03,23.59,465.3,0.3971,-0.5228
78,1.0,2.4,22.0,14.6,6234.68,5967.64,267.04,1.0447,630.8,9.99,12.63,22.0,461.7,0.3972,-0.5224
79,1.0,3.1,23.4,13.36,6242.67,5964.98,277.69,1.0466,539.8,10.0,12.47,23.4,478.2,0.3957,-0.5233
80,1.0,3.8,21.77,14.76,6247.03,5941.38,305.65,1.0514,619.8,9.98,12.28,21.77,494.3,0.3874,-0.5257
81,1.0,3.0,23.23,13.58,6108.84,5814.19,294.65,1.0507,524.9,10.0,12.26,23.23,523.1,0.382,-0.5253
82,1.0,3.6,21.19,15.32,6027.31,5733.43,293.88,1.0513,608.2,10.0,11.85,21.19,527.3,0.3804,-0.5256
83,1.0,12.1,23.22,13.57,7350.3,5706.29,1644.01,1.2881,512.6,9.99,12.19,23.22,565.5,0.381,-0.6441
84,1.0,12.3,21.94,14.74,7399.26,5717.58,1681.68,1.2941,597.0,9.91,12.45,21.94,612.2,0.3648,-0.6471
85,1.0,16.0,23.32,13.49,7197.83,5476.88,1720.96,1.3142,520.2,9.99,12.89,23.32,639.7,0.3602,-0.6571
86,1.0,17.0,21.91,14.7,7223.22,5411.64,1811.58,1.3348,591.5,9.89,12.85,21.91,635.9,0.3507,-0.6674
87,1.0,17.1,23.42,13.46,6934.18,5268.73,1665.46,1.3161,510.7,9.98,13.2,23.42,654.0,0.3484,-0.6581
88,1.0,18.0,21.8,14.81,7000.19,5236.62,1763.57,1.3368,582.4,9.84,12.89,21.8,654.1,0.3439,-0.6684
89,1.0,18.0,23.28,13.56,6794.34,5166.51,1627.84,1.3151,509.9,9.97,13.24,23.28,674.4,0.3308,-0.6575
90,1.0,14.7,21.59,15.08,6671.9,4972.08,1699.82,1.3419,571.8,9.86,12.97,21.59,673.0,0.3232,-0.6709
91,1.0,13.0,22.85,13.93,6294.87,4855.58,1439.29,1.2964,506.3,9.98,13.35,22.85,711.7,0.316,-0.6482
92,1.0,11.0,21.88,14.78,5665.24,4751.26,913.97,1.1924,544.8,9.95,13.24,21.88,746.9,0.3133,-0.5962
93,1.0,11.2,22.54,14.24,5729.23,4709.62,1019.61,1.2165,512.6,9.98,13.44,22.54,787.2,0.3195,-0.6082
94,1.0,10.2,22.27,14.44,5117.02,4804.86,312.17,1.065,532.4,9.96,13.33,22.54,821.4,0.3767,-0.5325
95,1.0,9.4,23.66,13.28,5992.22,5663.44,328.78,1.0581,537.8,9.98,13.24,23.66,856.8,0.3847,-0.529
96,1.0,10.2,21.99,14.74,6137.05,5782.7,354.34,1.0613,625.7,9.93,12.84,21.99,884.0,0.38,-0.5306
97,1.0,8.5,23.2,13.67,6064.23,5707.8,356.43,1.0624,545.0,9.98,12.83,23.2,930.1,0.3729,-0.5312
98,1.0,7.7,21.22,15.44,5977.26,5601.94,375.32,1.067,628.5,9.98,12.39,21.22,973.6,0.3744,-0.5335
99,1.0,9.1,22.87,13.99,6005.48,5620.47,385.01,1.0685,536.2,9.99,12.49,22.87,1029.3,0.4013,-0.5343
100,1.0,7.1,21.59,15.1,6437.1,6024.89,412.21,1.0684,625.8,9.98,12.05,21.59,1082.2,0.4193,-0.5342
101,1.0,6.7,23.17,13.73,6784.51,6291.12,493.39,1.0784,573.9,9.99,12.32,23.17,1139.1,0.4315,-0.5392
102,1.0,7.9,21.53,15.17,7017.32,6476.74,540.58,1.0835,667.3,9.98,11.92,21.65,1222.9,0.4572,-0.5417
103,1.0,7.1,23.3,13.64,7818.23,6858.71,959.52,1.1399,630.0,10.0,12.52,23.3,1302.7,0.484,-0.5699
104,1.0,6.0,21.9,14.85,7873.57,7267.69,605.89,1.0834,720.2,9.98,11.9,22.2,1392.3,0.4989,-0.5417
105,1.0,8.0,22.88,13.99,8087.62,7483.57,604.05,1.0807,722.6,10.0,12.63,22.68,1483.0,0.5222,-0.5404
106,1.0,7.0,22.79,14.07,8485.19,7842.82,642.37,1.0819,778.3,9.99,12.81,22.88,1575.0,0.5214,-0.541
107,1.0,10.0,22.27,14.54,9840.93,7831.93,2009.0,1.2565,819.6,9.99,12.8,22.35,1667.6,0.5182,-0.6283
108,1.0,10.2,22.77,14.09,9704.27,7784.21,1920.07,1.2467,769.8,9.99,12.75,22.69,1753.5,0.5047,-0.6233
109,1.0,12.0,22.43,14.4,10183.47,7580.37,2603.1,1.3434,777.7,9.97,12.78,22.77,1838.3,0.4989,-0.6717
110,1.0,13.0,22.03,14.76,10194.02,7494.16,2699.87,1.3603,791.4,9.95,12.65,22.1,1913.9,0.4902,-0.6801
111,1.0,12.1,21.82,14.93,9970.36,7361.44,2608.92,1.3544,793.3,9.92,12.62,22.03,1988.6,0.4811,-0.6772
112,1.0,14.0,21.68,15.08,10008.59,7224.39,2784.21,1.3854,784.5,9.92,12.56,21.82,2066.1,0.4531,-0.6927
113,1.0,14.0,21.3,15.46,9514.98,6804.36,2710.62,1.3984,757.1,9.9,12.39,21.36,2138.9,0.4524,-0.6992
114,1.0,12.6,21.97,14.84,9428.22,6791.02,2637.2,1.3883,701.3,9.91,12.37,21.86,2214.2,0.459,-0.6942
115,1.0,13.0,21.8,15.0,9677.67,6890.9,2786.76,1.4044,728.0,9.86,12.42,21.97,2287.4,0.4721,-0.7022
116,1.0,12.0,21.69,15.1,9963.7,7087.53,2876.16,1.4058,753.5,9.78,12.38,21.8,2361.9,0.4987,-0.7029
117,1.0,11.5,21.89,14.96,10106.96,7486.31,2620.65,1.3501,779.3,9.73,12.38,21.69,2439.5,0.4559,-0.675
118,1.0,11.0,20.71,16.06,9708.92,6844.22,2864.7,1.4186,799.9,9.75,12.23,20.72,2522.4,0.4491,-0.7093
119,1.0,10.0,21.36,15.43,9497.95,6740.52,2757.43,1.4091,732.7,9.81,12.25,21.27,2614.3,0.4715,-0.7045
120,1.0,9.4,21.89,15.03,9336.34,7076.74,2259.6,1.3193,730.4,9.74,12.3,21.8,2702.8,0.3652,-0.6596
121,1.0,9.0,18.68,18.28,8060.45,5482.18,2578.27,1.4703,768.1,9.55,11.6,18.68,2788.8,0.3615,-0.7351
122,1.0,9.0,19.97,16.87,7485.92,5419.78,2066.14,1.3812,669.4,9.89,11.95,19.97,2885.8,0.4234,-0.6906
123,1.0,8.6,22.93,14.22,8359.67,6351.86,2007.81,1.3161,591.0,9.74,12.29,22.93,2975.2,0.4143,-0.658
124,1.0,8.0,20.84,16.04,8174.38,6218.76,1955.62,1.3145,689.7,9.36,11.91,20.84,3030.4,0.4142,-0.6572
125,1.0,9.0,20.65,16.24,8572.18,6212.62,2359.55,1.3798,725.6,9.21,12.17,20.84,3102.8,0.4706,-0.6899
126,1.0,7.9,21.43,15.63,9102.43,7062.53,2039.9,1.2888,787.1,8.96,12.54,21.43,3166.3,0.5616,-0.6444
127,1.0,8.0,22.19,14.79,10776.77,8432.57,2344.21,1.278,874.5,8.65,12.64,22.19,3220.6,0.6049,-0.639
128,1.0,8.0,21.95,15.01,12233.45,9083.61,3149.84,1.3468,968.5,8.21,12.66,22.19,3259.0,0.6119,-0.6734
129,1.0,6.6,21.49,15.63,11841.36,9190.32,2651.04,1.2885,1056.3,7.79,12.88,21.49,3259.0,0.6119,-0.6442
130,1.0,7.0,21.32,15.6,12236.36,9192.69,3043.67,1.3311,1107.8,7.47,13.1,21.49,3259.0,0.6284,-0.6655
131,1.0,6.0,21.47,15.46,11993.13,9444.47,2548.67,1.2699,1150.5,7.23,13.34,21.32,3259.0,0.5997,-0.6349
132,1.0,5.6,21.28,15.85,10736.28,9015.79,1720.48,1.1908,1158.1,7.15,13.57,21.47,3259.0,0.5979,-0.5954
133,1.0,6.0,21.57,15.37,10592.66,8992.9,1599.76,1.1779,1148.9,7.12,13.82,21.28,3259.0,0.5877,-0.5889
134,1.0,5.0,21.77,15.18,9655.31,8842.28,813.03,1.0919,1130.6,7.2,14.03,21.57,3259.0,0.5867,-0.546
135,1.0,4.5,21.47,15.65,9403.34,8829.84,573.5,1.065,1141.8,7.26,13.81,21.47,763.0,0.5737,-0.5325
136,1.0,4.6,22.5,14.53,8968.54,8630.99,337.55,1.0391,1042.0,7.76,14.3,22.5,805.3,0.5723,-0.5196
137,1.0,4.1,23.72,13.5,8963.15,8617.02,346.13,1.0402,945.0,8.26,14.69,23.72,839.4,0.5728,-0.5201
138,1.0,3.3,23.57,13.8,8989.36,8629.38,359.98,1.0417,957.7,8.75,14.65,23.72,869.9,0.568,-0.5209
139,1.0,2.0,23.47,13.7,8925.27,8557.48,367.78,1.043,950.1,9.25,14.56,23.57,903.2,0.5607,-0.5215
140,1.0,2.6,23.43,13.74,8814.87,8445.67,369.2,1.0437,926.2,9.75,14.4,23.47,941.5,0.5501,-0.5219
141,1.0,3.0,23.23,14.11,8670.83,8283.73,387.11,1.0467,903.3,10.0,14.15,23.43,980.0,0.5556,-0.5234
142,1.0,3.3,23.17,13.95,8762.29,8363.78,398.51,1.0476,888.1,10.0,13.85,23.23,1024.3,0.5563,-0.5238
143,1.0,2.9,23.13,13.99,8775.69,8370.04,405.65,1.0485,862.4,10.0,13.52,23.17,1070.3,0.5879,-0.5242
144,1.0,2.0,23.52,13.86,9243.75,8840.78,402.98,1.0456,845.1,10.0,13.17,23.52,1123.7,0.6097,-0.5228
145,1.0,1.7,23.04,14.07,9597.49,9163.79,433.7,1.0473,880.9,9.99,12.74,23.04,1181.1,0.6003,-0.5237
146,1.0,1.2,22.46,14.57,9464.66,9016.7,447.96,1.0497,886.1,10.0,12.39,22.47,1245.7,0.585,-0.5248
147,1.0,1.1,22.38,14.85,9232.68,8782.02,450.66,1.0513,842.2,10.0,12.06,22.46,1316.5,0.5567,-0.5257
148,1.0,0.9,21.51,15.45,8861.2,8353.43,507.77,1.0608,840.2,10.0,11.67,21.51,1391.8,0.5709,-0.5304
149,1.0,0.3,22.58,14.48,9071.0,8560.66,510.34,1.0596,772.0,10.0,11.6,22.58,1475.1,0.5921,-0.5298
150,1.0,0.2,21.53,15.65,9402.49,8877.49,525.0,1.0591,846.4,9.99,11.15,21.53,1559.2,0.5986,-0.5296
151,1.0,0.2,22.4,14.64,9530.96,8968.04,562.92,1.0628,790.1,9.99,11.16,22.4,1650.5,0.5873,-0.5314
152,1.0,1.0,21.12,15.84,9420.77,8798.83,621.94,1.0707,862.8,9.99,11.02,21.12,1740.3,0.5801,-0.5353
153,1.0,1.1,22.0,15.25,9286.99,8689.86,597.13,1.0687,795.2,9.99,11.18,22.0,1834.8,0.5685,-0.5344
154,1.0,1.5,20.99,15.96,9170.65,8517.79,652.86,1.0766,847.3,9.98,11.03,20.99,1929.8,0.5388,-0.5383
155,1.0,5.0,21.2,15.76,8797.93,8070.81,727.12,1.0901,795.5,9.99,11.15,20.99,2025.8,0.5227,-0.545
156,1.0,5.5,21.13,16.1,8594.26,7831.98,762.28,1.0973,775.6,9.98,11.13,21.2,2121.2,0.5303,-0.5487
157,1.0,6.0,21.14,15.81,8736.58,7944.52,792.06,1.0997,783.3,9.98,11.1,21.13,2216.7,0.527,-0.5498
158,1.0,7.0,20.99,15.96,8744.22,7894.89,849.33,1.1076,787.9,9.97,11.06,21.14,2311.9,0.5212,-0.5538
159,1.0,6.9,20.98,16.22,8681.34,7808.59,872.75,1.1118,781.4,9.94,11.08,20.99,2405.7,0.5092,-0.5559
160,1.0,7.0,20.76,16.19,8536.92,7627.93,908.99,1.1192,782.9,9.93,11.11,20.98,2499.4,0.5064,-0.5596
161,1.0,7.0,20.66,16.29,8509.57,7586.88,922.69,1.1216,793.0,9.92,11.18,20.76,2592.1,0.5026,-0.5608
162,1.0,5.8,21.18,16.05,8502.55,7530.26,972.29,1.1291,751.6,9.93,11.26,21.18,2685.2,0.531,-0.5646
163,1.0,2.6,20.97,15.98,8833.9,7956.77,877.13,1.1102,799.7,9.91,11.12,21.18,2771.4,0.5349,-0.5551
164,1.0,2.0,21.14,15.82,8930.42,8013.71,916.72,1.1144,788.8,9.93,11.08,20.97,2864.4,0.5443,-0.5572
165,1.0,1.6,21.46,15.8,9085.19,8154.18,931.01,1.1142,777.3,9.94,11.07,21.46,2955.3,0.5361,-0.5571
166,1.0,1.1,21.09,15.87,9031.39,8031.45,999.94,1.1245,790.7,9.93,11.03,21.09,3040.4,0.5337,-0.5623
167,1.0,0.0,21.41,15.57,8979.46,7994.46,985.0,1.1232,765.1,9.94,11.06,21.4,3123.7,0.5487,-0.5616
168,1.0,0.6,21.78,15.5,9217.84,8220.4,997.44,1.1213,756.6,9.94,11.02,21.78,3203.3,0.5424,-0.5607
169,1.0,-1.0,22.49,14.57,8671.21,8125.12,546.1,1.0672,790.6,9.9,12.32,22.16,3259.0,0.5213,-0.5336
170,1.0,-2.0,20.51,16.45,8145.01,7825.0,320.02,1.0409,820.9,9.78,11.07,20.51,3259.0,0.5108,-0.5204
171,1.0,0.2,20.82,16.47,8397.79,7651.71,746.09,1.0975,786.8,9.88,11.19,20.82,0.0,0.5279,-0.5488
172,1.0,-3.0,23.95,13.35,9297.73,7909.35,1388.38,1.1755,687.2,9.72,12.56,23.95,238.8,0.5347,-0.5878
173,1.0,-3.0,23.54,13.68,8355.25,8029.47,325.78,1.0406,736.0,9.77,12.74,23.95,327.6,0.5484,-0.5203
174,1.0,-1.3,22.68,14.71,8583.1,8237.17,345.93,1.042,812.6,9.94,12.65,22.85,387.6,0.5515,-0.521
175,1.0,-4.0,23.7,13.55,8531.48,8282.2,249.28,1.0301,773.7,10.0,13.1,23.7,424.1,0.5493,-0.515
176,1.0,-4.0,22.81,14.3,8510.63,8255.55,255.08,1.0309,855.9,9.98,13.26,22.81,446.9,0.5511,-0.5154
177,1.0,-1.7,23.5,14.01,8540.09,8283.89,256.2,1.0309,804.6,9.99,13.31,23.51,473.4,0.5621,-0.5155
178,1.0,0.0,22.9,14.22,8756.52,8450.12,306.4,1.0363,873.4,9.99,13.32,22.9,491.4,0.5808,-0.5181
179,1.0,5.2,23.78,13.49,9089.49,8730.94,358.55,1.0411,831.8,9.99,13.39,23.78,512.0,0.5952,-0.5205
180,1.0,6.2,23.36,14.12,9363.37,8949.49,413.88,1.0462,911.4,9.98,13.63,23.36,513.0,0.599,-0.5231
181,1.0,6.2,23.41,13.79,9374.29,9009.72,364.57,1.0405,930.0,9.99,13.82,23.36,495.8,0.5966,-0.5202
182,1.0,9.0,23.43,13.77,9296.58,8975.34,321.23,1.0358,940.4,9.99,13.98,23.41,479.0,0.5989,-0.5179
183,1.0,9.1,23.66,13.83,9342.28,9012.33,329.95,1.0366,955.3,9.99,14.31,23.43,484.3,0.5775,-0.5183
184,1.0,9.0,23.74,13.52,9035.37,8695.89,339.49,1.039,954.9,9.99,14.72,23.66,498.3,0.5688,-0.5195
185,1.0,9.0,23.7,13.55,8908.95,8570.27,338.68,1.0395,981.4,9.99,15.05,23.74,507.6,0.5614,-0.5198
186,1.0,8.0,23.72,13.79,8810.08,8462.26,347.83,1.0411,999.2,10.0,15.33,23.7,516.1,0.5594,-0.5206
187,1.0,5.0,23.79,13.48,8823.65,8435.65,388.0,1.046,1005.9,10.0,15.49,23.72,521.3,0.5658,-0.523
188,1.0,4.2,23.87,13.41,8877.71,8535.51,342.2,1.0401,1003.2,10.0,15.45,23.79,522.5,0.5509,-0.52
189,1.0,3.4,23.45,14.01,8669.87,8309.22,360.66,1.0434,1010.4,10.0,15.31,23.45,528.5,0.5441,-0.5217
190,1.0,2.4,23.54,13.69,8461.41,8204.82,256.58,1.0313,970.4,10.0,15.17,23.45,544.0,0.5513,-0.5156
191,1.0,0.6,23.81,13.46,8571.9,8311.58,260.32,1.0313,931.3,10.0,14.98,23.54,566.4,0.5588,-0.5157
192,1.0,0.5,23.9,13.64,8684.33,8422.79,261.54,1.0311,913.7,9.99,14.78,23.81,591.0,0.5555,-0.5155
193,1.0,0.3,23.42,13.79,8643.9,8370.43,273.47,1.0327,934.0,9.99,14.55,23.43,612.4,0.5559,-0.5163
194,1.0,-1.0,23.47,13.75,8644.48,8373.49,270.99,1.0324,917.4,10.0,14.43,23.42,640.0,0.5743,-0.5162
195,1.0,0.1,23.59,13.9,8929.42,8649.02,280.4,1.0324,922.3,10.0,14.31,23.47,667.9,0.5825,-0.5162
196,1.0,-1.0,23.45,13.77,9058.75,8771.14,287.61,1.0328,942.7,10.0,14.24,23.59,695.9,0.5761,-0.5164
197,1.0,-1.0,23.17,14.01,8967.86,8672.95,294.9,1.034,953.6,10.0,14.16,23.45,723.6,0.5902,-0.517
198,1.0,-0.1,23.45,14.01,9190.33,8885.25,305.07,1.0343,939.7,10.0,14.09,23.17,755.2,0.5698,-0.5172
199,1.0,-2.0,23.25,13.94,8882.05,8576.86,305.18,1.0356,916.6,10.0,13.99,23.45,789.9,0.5393,-0.5178
200,1.0,-1.0,22.56,14.53,8432.47,8116.84,315.64,1.0389,916.1,10.0,13.79,22.56,822.5,0.5735,-0.5194
