timestamp,step,scenario_id,controller_type,outdoor_temp_c,wet_bulb_c,it_load_kw,pv_actual_kw,pv_forecast_kw,price_currency_per_mwh,demand_charge_rate,demand_charge_basis,peak_cap_kw,base_facility_kw,base_cooling_kw_th,q_chiller_kw_th,q_load_kw_th,q_ch_tes_kw_th,q_dis_tes_kw_th,u_ch,u_dis,u_signed,du_ch,du_dis,signed_du,du_signed_max,mode_index,selected_mode_q_min_kw_th,selected_mode_q_max_kw_th,mode_specific_plr,instant_chiller_cop,plant_power_kw,cold_station_power_kw,grid_import_kw,pv_spill_kw,cold_station_proxy_grid_import_kw,cold_station_proxy_pv_spill_kw,episode_peak_grid_so_far_kw,predicted_peak_grid_kw,peak_slack_kw,room_temp_c,predicted_room_temp_c,soc,predicted_soc,facility_power_kw,pue,fallback_used,z_mode_0,z_mode_1,z_mode_2
2025-07-03 00:30:00,194,attribution_7day_no_tes_direct,no_tes,32.652568574052324,28.652568574052324,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21790.984937331767,2160.0,16614.426430539217,16614.426430539217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.7552012013881463,6.889899755705505,2411.4177302479416,2411.4177302479416,20411.41773024794,0.0,2411.4177302479416,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20411.41773024794,1.1339676516804411,False,0,0,1
2025-07-03 00:45:00,195,attribution_7day_no_tes_direct,no_tes,32.333421398117615,28.333421398117615,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21768.006340664466,2160.0,16375.066048588376,16375.066048588376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.7443211840267444,6.8766441240172576,2381.2583221221353,2381.2583221221353,20381.258322122136,0.0,2381.2583221221353,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20381.258322122136,1.1322921290067853,False,0,0,1
2025-07-03 01:00:00,196,attribution_7day_no_tes_direct,no_tes,32.0,28.0,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21744.0,2160.0,16125.00000000002,16125.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.7329545454545464,6.862432173635494,2349.7500000000027,2349.7500000000027,20349.750000000004,0.0,2349.7500000000027,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20349.750000000004,1.1305416666666668,False,0,0,1
2025-07-03 01:15:00,197,attribution_7day_no_tes_direct,no_tes,31.65373214131401,27.65373214131401,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21719.068714174606,2160.0,15865.299105985761,15865.299105985761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.7211499593629892,6.847263497356913,2317.027687354206,2317.027687354206,20317.027687354206,0.0,2317.027687354206,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20317.027687354206,1.128723760408567,False,0,0,1
2025-07-03 01:30:00,198,attribution_7day_no_tes_direct,no_tes,31.296100594190538,27.296100594190538,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21693.31924278172,2160.0,15597.075445642855,15597.075445642855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.708957974801948,6.831140602091601,2283.231506151,2283.231506151,20283.231506151,0.0,2283.231506151,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20283.231506151,1.1268461947861668,False,0,0,1
2025-07-03 01:45:00,199,attribution_7day_no_tes_direct,no_tes,30.92863679181897,26.92863679181897,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21666.861849010966,2160.0,15321.477593864094,15321.477593864094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.6964307997210952,6.814069603974129,2248.506176826876,2248.506176826876,20248.506176826875,0.0,2248.506176826876,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20248.506176826875,1.1249170098237153,False,0,0,1
2025-07-03 02:00:00,200,attribution_7day_no_tes_direct,no_tes,30.552914270615126,26.552914270615126,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21639.809827484285,2160.0,15039.685702961475,15039.685702961475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.6836220774073397,6.796061000557644,2213.0003985731455,2213.0003985731455,20213.000398573146,0.0,2213.0003985731455,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20213.000398573146,1.1229444665873969,False,0,0,1
2025-07-03 02:15:00,201,attribution_7day_no_tes_direct,no_tes,30.170541932096768,26.170541932096768,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21612.279019110967,2160.0,14752.906449072612,14752.906449072612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.6705866567760278,6.777130520835395,2176.8662125831493,2176.8662125831493,20176.86621258315,0.0,2176.8662125831493,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20176.86621258315,1.1209370118101751,False,0,0,1
2025-07-03 02:30:00,202,attribution_7day_no_tes_direct,no_tes,29.78315715332031,25.78315715332031,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21584.38731503906,2160.0,14462.367864990238,14462.367864990238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.6573803574995563,6.757300051327365,2140.25835098877,2140.25835098877,20140.25835098877,0.0,2140.25835098877,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20140.25835098877,1.1189032417215983,False,0,0,1
2025-07-03 02:45:00,203,attribution_7day_no_tes_direct,no_tes,29.392418775380857,25.392418775380857,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21556.254151827423,2160.0,14169.314081535827,14169.314081535827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,0.6440597309789012,6.736598633162536,2103.3335742735144,2103.3335742735144,20103.333574273514,0.0,2103.3335742735144,0.0,20633.249999999985,0.0,0.0,26.5,26.5,0.5,0.5,20103.333574273514,1.1168518652374175,False,0,0,1
