controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,safety_override_count,temp_guard_charge_block_count,actual_vs_predicted_chiller_power_mae_kw,tes_use_response_count,tes_source_response_count
io_coupled_mpc,2880,17376,2024-07-01 00:00:00,2024-07-30 23:45:00,0,436.3992758000386,0,7112401.965692064,6725677.005692065,616057.5587494534,10697.430547055332,10677.276659766672,844504.3123701353,502532.6461982968,0.0,0.6829118358208276,0.16129064331864254,25.360830202959384,33.413258670639614,27.0,536.9610487816901,False,0,0,0,554,485,656.9945147180537,303,2035
