case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_final,soc_delta,soc_min,soc_max,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,max_signed_du,signed_valve_violation_count,grid_balance_violation_count
cap_0p95_mpc_no_tes,mpc_no_tes,96,19273.792697813155,19273.792697813155,322.37122781315486,434029.14,7115.040000000001,5085.9,0.0,18320.176799999997,855.4406400000007,17740.78786276044,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.013364399987040088,0.013364399987040088,optimal_relaxed_modes,0.0,0,0
