step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
10,8650,2024-04-01 02:30:00,0.2707036898349045,10.557149333179959,-0.7711189749002842,0.45,0.0,0.0,1.0,1.0,0.0,-1775.464534547817,10.260237342974593,25.18622001608455,7.175,6.721333373615715,2541.5243580595725,8662.694870330059,10822.301356451384,10822.301356451384,0.0,10822.301356451384,78.46168483427253,0.029,-0.7711189749002842
11,8651,2024-04-01 02:45:00,0.3179455428060059,10.305350256843989,-0.771139641939157,0.45,0.0,0.0,1.0,1.0,0.0,-1689.2188863820074,10.001674593638565,25.174813779506042,7.0,6.549457974769758,2541.5243580595725,8561.720508283355,10822.065869118158,10822.065869118162,0.0,10822.065869118158,78.45997755110665,0.029,-0.771139641939157
12,8652,2024-04-01 03:00:00,0.3509691895127579,10.129334219897,0.1665894910409764,0.45,0.0,1.0,1.0,0.0,2060.734060065971,-10.280118125210818,10.42977255865831,28.66815123408983,6.95,6.519034682698022,0.0,0.0,7042.936193214747,7042.936193214747,0.0,7042.936193214747,51.06128740080692,0.029,0.1665894910409764
13,8653,2024-04-01 03:15:00,0.2982724380797714,10.410207905034818,-0.7711707268441672,0.45,0.0,1.0,1.0,0.0,1326.9163853372595,-3.9666282167344558,10.664886422662498,28.962330049909223,6.9,6.4885401579375666,0.0,0.0,7111.942969173114,7111.942969173112,0.0,7111.942969173114,51.56158652650508,0.029,-0.7711707268441672
14,8654,2024-04-01 03:30:00,0.256733724477036,10.631609248537398,-0.7711840039458985,0.45,0.0,0.0,1.0,1.0,0.0,-1832.6176128513544,10.404876554626636,25.27922219106066,6.85,6.457976908304985,2541.5243580595725,8745.222327595566,10862.578163424247,10862.578163424247,0.0,10862.578163424247,78.7536916848258,0.029,-0.7711840039458985
15,8655,2024-04-01 03:45:00,0.2959875539942232,10.42238633721079,-0.7711960279659171,0.45,0.0,0.0,1.0,1.0,0.0,-1713.7697676289092,10.135837197253151,25.18590169774291,6.8,6.427340341258614,2541.5243580595725,8600.315978370785,10822.271793950606,10822.271793950606,0.0,10822.271793950606,78.4614705061419,0.029,-0.7711960279659171
16,8656,2024-04-01 04:00:00,0.3415805566124176,10.179375633255814,-0.15923773267299515,0.45,0.0,0.0,1.0,1.0,0.0,-1630.5295985187295,9.886298234885537,25.174717410676532,6.8,6.427340341258614,2541.5243580595725,8502.823484112012,10822.051600492403,10822.051600492405,0.0,10822.051600492403,78.45987410356993,0.029,-0.15923773267299515
17,8657,2024-04-01 04:15:00,0.3734516717173453,10.00950258974655,0.9470330510126682,0.45,0.0,1.0,1.0,0.0,2084.039300081212,-10.429426010695344,10.318743169236345,28.56186248323858,6.8,6.427340341258614,0.0,0.0,7042.431219748335,7042.431219748335,0.0,7042.431219748335,51.05762634317543,0.029,0.9470330510126682
18,8658,2024-04-01 04:30:00,0.3191446521771384,10.298959003895853,-0.7712188982110858,0.45,0.0,1.0,1.0,0.0,1390.5518261103057,-4.421204914246135,10.56216503694163,28.858687483742557,6.8,6.427340341258614,0.0,0.0,7108.925569888241,7108.925569888241,0.0,7108.925569888241,51.53971038168975,0.029,-0.7712188982110858
19,8659,2024-04-01 04:45:00,0.27630276119928976,10.527306282807785,-0.7712238495274929,0.45,0.0,0.0,1.0,1.0,0.0,-1785.3851759549848,10.30887059104916,25.27578174101901,6.8,6.427340341258614,2541.5243580595725,8696.512342419654,10861.49496579905,10861.494965799053,0.0,10861.49496579905,78.74583850204311,0.029,-0.7712238495274929
20,8660,2024-04-01 05:00:00,0.3140849655699016,10.325927133512424,-0.77121893807382,0.45,0.0,0.0,1.0,1.0,0.0,-1669.6076378053033,10.046795093569784,25.185107160802733,7.074999999999999,6.641711974110561,2541.5243580595725,8555.482316440552,10822.269573808202,10822.2695738082,0.0,10822.269573808202,78.46145441010947,0.029,-0.77121893807382
21,8661,2024-04-01 05:15:00,0.3584978242036517,10.089206596994536,0.42794520327274527,0.45,0.0,1.0,1.0,0.0,2421.4626155719466,-12.83727864794843,10.505958042575424,28.733039234561186,7.35,6.854820052190048,0.0,0.0,7029.174949340868,7029.174949340867,0.0,7029.174949340868,50.961518382721295,0.029,0.42794520327274527
