controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
sampling,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1122.8713396000094,0,84831553.6587362,83045715.68373619,3591610.523980225,10859.290729797003,10859.290729797003,0.0,1.0,1.0,24.493533751439877,32.772048799578094,0,0,0,5325,5792
