scenario_id,controller_type,closed_loop_steps,dt_hours,total_cost,energy_cost,demand_charge_cost,cold_station_proxy_total_cost,cold_station_proxy_energy_cost,cold_station_proxy_grid_import_kwh,cold_station_proxy_pv_spill_kwh,grid_import_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_step_count,pv_actual_kwh,pv_used_kwh,pv_spill_kwh,pv_spill_reduction_vs_no_tes,tes_charge_during_pv_surplus_kwh_th,soc_headroom_before_pv_hours,pv_self_consumption_ratio,pv_load_coverage_ratio,it_energy_kwh,facility_energy_kwh,cold_station_energy_kwh,pue_avg,pue_p95,temp_violation_count,temp_violation_degree_hours,max_temp_c,soc_min,soc_max,soc_violation_count,initial_soc,final_soc_after_last_update,soc_delta,soc_inventory_delta_kwh_th,tes_charge_kwh_th,tes_discharge_kwh_th,tes_equivalent_cycles,tes_charge_weighted_avg_price,tes_discharge_weighted_avg_price,tes_arbitrage_price_spread,charge_steps,discharge_steps,idle_steps,charge_discharge_switch_count,first_discharge_step,first_discharge_timestamp,avg_chiller_plr,avg_mode_specific_plr,weighted_avg_chiller_cop,time_in_high_plr_region,low_plr_hours,high_plr_hours,time_in_each_mode,mode_switch_count,max_signed_du,signed_valve_violation_count,physical_consistency_violation_count,max_chiller_supply_deficit_kw_th,max_signed_valve_du,tes_discharge_during_peak_cap_violation_kwh_th,dr_event_count,dr_requested_reduction_kwh,dr_served_reduction_kwh,dr_response_rate_avg,dr_revenue_cny,solve_time_avg_s,solve_time_p95_s,optimal_rate,feasible_rate,fallback_count,has_nan,run_dir,peak_cap_reference_source,peak_cap_reference_kw
tou_screen_g0p5_cp0_mild_mpc_no_tes,mpc_no_tes,96,0.25,39451.23292530335,39451.23292530335,0.0,1061.4609842138316,1061.4609842138316,14823.995134630808,9791.586236833587,437032.4088977972,21049.2,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8016863519371612,432000.0,457376.0088977972,25376.008897797223,1.0587407613374935,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.8805109481536743,0.8805109481536743,7.022946636308673,9.25,0.0,9.25,"{'-1': 14.5, '0': 0.5, '2': 9.0}",6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0831373343762607,0.265959374999511,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g0p5_cp0_mild_mpc_no_tes,,
tou_screen_g0p5_cp0_mild_mpc_tes,mpc,96,0.25,39423.96452490255,39423.96452490255,0.0,1137.4027806559563,1137.4027806559563,15448.46990597239,11002.859999999911,436445.6099059725,20842.62,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8206635095335815,432000.0,456789.2099059725,24789.20990597248,1.0573824303378991,1.1716666666666666,0,0.0,26.99999999999999,0.1500000000000005,0.5,0,0.5,0.1535676476201207,-0.3464323523798792,-6235.782342837826,192.4738808759363,5550.832216975054,0.3083795676097252,66.54318745326769,150.96852417028754,84.42533671701985,9,14,73,2,74.0,2025-07-01 18:30:00,0.9073061185723552,0.9073061185723552,7.045663354647632,8.75,0.0,8.75,"{'-1': 15.25, '2': 8.75}",7,0.1000000000001685,0,0,0.0,0.1000000000001685,0.0,0,0.0,0.0,0.0,0.0,0.12068363749889,0.3463453999938792,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g0p5_cp0_mild_mpc_tes,,
tou_screen_g0p5_cp0p2_hot_mpc_no_tes,mpc_no_tes,96,0.25,41940.58403683943,41940.58403683943,0.0,2586.4576269628114,2586.4576269628114,31553.01136515243,6449.629370101949,457103.38199505047,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4476336845033091,432000.0,477446.9819950505,45446.98199505048,1.105201347210765,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9262347281213602,0.9262347281213602,7.061862398893821,15.75,0.0,15.75,"{'-1': 8.25, '2': 15.75}",5,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0536287822918287,0.1649100500071654,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g0p5_cp0p2_hot_mpc_no_tes,,
tou_screen_g0p5_cp0p2_hot_mpc_tes,mpc,96,0.25,41785.10321919364,41785.10321919364,0.0,2454.189613692268,2454.189613692268,30685.373750185838,6559.08,456126.29375018587,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4574690489318964,432000.0,476469.89375018585,44469.89375018583,1.102939568866171,1.1716666666666666,0,0.0,27.0,0.15,0.5213809637119869,0,0.5,0.1558749999999999,-0.344125,-6194.25,685.0531914893597,5927.292433713616,0.3292940240952008,58.87704833290252,149.75488100179967,90.87783266889716,12,14,70,2,75.0,2025-07-01 18:45:00,0.9547833994753688,0.9547833994753688,7.085209683586326,14.75,0.0,14.75,"{'-1': 9.0, '2': 15.0}",7,0.1000000000000001,0,0,0.0,0.1000000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0934525770827955,0.323149324998667,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g0p5_cp0p2_hot_mpc_tes,,
tou_screen_g0p5_cp0p2_mild_mpc_no_tes,mpc_no_tes,96,0.25,40036.5359677845,40036.5359677845,0.0,1077.4037553077867,1077.4037553077867,15758.48147085588,10290.36,437468.1214708559,20842.62,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.7881535535307104,432000.0,457811.7214708559,25811.72147085588,1.0597493552566108,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9302375676009466,0.9302375676009466,7.062812343323638,9.25,0.0,9.25,"{'-1': 14.75, '0': 0.5, '2': 8.75}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0712284458345493,0.2414994250066229,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g0p5_cp0p2_mild_mpc_no_tes,,
tou_screen_g0p5_cp0p2_mild_mpc_tes,mpc,96,0.25,39962.22759118636,39962.22759118636,0.0,1030.2834089288212,1030.2834089288212,15086.693753222457,10608.419999999998,436478.2737532224,21049.200000000004,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8195835738371253,432000.0,456821.87375322246,24821.87375322245,1.0574580410954224,1.1716666666666666,0,0.0,26.999999999999982,0.1500000000000005,0.5,0,0.5,0.1467861734908186,-0.3532138265091814,-6357.848877165266,191.003552334902,5661.624432826865,0.3145346907126036,66.39740720932716,149.68430399994062,83.28689679061347,8,15,73,3,74.0,2025-07-01 18:30:00,0.908652803678518,0.908652803678518,7.046835643719549,8.75,0.0,8.75,"{'-1': 15.25, '2': 8.75}",6,0.1000000000005238,0,0,0.0,0.1000000000005238,0.0,0,0.0,0.0,0.0,0.0,0.1029851937494944,0.3132539249963884,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g0p5_cp0p2_mild_mpc_tes,,
tou_screen_g1_cp0_hot_mpc_no_tes,mpc_no_tes,96,0.25,41445.991067822186,41445.991067822186,0.0,2288.4301078221906,2288.4301078221906,31376.57732698157,6455.04,456921.5373269816,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.449431973508531,432000.0,477265.1373269815,45265.13732698157,1.104780410479124,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9739090266229332,0.9739090266229332,7.100165773582983,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0305220145834634,0.0727807750008651,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0_hot_mpc_no_tes,,
tou_screen_g1_cp0_hot_mpc_tes,mpc,96,0.25,41369.67819571352,41369.67819571352,0.0,2220.7525557135223,2220.7525557135223,30646.945999352,6559.08,456087.865999352,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4578647033680296,432000.0,476431.465999352,44431.465999352,1.1028506157392408,1.1716666666666666,0,0.0,27.0,0.15,0.5388947006618917,0,0.5,0.1558749999999999,-0.344125,-6194.25,1022.5531914893578,6212.385505126613,0.3451325280625896,35.47191011235952,191.8891593485351,156.41724923617556,14,15,67,2,74.0,2025-07-01 18:30:00,0.9538592111436268,0.9538592111436268,7.0844734153491045,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.1000000000000018,0,0,0.0,0.1000000000000018,0.0,0,0.0,0.0,0.0,0.0,0.0471135979175111,0.0850900750047003,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0_hot_mpc_tes,,
tou_screen_g1_cp0_mild_mpc_no_tes,mpc_no_tes,96,0.25,39761.757086815735,39761.757086815735,0.0,886.9228468157357,886.9228468157357,14816.466106213684,9794.16,437022.30610621365,21049.2,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.802005649426282,432000.0,457365.9061062137,25365.906106213683,1.058717375245865,1.1716666666666666,0,1.7763568394002505e-15,27.000000000000007,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.8745527126950463,0.8745527126950463,7.0161687222301,9.25,0.0,9.25,"{'-1': 14.75, '2': 9.25}",6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0648498927077222,0.2155943249999836,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0_mild_mpc_no_tes,,
tou_screen_g1_cp0_mild_mpc_tes,mpc,96,0.25,39678.44736952336,39678.44736952336,0.0,949.9153070377488,949.9153070377488,15304.890928165649,11563.472982101091,435741.41794606455,21084.842663426625,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8446578717755989,432000.0,456085.0179460645,24085.01794606456,1.055752356356631,1.1716666666666666,0,0.0,26.9999999999956,0.1499999999897367,0.5117579749876119,0,0.5,0.1500070499009134,-0.3499929500990866,-6299.873101783559,489.6955203883559,5861.100823919936,0.3256167124399964,41.88077858133948,190.37611005057488,148.4953314692354,7,17,72,3,74.0,2025-07-01 18:30:00,0.971366249371598,0.971366249371598,7.098207702076296,8.0,0.0,8.0,"{'-1': 16.0, '2': 8.0}",8,0.1000000000006301,0,0,0.0,0.1000000000006301,0.0,0,0.0,0.0,0.0,0.0,0.1407687197923527,0.4163690999994287,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0_mild_mpc_tes,,
tou_screen_g1_cp0p2_hot_mpc_no_tes,mpc_no_tes,96,0.25,42039.62708382219,42039.62708382219,0.0,2322.05745822219,2322.05745822219,31376.577326981555,6455.04,456921.5373269816,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4494319735085311,432000.0,477265.1373269815,45265.13732698155,1.104780410479124,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9739090266229328,0.9739090266229328,7.100165773582983,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0335366250001243,0.0767208249963005,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0p2_hot_mpc_no_tes,,
tou_screen_g1_cp0p2_hot_mpc_tes,mpc,96,0.25,41924.891898504735,41924.891898504735,0.0,2207.322272904736,2207.322272904736,30681.75214968688,6455.04,456226.7121496869,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.456438355910032,432000.0,476570.31214968686,44570.31214968687,1.1031720188650158,1.1716666666666666,0,0.0,27.0,0.1499999999999998,0.5350889721319829,0,0.5,0.1558749999999999,-0.344125,-6194.25,910.0531914893623,6116.219448485464,0.3397899693603036,36.27196212519742,191.93134011941396,155.65937799421653,13,14,69,2,74.0,2025-07-01 18:30:00,0.957198464398434,0.957198464398434,7.087127686937287,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.1000000000000012,0,0,0.0,0.1000000000000012,0.0,0,0.0,0.0,0.0,0.0,0.059954911458135,0.2141703249981219,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0p2_hot_mpc_tes,,
tou_screen_g1_cp0p2_mild_mpc_no_tes,mpc_no_tes,96,0.25,40205.28141546773,40205.28141546773,0.0,852.3680994677266,852.3680994677266,15556.492041779838,10184.34,437372.15204177983,20842.62,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.7910948887261078,432000.0,457715.7520417798,25715.75204177984,1.0595272038004162,1.1716666666666666,0,1.7763568394002505e-15,27.000000000000007,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9160554770634856,0.9160554770634856,7.05322497136726,8.75,0.0,8.75,"{'-1': 15.0, '2': 9.0}",6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0576437729168901,0.2161090750014409,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0p2_mild_mpc_no_tes,,
tou_screen_g1_cp0p2_mild_mpc_tes,mpc,96,0.25,40154.65207380895,40154.65207380895,0.0,806.1419742089386,806.1419742089386,14791.22391502255,10337.55,436453.6739150225,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8203966318924899,432000.0,456797.2739150225,24797.273915022557,1.057401097025515,1.1716666666666666,0,9.14823772291129e-14,27.00000000000037,0.1482901734809273,0.5,0,0.5,0.1500114327154294,-0.3499885672845706,-6299.794211122271,327.48347527658365,5726.997869082652,0.3181665482823695,64.44944567090226,189.7310062485596,125.28156057765736,4,17,75,3,74.0,2025-07-01 18:30:00,0.9186016480288018,0.9186016480288018,7.052514196076851,9.0,0.0,9.0,"{'-1': 15.0, '0': 0.5, '2': 8.5}",9,0.1000000000006593,0,0,0.0,0.1000000000006593,0.0,0,0.0,0.0,0.0,0.0,0.1349844906255081,0.4165404499944998,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1_cp0p2_mild_mpc_tes,,
tou_screen_g1p5_cp0_hot_mpc_no_tes,mpc_no_tes,96,0.25,41693.3301224876,41693.3301224876,0.0,1918.6784081077933,1918.6784081077933,31890.05675847873,6482.266828335723,457407.78993014304,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4446553433909283,432000.0,477751.389930143,45751.38993014301,1.1059059952086645,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9501091544510312,0.9501091544510312,7.081472763177077,15.5,0.0,15.5,"{'-1': 8.5, '2': 15.5}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0343012875000567,0.0766181500039238,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0_hot_mpc_no_tes,,
tou_screen_g1p5_cp0_hot_mpc_tes,mpc,96,0.25,41742.25214589649,41742.25214589649,0.0,1967.0483253348484,1967.0483253348484,30662.420712022074,6475.41,456187.0107120221,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4568452952860081,432000.0,476530.61071202205,44530.61071202207,1.10308011738894,1.1716666666666666,0,0.0,27.0,0.15,0.5038087536206113,0,0.5,0.1558749999999999,-0.344125,-6194.25,348.9893617021255,5646.777816403118,0.3137098786890621,32.34631978503099,233.2981842110417,200.9518644260107,10,14,72,2,74.0,2025-07-01 18:30:00,0.9562436438677748,0.9562436438677748,7.086370418701058,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.1000000000009089,0,0,0.0,0.1000000000009089,0.0,0,0.0,0.0,0.0,0.0,0.0465739614577008,0.1676011249946896,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0_hot_mpc_tes,,
tou_screen_g1p5_cp0_mild_mpc_no_tes,mpc_no_tes,96,0.25,39985.65432254283,39985.65432254283,0.0,747.6219126935148,747.6219126935148,18813.4797068054,13059.63,437753.8497068054,21090.000000000025,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.7795244450531511,432000.0,458097.4497068054,26097.4497068054,1.0604107632101978,1.1716666666666666,0,1.7763568394002505e-15,27.000000000000007,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.876298690165011,0.876298690165011,7.017790178813083,9.5,0.0,9.5,"{'-1': 14.5, '2': 9.5}",8,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0638919895826196,0.2420294750045286,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0_mild_mpc_no_tes,,
tou_screen_g1p5_cp0_mild_mpc_tes,mpc,96,0.25,39907.16440781293,39907.16440781293,0.0,704.9175388745717,704.9175388745717,18436.75873772626,13504.065,436932.6937377263,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8048490103450593,432000.0,457276.2937377263,25276.293737726257,1.0585099392076998,1.1716666666666666,0,4.973799150320701e-14,27.0000000000002,0.1500000000004073,0.5,0,0.5,0.1499999999999999,-0.35,-6300.000000000001,236.4994266258712,5646.674209661447,0.3137041227589693,9.43310693036402,233.2728184130679,223.83971148270388,6,14,76,2,74.0,2025-07-01 18:30:00,0.871057826829151,0.871057826829151,7.012905831805615,9.25,0.0,9.25,"{'-1': 14.75, '2': 9.25}",12,0.1000000000004332,0,0,0.0,0.1000000000004332,0.0,0,0.0,0.0,0.0,0.0,0.1624155749993102,0.4649964499949419,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0_mild_mpc_tes,,
tou_screen_g1p5_cp0p2_hot_mpc_no_tes,mpc_no_tes,96,0.25,42157.752293728656,42157.752293728656,0.0,1922.330390975224,1922.330390975224,31950.640730391373,6475.41,457475.23073039134,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4440008545767232,432000.0,477818.8307303914,45818.830730391375,1.1060621081722022,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9516787862587014,0.9516787862587014,7.082731290629887,15.5,0.0,15.5,"{'-1': 8.5, '2': 15.5}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0365419291679245,0.0832216499948117,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0p2_hot_mpc_no_tes,,
tou_screen_g1p5_cp0p2_hot_mpc_tes,mpc,96,0.25,42159.35028309763,42159.35028309763,0.0,1933.635625889408,1933.635625889408,30918.634948123658,6579.45,456339.1849481237,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4552894369412907,432000.0,476682.7849481236,44682.784948123655,1.103432372565101,1.1716666666666666,0,0.0,27.0,0.15,0.5,0,0.5,0.1558749999999999,-0.344125,-6194.25,235.05319148936007,5548.607104937478,0.3082559502743043,44.75745333816899,231.15651847293933,186.39906513477035,8,15,73,2,74.0,2025-07-01 18:30:00,0.959903437905812,0.959903437905812,7.0892656954279625,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.1000000000000008,0,0,0.0,0.1000000000000008,0.0,0,0.0,0.0,0.0,0.0,0.0535689333328264,0.1918340249976609,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0p2_hot_mpc_tes,,
tou_screen_g1p5_cp0p2_mild_mpc_no_tes,mpc_no_tes,96,0.25,40426.07901239196,40426.07901239196,0.0,577.0922370823646,577.0922370823646,16705.3275402106,10608.419999999998,438096.9075402106,21090.000000000025,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.7694103439225418,432000.0,458440.5075402106,26440.5075402106,1.0612048785653023,1.1716666666666666,0,2.664535259100376e-15,27.00000000000001,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.8391236486367462,0.8391236486367462,6.981984079516415,10.0,0.0,10.0,"{'-1': 14.0, '2': 10.0}",6,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0638859333351623,0.2038586250018852,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0p2_mild_mpc_no_tes,,
tou_screen_g1p5_cp0p2_mild_mpc_tes,mpc,96,0.25,40358.46392781904,40358.46392781904,0.0,634.7614315532824,634.7614315532824,17486.229092188136,12197.505,437288.7240921882,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.7936697400841634,432000.0,457632.32409218815,25632.324092188137,1.0593340835467318,1.1716666666666666,0,0.0,27.0,0.1567851455792651,0.5,0,0.5,0.1500000000000001,-0.3499999999999998,-6299.999999999997,112.5,5530.637643511629,0.3072576468617571,5.799999999999999,136.19941091802562,130.3994109180256,1,26,69,1,65.0,2025-07-01 16:15:00,0.8586361392947572,0.8586361392947572,7.001119073993609,9.5,0.0,9.5,"{'-1': 14.5, '2': 9.5}",13,0.1,0,0,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.163718549999885,0.6938625250040786,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g1p5_cp0p2_mild_mpc_tes,,
tou_screen_g2_cp0_hot_mpc_no_tes,mpc_no_tes,96,0.25,46176.17961672793,46176.17961672793,0.0,2030.06365321647,2030.06365321647,31890.05675847873,6482.266828335723,457407.78993014304,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4446553433909283,432000.0,477751.389930143,45751.38993014301,1.1059059952086645,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.9501091544510312,0.9501091544510312,7.081472763177077,15.5,0.0,15.5,"{'-1': 8.5, '2': 15.5}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0337527239588174,0.0812177500120014,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g2_cp0_hot_mpc_no_tes,,
tou_screen_g2_cp0_hot_mpc_tes,mpc,96,0.25,46232.010782289486,46232.010782289486,0.0,2085.3597231662043,2085.3597231662043,30662.42071202207,6475.41,456187.0107120221,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4568452952860081,432000.0,476530.61071202205,44530.61071202207,1.10308011738894,1.1716666666666666,0,0.0,27.0,0.15,0.5038087536206113,0,0.5,0.1558749999999999,-0.344125,-6194.25,348.9893617021255,5646.777816403121,0.3137098786890622,31.464930379389937,274.46850690148534,243.0035765220954,10,14,72,2,74.0,2025-07-01 18:30:00,0.9562436438677748,0.9562436438677748,7.086370418701058,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.1000000000029826,0,0,0.0,0.1000000000029826,0.0,0,0.0,0.0,0.0,0.0,0.0463842781255152,0.1740528500013169,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g2_cp0_hot_mpc_tes,,
tou_screen_g2_cp0_mild_mpc_no_tes,mpc_no_tes,96,0.25,44350.53503227922,44350.53503227922,0.0,726.7255145805984,726.7255145805984,18817.36454737599,13059.63,437757.734547376,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.7794084230855994,432000.0,458101.334547376,26101.33454737599,1.0604197558967037,1.1716666666666666,0,1.7763568394002505e-15,27.000000000000007,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.8800264988230893,0.8800264988230893,7.015190330928392,10.0,0.0,10.0,"{'-1': 14.0, '0': 0.75, '2': 9.25}",8,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0653846531261782,0.200833099996089,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g2_cp0_mild_mpc_no_tes,,
tou_screen_g2_cp0_mild_mpc_tes,mpc,96,0.25,44274.10437178622,44274.10437178622,0.0,684.977830909515,684.977830909515,18435.663560321493,13504.065,436931.5985603215,21040.24035310644,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.8048838845498365,432000.0,457275.1985603215,25275.198560321493,1.058507404074818,1.1716666666666666,0,8.970602038971266e-14,27.00000000000036,0.1500000000007372,0.5,0,0.5,0.1499999999999999,-0.3500000000000001,-6300.000000000002,236.4994266195632,5646.67420965598,0.3137041227586655,9.312480718046192,274.43589373268435,265.1234130146382,6,14,76,2,74.0,2025-07-01 18:30:00,0.871015114867653,0.871015114867653,7.0128658120149225,9.25,0.0,9.25,"{'-1': 14.75, '2': 9.25}",12,0.1000000000004259,0,0,0.0,0.1000000000004259,0.0,0,0.0,0.0,0.0,0.0,0.1380313729176426,0.3600132999963534,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g2_cp0_mild_mpc_tes,,
tou_screen_g2_cp0p2_hot_mpc_no_tes,mpc_no_tes,96,0.25,46621.048737323945,46621.048737323945,0.0,2032.0415138171,2032.0415138171,32017.31743768128,6475.41,457541.9074376813,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.443355672324848,432000.0,477885.5074376813,45885.50743768128,1.10621645240204,1.1716666666666666,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,96,0,,,0.953230634401184,0.953230634401184,7.083971922338832,15.25,0.0,15.25,"{'-1': 8.5, '2': 15.5}",7,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0355540541668233,0.0791549249988747,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g2_cp0p2_hot_mpc_no_tes,,
tou_screen_g2_cp0p2_hot_mpc_tes,mpc,96,0.25,46620.53393633368,46620.53393633368,0.0,2040.924232717236,2040.924232717236,30917.34032678485,6579.45,456337.89032678487,21090.0,0.0,0,20343.6,20343.6,0.0,,0.0,0.0,1.0,0.4553026286995799,432000.0,476681.4903267848,44681.49032678486,1.1034293757564464,1.1716666666666666,0,0.0,27.0,0.15,0.5037999499301742,0,0.5,0.1558749999999999,-0.344125,-6194.25,347.55319148936064,5643.42041076756,0.3135233561537533,31.272478206724628,271.5637241896083,240.29124598288368,9,15,72,2,74.0,2025-07-01 18:30:00,0.959872302231478,0.959872302231478,7.089241147055103,15.0,0.0,15.0,"{'-1': 9.0, '2': 15.0}",7,0.1000000000000004,0,0,0.0,0.1000000000000004,0.0,0,0.0,0.0,0.0,0.0,0.0530256687502515,0.2017653750008321,1.0,1.0,0,False,runs\china_tou_dr_pilot_20260506\tou_screen_g2_cp0p2_hot_mpc_tes,,
