timestamp,step,controller_mode,soc,soc_after_update,room_temp_c,outdoor_temp_c,it_load_kw,pv_actual_kw,price_cny_per_kwh,q_ch_tes_kw_th,q_dis_tes_kw_th,q_chiller_kw_th,q_load_kw_th,plant_power_kw,grid_import_kw,pv_spill_kw,step_cost,u_ch,u_dis,u_signed,mode_index,fallback,solver_status
2025-07-01 00:00:00,0,no_tes,0.5,0.5,24.0,33.242640687119284,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 00:15:00,1,no_tes,0.5,0.5,24.00462132034356,32.95607489060041,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 00:30:00,2,no_tes,0.5,0.5,24.009097047128687,32.652568574052324,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 00:45:00,3,no_tes,0.5,0.5,24.01341878289215,32.333421398117615,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 01:00:00,4,no_tes,0.5,0.5,24.017578784199763,32.0,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 01:15:00,5,no_tes,0.5,0.5,24.021569994807663,31.65373214131401,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 01:30:00,6,no_tes,0.5,0.5,24.025386075880917,31.296100594190538,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 01:45:00,7,no_tes,0.5,0.5,24.029021433140073,30.92863679181897,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 02:00:00,8,no_tes,0.5,0.5,24.03247124081941,30.552914270615126,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
2025-07-01 02:15:00,9,no_tes,0.5,0.5,24.035731462334308,30.170541932096768,18000.0,0.0,0.029,0.0,0.0,2160.0,2160.0,415.38461538461536,18415.384615384617,0.0,133.5115384615385,0.0,0.0,0.0,0,0,optimal
