closed_loop_steps,controller_mode,total_cost,energy_cost,grid_import_kwh,peak_grid_kw,pv_actual_kwh,pv_spill_kwh,pv_used_kwh,facility_energy_kwh,cold_station_energy_kwh,it_energy_kwh,pue_avg,initial_soc,final_soc_after_last_update,soc_delta,soc_inventory_delta_kwh_th,soc_min,soc_max,soc_violation_count,tes_charge_kwh_th,tes_discharge_kwh_th,tes_charge_weighted_avg_price,tes_discharge_weighted_avg_price,tes_arbitrage_price_spread,charge_steps,discharge_steps,idle_steps,charge_discharge_switch_count,simultaneous_charge_discharge_count,physical_consistency_violation_count,max_chiller_supply_deficit_kw_th,optimal_rate,feasible_rate,fallback_count,unsupported_advanced_features,case_id,config_path
96,no_tes,39148.82434153847,39148.82434153847,421625.63076923083,18415.384615384617,20343.6,0.0,20343.6,441969.2307692308,9969.230769230768,432000.0,1.0230769230769232,0.5,0.5,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0,96,0,0,0,0.0,1.0,1.0,0,true,rebuild_no_tes_24h,mpc_v2/config/base.yaml
