case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_final,soc_delta,soc_min,soc_max,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,max_signed_du,signed_valve_violation_count,grid_balance_violation_count
base_cp20_paper_like_mpc_tes,paper_like_mpc_tes,96,20508.622601368803,20508.622601368803,211.05353216879965,434191.80800582067,7277.7080058206775,5085.9,0.0,18950.88618276389,0.0,0.0,0.5,0.5,0.0,0.14999999999999977,0.5,34710.55381791451,34505.25218441707,0.029,0.058528556405131826,0.029528556405131825,0.12347599997883663,0.12347599997883663,optimal,1.5184000000000002,47,0
