timestamp,step,solve_status,objective_value,solve_time_s,mip_gap,mode_index,predicted_peak_grid_kw,episode_peak_grid_so_far_kw
2025-07-01 00:00:00,0,optimal,13167.287598648874,0.0373840999964159,0.0004185721598189524,-1,21090.0,18000.0
2025-07-01 00:15:00,1,optimal,13162.92207469983,0.07376899999508169,0.00021404571498067357,-1,20397.0,18000.0
2025-07-01 00:30:00,2,optimal,13160.7287251953,0.06904989999020472,0.0001689089625378376,-1,20842.62,18000.0
2025-07-01 00:45:00,3,optimal,13170.162926181423,0.03512070000579115,0.0010007022379642837,-1,21090.0,18000.0
2025-07-01 01:00:00,4,optimal,13156.67754688655,0.03857820000848733,8.633869128006299e-05,-1,21049.2,18000.0
2025-07-01 01:15:00,5,optimal,13429.847494838536,0.038874300007591955,4.851989152906341e-05,-1,21090.0,18000.0
2025-07-01 01:30:00,6,optimal,13703.151865871901,0.036780099995667115,1.5655887002134782e-05,-1,21090.0,18000.0
2025-07-01 01:45:00,7,optimal,13977.067513871414,0.03555719999712892,2.0663942893697563e-05,-1,21090.0,18000.0
2025-07-01 02:00:00,8,optimal,14257.774321858591,0.036277399995015,0.0004939541840978191,-1,21090.0,18000.0
2025-07-01 02:15:00,9,optimal,14549.558364125285,0.03664990000834223,0.00030257247700709965,-1,21090.0,18000.0
2025-07-01 02:30:00,10,optimal,14840.767263206855,0.22244209999917075,6.611868612121679e-05,-1,21090.0,18000.0
2025-07-01 02:45:00,11,optimal,15135.911448421948,0.036146799990092404,8.592409435707207e-05,2,21090.0,20397.0
2025-07-01 03:00:00,12,optimal,15421.576352632934,0.03505089999816846,3.0369617610225898e-05,2,21090.0,20397.0
2025-07-01 03:15:00,13,optimal,15732.363111063818,0.028752400001394562,0.0,2,21090.0,21090.0
2025-07-01 03:30:00,14,optimal,16073.826834396341,0.23451660000137053,0.00019249533286115042,2,21090.0,21090.0
2025-07-01 03:45:00,15,optimal,16416.511718110356,0.24442220000491943,0.00031706653619588046,2,21090.0,21090.0
2025-07-01 04:00:00,16,optimal,16757.649342827768,0.25012889999197796,0.00031765526445296687,2,21090.0,21090.0
2025-07-01 04:15:00,17,optimal,17179.42963120795,0.038807599994470365,0.0011831600195287334,2,21090.0,21090.0
2025-07-01 04:30:00,18,optimal,17574.75456198593,0.07116880000103265,0.0004431944338522874,2,21090.0,21090.0
2025-07-01 04:45:00,19,optimal,17977.53452671167,0.0379226000077324,9.065060422058502e-05,2,21090.0,21090.0
2025-07-01 05:00:00,20,optimal,18388.27776564593,0.035066399999777786,0.00012768214600039293,2,21049.2,21090.0
2025-07-01 05:15:00,21,optimal,19414.87763400809,0.035860000003594905,0.000519195116578049,2,21049.2,21090.0
2025-07-01 05:30:00,22,optimal,20428.51304049406,0.28595999999379274,0.00017992231925647366,2,21049.2,21090.0
2025-07-01 05:45:00,23,optimal,21450.40594194361,0.26175280001189094,0.00020998323461676364,2,21049.2,21090.0
2025-07-01 06:00:00,24,optimal,22473.465104337232,0.32595539999601897,0.0002449383449124547,2,20842.62,21090.0
2025-07-01 06:15:00,25,optimal,23515.833732171428,0.03651469999749679,0.00037998973865022455,2,20842.62,21090.0
