controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,safety_override_count,temp_guard_charge_block_count,actual_vs_predicted_chiller_power_mae_kw,tes_use_response_count,tes_source_response_count
no_mpc,2880,8640,2024-04-01 00:00:00,2024-04-30 23:45:00,0,296.8395007000072,0,7258566.220001824,6440340.940001824,556585.8751617505,10346.166940958932,10344.726891158141,0.0,0.0,0.0,0.009558104850363689,0.0,25.147568967039515,29.126767640182933,27.0,386.1742146448858,False,0,0,0,0,0,2068.817696497194,0,0
