case_id,controller,steps,cost_total,energy_cost,whole_facility_energy_cost,plant_energy_cost,peak_slack_penalty_cost,objective_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,peak_cap_success_flag,soc_initial,soc_target,soc_final,terminal_soc_abs_error,soc_delta,soc_min,soc_max,soc_violation_count,TES_charge_kwh_th,TES_discharge_kwh_th,TES_discharge_during_cp_kwh_th,TES_charge_during_valley_kwh_th,grid_reduction_during_cp_kwh,cp_hours,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,solver_message,max_signed_du,signed_valve_violation_count,grid_balance_violation_count,plant_tracking_error_abs_max_kw_th
relaxed_cap_0p95_paper_like_mpc_tes,paper_like_mpc_tes,96,38724.31949334704,38724.31949334704,38724.31949334704,490.16174934703133,850027166.026712,850093890.3462062,417949.20151275396,6292.801512753984,20343.6,0.0,18315.032384346017,850.2962243460206,8500.271660267119,False,0.5,0.5,0.15,0.35,-0.35,0.15,0.85,0,12736.259578674333,18727.06822891853,78.99008012672539,4525.649999999996,10.84138849739306,3.0,0.06973293051237897,0.11720326496347651,0.04747033445109754,0.007739699969533831,0.007739699969533831,optimal_relaxed_modes,relaxed,False,,0.46501195126648803,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.2500000000000003,0,0,0.0
