case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_final,soc_delta,soc_min,soc_max,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,max_signed_du,signed_valve_violation_count,grid_balance_violation_count
high_spread_cp20_paper_like_mpc_tes,paper_like_mpc_tes,96,21096.377121531244,21096.377121531244,117.88161713124364,434190.7430327928,7276.643032792818,5085.9,0.0,18950.74653067772,0.0,0.0,0.5,0.5,0.0,0.14999999999999997,0.5,34676.52122419956,34479.671757589895,0.0162,0.06867815599585111,0.052478155995851115,0.15732999998726882,0.15732999998726882,optimal,1.5183177826523624,52,0
