timestamp,step,status,objective_value,fallback,horizon_steps
2025-07-01 13:15:00,53,optimal,24481.238279700334,0,43
2025-07-01 13:30:00,54,optimal,24157.656458931102,0,42
2025-07-01 13:45:00,55,optimal,23834.074638161874,0,41
2025-07-01 14:00:00,56,optimal,23510.492817392642,0,40
2025-07-01 14:15:00,57,optimal,23165.26169162341,0,39
2025-07-01 14:30:00,58,optimal,22820.03056585418,0,38
2025-07-01 14:45:00,59,optimal,22474.79944008495,0,37
2025-07-01 15:00:00,60,optimal,22129.56831431572,0,36
2025-07-01 15:15:00,61,optimal,21776.924458546488,0,35
2025-07-01 15:30:00,62,optimal,21424.280602777257,0,34
2025-07-01 15:45:00,63,optimal,21071.636747008026,0,33
2025-07-01 16:00:00,64,optimal,20718.992891238795,0,32
2025-07-01 16:15:00,65,optimal,20354.192855469562,0,31
2025-07-01 16:30:00,66,optimal,19986.97507813298,0,30
2025-07-01 16:45:00,67,optimal,19603.093311594515,0,29
2025-07-01 17:00:00,68,optimal,19219.211545056056,0,28
2025-07-01 17:15:00,69,optimal,18490.949770056057,0,27
2025-07-01 17:30:00,70,optimal,17762.68799505605,0,26
2025-07-01 17:45:00,71,optimal,17034.426220056048,0,25
2025-07-01 18:00:00,72,optimal,16306.164445056042,0,24
2025-07-01 18:15:00,73,optimal,15566.48549505604,0,23
2025-07-01 18:30:00,74,optimal,14826.80654505604,0,22
2025-07-01 18:45:00,75,optimal,14087.12759505604,0,21
2025-07-01 19:00:00,76,optimal,13347.44864505604,0,20
2025-07-01 19:15:00,77,optimal,12446.908645056039,0,19
2025-07-01 19:30:00,78,optimal,11546.368645056038,0,18
2025-07-01 19:45:00,79,optimal,10645.828645056035,0,17
2025-07-01 20:00:00,80,optimal,9745.288645056035,0,16
2025-07-01 20:15:00,81,optimal,8844.748645056034,0,15
2025-07-01 20:30:00,82,optimal,7944.208645056026,0,14
2025-07-01 20:45:00,83,optimal,7043.668645056026,0,13
2025-07-01 21:00:00,84,optimal,6143.128645056027,0,12
2025-07-01 21:15:00,85,optimal,5400.088645056028,0,11
2025-07-01 21:30:00,86,optimal,4657.048645056029,0,10
2025-07-01 21:45:00,87,optimal,3914.0086450560293,0,9
2025-07-01 22:00:00,88,optimal,3170.968645056029,0,8
2025-07-01 22:15:00,89,optimal,2788.8250546304967,0,7
2025-07-01 22:30:00,90,optimal,2406.6814642049644,0,6
2025-07-01 22:45:00,91,optimal,2006.004807692308,0,5
2025-07-01 23:00:00,92,optimal,1604.8038461538463,0,4
2025-07-01 23:15:00,93,optimal,1203.602884615385,0,3
2025-07-01 23:30:00,94,optimal,802.4019230769233,0,2
2025-07-01 23:45:00,95,optimal,401.2009615384616,0,1
