scenario_id,location_id,pv_capacity_mwp,tes_capacity_mwh_th,critical_peak_uplift,critical_peak_window_set,controller,run_dir,status,facility_energy_kwh,grid_import_kwh,pv_generation_kwh,pv_spill_kwh,pv_used_kwh,pv_self_consumption_ratio,pv_facility_load_coverage_ratio,peak_grid_kw,total_cost,energy_cost,critical_peak_duration_h,critical_peak_grid_kwh,critical_peak_avg_grid_kw,critical_peak_pv_used_kwh,critical_peak_tes_discharge_kwh_th,critical_peak_tes_charge_kwh_th,tes_charge_kwh_th,tes_discharge_kwh_th,tes_discharge_cp_ratio,tes_effective_capacity_kwh_th,tes_cp_capacity_utilization,soc_initial,soc_final,soc_delta,soc_min_observed,soc_max_observed,grid_balance_max_abs_error_kw,signed_valve_max_abs_delta,signed_valve_violation_max,peak_reduction_kw,peak_reduction_ratio,critical_peak_cost_impact,critical_peak_suppression_ratio,critical_peak_grid_reduction_kwh,marginal_cp_suppression_per_mwh,marginal_peak_reduction_per_mwp,diminishing_return_after_this_capacity,is_pareto_frontier,pareto_rank,is_recommended
phase3_nanjing_pv10mwp_tes0mwh_cp00,nanjing,10.0,0.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes0mwh_cp00,completed,85702848.69906802,73160923.2234337,12543318.0,1392.5243656748723,12541925.475634325,0.9998889827742807,0.14634199056408626,10349.67288561665,6444997.923497271,6444997.923497271,1460.0,13928242.001276925,9539.891781696524,511585.4,0.0,0.0,0.0,0.0,,0.0,,0.5,0.5,0.0,0.5,0.5,9.094947017729282e-13,0.0,0.0,10.417158613097854,0.0010055085012412506,0.0,,,,,False,False,,False
phase3_nanjing_pv10mwp_tes0mwh_cp20,nanjing,10.0,0.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes0mwh_cp20,completed,85702848.69906802,73160923.2234337,12543318.0,1392.5243656748723,12541925.475634325,0.9998889827742807,0.14634199056408626,10349.67288561665,6851800.060748851,6851800.060748851,1460.0,13928242.001276925,9539.891781696524,511585.4,0.0,0.0,0.0,0.0,,0.0,,0.5,0.5,0.0,0.5,0.5,9.094947017729282e-13,0.0,0.0,10.417158613097854,0.0010055085012412506,406802.13725158013,0.0,0.0,,0.00010055085012412506,False,True,1.0,False
phase3_nanjing_pv10mwp_tes9mwh_cp00,nanjing,10.0,9.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes9mwh_cp00,completed,85747634.67113537,73205688.66493578,12543318.0,1371.9938003907823,12541946.00619961,0.9998906195473646,0.14626579560242398,10360.090044229748,6441871.02460352,6441871.02460352,1460.0,13924021.593140308,9537.00109119199,511585.4,21109.2179455214,7.464352929918322,1307017.6279635588,1032817.85885894,0.02043847108612444,6300.0,3.3506695151621266,0.5,0.5120002868449297,0.012000286844929708,0.15,0.8496184518081061,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv10mwp_tes9mwh_cp20,nanjing,10.0,9.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes9mwh_cp20,completed,85764863.99434489,73222917.9510578,12543318.0,1371.956712927091,12541946.043287072,0.9998906225041151,0.14623641266561158,10360.090044229748,6852334.956727865,6852334.956727865,1460.0,13519132.56246981,9259.67983730809,511585.4,2045554.3712980063,7.464352929918322,2485149.8984192885,2079490.7336342677,0.9836804455113143,6300.0,324.6911700473026,0.5,0.5179362042075697,0.017936204207569695,0.15,0.8496187867256547,9.094947017729282e-13,0.25,0.0,0.0,0.0,410463.93212434556,-0.009001415030670978,409109.43880711496,-0.0010001572256301088,0.0,False,True,1.0,False
phase3_nanjing_pv10mwp_tes18mwh_cp00,nanjing,10.0,18.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes18mwh_cp00,completed,85791367.16517735,73249163.69688164,12543318.0,1114.5317042866168,12542203.468295714,0.9999111453839976,0.14619423705123777,10360.090044229748,6447450.348403528,6447450.348403528,1460.0,13922920.05247036,9536.246611281069,511585.4,26718.75,113.36620585983667,2550421.637722213,2009736.1672631714,0.013294655505147818,12600.0,2.1205357142857144,0.5,0.5120002868449297,0.012000286844929708,0.15,0.8495996598112198,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv10mwp_tes18mwh_cp20,nanjing,10.0,18.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes18mwh_cp20,completed,85824672.77836125,73282410.7580149,12543318.0,1055.9796536623842,12542262.020346338,0.9999158133714172,0.14613818630845496,10360.090044229748,6812096.247177463,6812096.247177463,1460.0,13107889.59213793,8978.006569957486,511585.4,4102231.2323475666,487.95411869780935,4919848.718878597,4121503.3716864013,0.9953240025299436,12600.0,325.57390732917196,0.5,0.5074318864439658,0.007431886443965752,0.15,0.8495974226138059,9.094947017729282e-13,0.25,0.0,0.0,0.0,364645.8987739347,0.10362836036816248,820352.4091389943,0.012514419488759273,0.0,False,True,1.0,False
phase3_nanjing_pv10mwp_tes36mwh_cp00,nanjing,10.0,36.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes36mwh_cp00,completed,85848323.04470272,73305439.3051117,12543318.0,434.2604089887175,12542883.739591012,0.9999653791437809,0.14610516891587635,10360.090044229748,6450848.84231832,6450848.84231832,1460.0,13922978.492368646,9536.28663860866,511585.4,26718.75,417.2536769474293,3179820.4564992017,2330147.9415373355,0.011466546618654639,25200.0,1.0602678571428572,0.5,0.5120002868449297,0.012000286844929708,0.28469003041013685,0.849586001016442,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv10mwp_tes36mwh_cp20,nanjing,10.0,36.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes36mwh_cp20,completed,85900685.01478933,73357382.21902062,12543318.0,15.204231293880639,12543302.795768706,0.9999987878620877,0.14602098683624182,10360.090044229748,6753136.031579194,6753136.031579194,1460.0,12782114.62672594,8754.873032004069,511585.4,5736117.935145188,5700.304885867221,7011168.701484227,5752326.788205248,0.9971822092768973,25200.0,227.62372758512652,0.5,0.5003682989409582,0.0003682989409582449,0.15,0.8495862711016408,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,302287.18926087394,0.25691838468899353,1146127.3745509852,0.008516112462268391,0.0,False,True,1.0,False
phase3_nanjing_pv10mwp_tes72mwh_cp00,nanjing,10.0,72.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes72mwh_cp00,completed,85954608.66013747,73411485.8817637,12543318.0,195.22162623285976,12543122.778373767,0.9999844362052981,0.14592728620252327,10360.090044229748,6455828.97446977,6455828.97446977,1460.0,13923128.565209007,9536.389428225348,511585.4,26718.75,1197.6324468241728,3760825.452056917,2357378.5139382477,0.011334094139749977,50400.0,0.5301339285714286,0.5,0.5120002868449297,0.012000286844929708,0.3873907474627661,0.8495804037981193,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv10mwp_tes72mwh_cp20,nanjing,10.0,72.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv10mwp_tes72mwh_cp20,completed,85985195.37066126,73441877.37066126,12543318.0,0.0,12543318.0,1.0,0.1458776472615874,10360.090044229748,6745189.106054973,6745189.106054973,1460.0,12871989.765464887,8816.431346208827,511585.4,5319904.9691541875,40189.541697751105,7777856.835192869,6066975.137411595,0.8768628268062861,50400.0,105.55367002290055,0.5,0.49670293173405555,-0.0032970682659444472,0.15,0.8278945423370139,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,289360.1315852031,0.28869564565179984,1056252.2358120382,0.0008827016934112863,0.0,False,True,1.0,False
