controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,safety_override_count,temp_guard_charge_block_count,actual_vs_predicted_chiller_power_mae_kw,tes_use_response_count,tes_source_response_count
io_coupled_measured_mpc,2880,8640,2024-04-01 00:00:00,2024-04-30 23:45:00,0,407.91089350002585,0,7212675.102602294,6394449.822602294,548231.8646517796,10847.056039767,10847.056039767,425592.0325367766,264247.82365528867,0.0,0.7522968809205509,0.24743553465702278,25.14675817160579,33.27628468877185,27.0,461.5263595314712,False,0,0,0,1657,1612,488.02626985270575,160,1078
