monitor_csv,monitor_index,window_id,window_type,window_start_index,window_start_timestep,row_index,row_offset_from_window_start,timestep,in_core_window,reward,cost_term,energy_term,comfort_term,tes_pbrs_term,tes_teacher_term,tes_tou_alignment_term,tes_valve_penalty,tes_invalid_action_penalty,tes_shaping_total,TES_SOC,tes_valve_target,raw_tes_action,TES_valve_wrapper_position,price_current_norm,price_hours_to_next_peak_norm,raw_tes_action_column,actual_valve_column
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_1,peak_price_discharge,33,34.0,36,3,37.0,True,-1.1014243836703534,-0.5534806732907281,-0.5184563798204423,0.0,,,,,,,0.8617011,0.7297313213348389,0.7297313213348389,0.665267,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_1,peak_price_discharge,33,34.0,37,4,38.0,True,-1.1017166871446058,-0.5535472701284837,-0.5185188681815064,0.0,,,,,,,0.8617547,0.6363590955734253,0.6363590955734253,0.6363591,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_1,peak_price_discharge,33,34.0,38,5,39.0,True,-1.10215594648164,-0.5536179411572825,-0.5185851898470172,0.0,,,,,,,0.8618539,0.6816515922546387,0.6816515922546387,0.6816516,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_1,peak_price_discharge,33,34.0,39,6,40.0,True,-1.1022074298768247,-0.5533710081530415,-0.5183541909962451,0.0,,,,,,,0.8620268,0.6698274612426758,0.6698274612426758,0.66982746,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_1,peak_price_discharge,33,34.0,40,7,41.0,True,-1.1035713431586942,-0.5530588476493541,-0.5179612669746594,0.0,,,,,,,0.8626945,0.6750240325927734,0.6750240325927734,0.67502403,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_1,peak_price_discharge,33,34.0,41,8,42.0,True,-1.1102541135420658,-0.5533713332909572,-0.5179734861580102,0.0,,,,,,,0.86467135,0.5880261659622192,0.5880261659622192,0.58802617,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,61,-8,62.0,False,-0.8522781860600779,-0.2913828355994555,-0.5195906823069538,0.0,,,,,,,0.8653894,0.3727996349334717,0.3727996349334717,0.42229116,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,62,-7,63.0,False,-0.854449545847948,-0.2913657337049957,-0.5195626601931875,0.0,,,,,,,0.8660419,0.6911518573760986,0.6911518573760986,0.67229116,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,63,-6,64.0,False,-0.8575424426808673,-0.2913402416162472,-0.5195205153836226,0.0,,,,,,,0.8669536,0.3704452514648437,0.3704452514648437,0.42229116,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,64,-5,65.0,False,-0.8600972352180611,-0.2913056373478652,-0.5194620834747794,0.0,,,,,,,0.86770153,0.6905097961425781,0.6905097961425781,0.67229116,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,65,-4,66.0,False,-0.8621400500182741,-0.2912463600407664,-0.5193592996371327,0.0,,,,,,,0.8683139,0.3357594013214111,0.3357594013214111,0.42229116,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,66,-3,67.0,False,-0.8626881884284684,-0.2912211079892146,-0.5193159445660089,0.0,,,,,,,0.86848354,0.653963565826416,0.653963565826416,0.65396357,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,67,-2,68.0,False,-0.8623714277570951,-0.2911804877839886,-0.5192440902631089,0.0,,,,,,,0.8684274,0.3512930870056152,0.3512930870056152,0.40396357,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,68,-1,69.0,False,-1.1252361125580754,-0.5542721219537352,-0.5192224451392278,0.0,,,,,,,0.86837095,0.6629993915557861,0.6629993915557861,0.65396357,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,69,0,70.0,True,-1.1250289921345256,-0.5542331249605311,-0.5191859418354253,0.0,,,,,,,0.8683347,0.5986514091491699,0.5986514091491699,0.5986514,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,70,1,71.0,True,-1.1252643116258412,-0.5541972980670229,-0.5191526804250435,0.0,,,,,,,0.8684185,0.6574832201004028,0.6574832201004028,0.6574832,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,71,2,72.0,True,-1.1253980976621285,-0.5541625982512425,-0.5191205369678462,0.0,,,,,,,0.8684736,0.603173017501831,0.603173017501831,0.603173,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,72,3,73.0,True,-1.1256091385990583,-0.5541811569763682,-0.5191382800360119,0.0,,,,,,,0.8685216,0.6609065532684326,0.6609065532684326,0.66090655,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,73,4,74.0,True,-1.1257497382946506,-0.5541735309581561,-0.519131507068704,0.0,,,,,,,0.86856407,0.5468881130218506,0.5468881130218506,0.5468881,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,74,5,75.0,True,-1.125269553231484,-0.5541771788966334,-0.5191348638195685,0.0,,,,,,,0.8684304,0.6558451652526855,0.6558451652526855,0.65584517,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,75,6,76.0,True,-1.124327510282526,-0.5541727233961615,-0.519130129182431,0.0,,,,,,,0.8681731,0.537713885307312,0.537713885307312,0.5377139,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,76,7,77.0,True,-1.2357173197209392,-0.6663564740916357,-0.5190875963360511,0.0,,,,,,,0.8679648,0.6498410701751709,0.6498410701751709,0.64984107,1.7739058,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_2,peak_price_discharge,69,70.0,77,8,78.0,True,-1.2350185063801324,-0.6663030635445332,-0.5190453918550938,0.0,,,,,,,0.8677967,0.5255718231201172,0.5255718231201172,0.5255718,1.7739058,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,121,-8,122.0,False,-0.654887618729667,-0.1015659613722744,-0.5183513462951173,0.0,,,,,,,0.86345947,0.3043549060821533,0.3043549060821533,0.3043549,-1.0,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,122,-7,123.0,False,-0.6548654605424608,-0.1015636398611043,-0.5183392056839687,0.0,,,,,,,0.863457,0.6688492298126221,0.6688492298126221,0.5543549,-1.0,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,123,-6,124.0,False,-0.6553396859471213,-0.1015605141671659,-0.5183235592142715,0.0,,,,,,,0.863611,0.1647034883499145,0.1647034883499145,0.3043549,-1.0,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,124,-5,125.0,False,-0.6556811095530133,-0.1015589595687176,-0.5183160694775889,0.0,,,,,,,0.86372,0.6560314893722534,0.6560314893722534,0.5543549,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,125,-4,126.0,False,-0.6559674216611224,-0.1015552200290758,-0.5182974278120135,0.0,,,,,,,0.8638157,0.2833280563354492,0.2833280563354492,0.3043549,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,126,-3,127.0,False,-0.6559090680227349,-0.1015534458520466,-0.5182885419830645,0.0,,,,,,,0.86380094,0.6345285177230835,0.6345285177230835,0.5543549,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,127,-2,128.0,False,-0.65551654588788,-0.1015514910000788,-0.5182783581191269,0.0,,,,,,,0.86368287,0.2988662719726562,0.2988662719726562,0.3043549,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,128,-1,129.0,False,-1.107024112357412,-0.5533387618734636,-0.5183325667103347,0.0,,,,,,,0.8635789,0.6455726623535156,0.6455726623535156,0.5543549,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,129,0,130.0,True,-1.1069207861615142,-0.553434238631078,-0.5184215470311482,0.0,,,,,,,0.86348903,0.7128751277923584,0.7128751277923584,0.7128751,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,130,1,131.0,True,-1.1078943088225162,-0.5535189701245979,-0.5185012446411614,0.0,,,,,,,0.8637411,0.4767588376998901,0.4767588376998901,0.47675884,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,131,2,132.0,True,-1.1096282783664693,-0.5536282128920189,-0.5186047628155472,0.0,,,,,,,0.86421025,0.7454502582550049,0.7454502582550049,0.72675884,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,132,3,133.0,True,-1.1111039317887423,-0.5536988232387366,-0.5186722658027781,0.0,,,,,,,0.8646179,0.403774619102478,0.403774619102478,0.47675884,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,133,4,134.0,True,-1.1124330536872664,-0.5537954040283907,-0.5187640029163102,0.0,,,,,,,0.8649621,0.8196549415588379,0.8196549415588379,0.72675884,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,134,5,135.0,True,-1.1138984003179384,-0.5538854486714144,-0.5188496497943249,0.0,,,,,,,0.8653474,0.5219923257827759,0.5219923257827759,0.5219923,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,135,6,136.0,True,-1.1153090457572188,-0.5540075369584798,-0.5189652277679282,0.0,,,,,,,0.86569446,0.7612557411193848,0.7612557411193848,0.76125574,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,136,7,137.0,True,-1.1168473055776316,-0.5542924388284998,-0.5192331351341286,0.0,,,,,,,0.8659836,0.4223899841308594,0.4223899841308594,0.51125574,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_3,peak_price_discharge,129,130.0,137,8,138.0,True,-1.118432886252213,-0.5547094469312013,-0.5196244972801578,0.0,,,,,,,0.86621016,0.7608723640441895,0.7608723640441895,0.76087236,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,157,-8,158.0,False,-0.8153846609772665,-0.2931406427374836,-0.5222440182397828,0.0,,,,,,,0.7437418,0.8801501989364624,0.8801501989364624,0.45820522,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,158,-7,159.0,False,-0.8156563319942554,-0.2932502660019002,-0.5224060659923551,0.0,,,,,,,0.73849875,0.7684602737426758,0.7684602737426758,0.7082052,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,159,-6,160.0,False,-0.8156937297899829,-0.2932682048837628,-0.5224255249062201,0.0,,,,,,,0.73870045,0.5274853706359863,0.5274853706359863,0.5274854,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,160,-5,161.0,False,-0.815285780047859,-0.293121454540445,-0.522164325507414,0.0,,,,,,,0.74054015,0.7050813436508179,0.7050813436508179,0.70508134,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,161,-4,162.0,False,-0.8140770020281902,-0.292685253140487,-0.5213917488877032,0.0,,,,,,,0.7421104,0.3948771953582763,0.3948771953582763,0.45508134,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,162,-3,163.0,False,-0.8140154881809363,-0.2926658339652394,-0.5213496542156969,0.0,,,,,,,0.7382796,0.6638160943984985,0.6638160943984985,0.6638161,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,163,-2,164.0,False,-0.8138737648878636,-0.2926238090047739,-0.5212499558830896,0.0,,,,,,,0.7296784,0.4148759841918945,0.4148759841918945,0.41487598,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,164,-1,165.0,False,-1.0800179946037676,-0.5579522125820565,-0.5220657820217112,0.0,,,,,,,0.71991104,0.6678167581558228,0.6678167581558228,0.664876,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,165,0,166.0,True,-1.0792922023290497,-0.5575929952417457,-0.5216992070873039,0.0,,,,,,,0.71353394,0.6368080377578735,0.6368080377578735,0.63680804,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,166,1,167.0,True,-1.0805334599003906,-0.5582445815558074,-0.5222888783445832,0.0,,,,,,,0.71041274,0.6381468772888184,0.6381468772888184,0.6381469,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,167,2,168.0,True,-1.081818113132552,-0.5589108083526728,-0.5229073047798792,0.0,,,,,,,0.71154433,0.5979615449905396,0.5979615449905396,0.59796154,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,168,3,169.0,True,-1.0835882828310277,-0.5598142288421436,-0.5237740539888839,0.0,,,,,,,0.7207203,0.5874297618865967,0.5874297618865967,0.58742976,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,169,4,170.0,True,-1.0815880410687015,-0.5587547141687191,-0.5228333268999824,0.0,,,,,,,0.73705834,0.427842378616333,0.427842378616333,0.42784238,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,170,5,171.0,True,-1.0792779956475878,-0.5575238730400858,-0.521754122607502,0.0,,,,,,,0.75745577,0.5474338531494141,0.5474338531494141,0.54743385,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,171,6,172.0,True,-1.0775525099695271,-0.5565914997644922,-0.520961010205035,0.0,,,,,,,0.7771718,0.3941153287887573,0.3941153287887573,0.39411533,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,172,7,173.0,True,-1.1904634029647,-0.6693801726341971,-0.5210832303305031,0.0,,,,,,,0.79395443,0.5279868841171265,0.5279868841171265,0.5279869,1.7739058,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_4,peak_price_discharge,165,166.0,173,8,174.0,True,-1.190723965741504,-0.6694905514865539,-0.5212334142549501,0.0,,,,,,,0.8075956,0.2663402557373047,0.2663402557373047,0.27798688,1.7739058,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,217,-8,218.0,False,-0.6737284087747836,-0.101805578217212,-0.5195922309692008,0.0,,,,,,,0.8685328,0.6504783630371094,0.6504783630371094,0.65047836,-1.0,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,218,-7,219.0,False,-0.673574630153121,-0.1018293998107812,-0.5197142355536587,0.0,,,,,,,0.8684505,0.7123932838439941,0.7123932838439941,0.7123933,-1.0,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,219,-6,220.0,False,-0.6725125509353868,-0.1018558880581149,-0.5198486931455104,0.0,,,,,,,0.86811316,0.649702787399292,0.649702787399292,0.6497028,-1.0,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,220,-5,221.0,False,-0.6716814841427037,-0.1018753114855572,-0.5199468061505416,0.0,,,,,,,0.8678495,0.7115561962127686,0.7115561962127686,0.7115562,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,221,-4,222.0,False,-0.6711004534882734,-0.1018995703461831,-0.520069683463724,0.0,,,,,,,0.867646,0.7051125764846802,0.7051125764846802,0.7051126,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,222,-3,223.0,False,-0.6715354159480836,-0.1019627259570283,-0.5203916641738109,0.0,,,,,,,0.86766,0.7025609016418457,0.7025609016418457,0.7025609,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,223,-2,224.0,False,-0.6722949527035331,-0.1019865349242741,-0.5205134807849273,0.0,,,,,,,0.8678316,0.6957557201385498,0.6957557201385498,0.6957557,-1.0,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,224,-1,225.0,False,-1.126477902897277,-0.5556088492780483,-0.5204747633694213,0.0,,,,,,,0.8679984,0.6941089630126953,0.6941089630126953,0.69410896,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,225,0,226.0,True,-1.127016023846831,-0.5555862104525652,-0.520454182070784,0.0,,,,,,,0.8681596,0.4979935884475708,0.4979935884475708,0.4979936,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,226,1,227.0,True,-1.1279213491741142,-0.5555483970843739,-0.5204196665029889,0.0,,,,,,,0.8684292,0.7026833295822144,0.7026833295822144,0.7026833,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,227,2,228.0,True,-1.1291841796649356,-0.555501210989847,-0.5203767305607765,0.0,,,,,,,0.8687994,0.4850267171859741,0.4850267171859741,0.48502672,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,228,3,229.0,True,-1.1302232112086803,-0.5554719398868664,-0.5203505326818756,0.0,,,,,,,0.86909646,0.722191333770752,0.722191333770752,0.72219133,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,229,4,230.0,True,-1.1311289200505237,-0.5555107834365646,-0.5203879012299005,0.0,,,,,,,0.8693202,0.5229448080062866,0.5229448080062866,0.5229448,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,230,5,231.0,True,-1.1332127688359566,-0.555235438321251,-0.5201320068134194,0.0,,,,,,,0.8700179,0.7236940860748291,0.7236940860748291,0.7236941,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,231,6,232.0,True,-1.1373089326113717,-0.5551685166186588,-0.5200728394457232,0.0,,,,,,,0.87112075,0.5355135202407837,0.5355135202407837,0.5355135,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,232,7,233.0,True,-1.1429315786489118,-0.5562686128491793,-0.521107013191819,0.0,,,,,,,0.87201136,0.7275495529174805,0.7275495529174805,0.72754955,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_5,peak_price_discharge,225,226.0,233,8,234.0,True,-1.1476390664455087,-0.557253853962095,-0.5220330619780299,0.0,,,,,,,0.87271255,0.3084070682525635,0.3084070682525635,0.47754955,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,253,-8,254.0,False,-0.820566273809415,-0.2957884413021178,-0.5247778325072971,0.0,,,,,,,0.2309142,0.4341485500335693,0.4341485500335693,0.43414855,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,254,-7,255.0,False,-0.8203471351924689,-0.2957214960176845,-0.5246256391747844,0.0,,,,,,,0.22348675,0.2015352249145507,0.2015352249145507,0.20153522,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,255,-6,256.0,False,-0.93690817522674,-0.2956289657027638,-0.5244172283163467,-0.1168619812076293,,,,,,,0.21123558,0.1537699699401855,0.1537699699401855,0.15376997,-0.109147705,0.2,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,256,-5,257.0,False,-1.120473529571715,-0.4039626844675552,-0.7165108451041599,0.0,,,,,,,0.19525811,-0.0574478507041931,-0.0574478507041931,-0.05744785,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,257,-4,258.0,False,-1.113663512571207,-0.3998754803249694,-0.7137880322462375,0.0,,,,,,,0.23674801,-0.2404052019119262,-0.2404052019119262,-0.2404052,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,258,-3,259.0,False,-1.0570618371528098,-0.3795494390258157,-0.6775123981269942,0.0,,,,,,,0.2858624,0.2027838230133056,0.2027838230133056,0.009594798,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,259,-2,260.0,False,-0.8174878359574027,-0.2935228488876405,-0.5239649870697621,0.0,,,,,,,0.29469037,0.4765926599502563,0.4765926599502563,0.2595948,-0.109147705,0.1,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,260,-1,261.0,False,-1.0826904967858757,-0.5602833749840355,-0.52240712180184,0.0,,,,,,,0.2809363,0.4532531499862671,0.4532531499862671,0.45325315,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,261,0,262.0,True,-1.081403564967355,-0.5596596370416147,-0.5217439279257402,0.0,,,,,,,0.257018,0.1851601600646972,0.1851601600646972,0.20325315,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,262,1,263.0,True,-1.4800261749694623,-0.766034597966776,-0.7139915770026867,0.0,,,,,,,0.22767338,-0.1411371827125549,-0.1411371827125549,-0.04674685,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
runs\train\run-218\episode-001\monitor.csv,1,m1_high_price_discharge_6,peak_price_discharge,261,262.0,263,2,264.0,True,-1.0779807405386996,-0.5563185686077277,-0.521662171930972,0.0,,,,,,,0.25430557,0.1899523735046386,0.1899523735046386,0.18995237,1.2107495,0.0,tes_valve_target,TES_valve_wrapper_position
