location_id,recommended_pv_mwp,recommended_tes_mwh_th,rule_name,cp_suppression_ratio,peak_reduction_ratio,pv_self_consumption_ratio,pv_facility_load_coverage_ratio,max_cp_suppression_ratio,max_peak_reduction_ratio,max_pv_facility_load_coverage_ratio,threshold_gap_score,notes
nanjing,0.0,9.0,minimum_capacity_best_available,,,,0.0,,,0.0,inf,best available: no case met all thresholds
