timestamp,step,controller,Q_load_kw_th,P_nonplant_kw,P_pv_kw,T_wb_C,price_cny_per_kwh,cp_flag,Q_chiller_kw_th,Q_tes_net_kw_th,P_plant_kw,P_grid_pos_kw,P_spill_kw,d_peak_kw,peak_slack_kw,soc,soc_next,u_signed,signed_du,mode_index,solver_status,solver_time_s,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,mode_fractionality_mean,mode_fractionality_count,mode_fractionality_hours,solver_message,plant_tracking_error_kw_th,objective_value
2025-07-01 00:00:00,0,paper_like_mpc_tes_relaxed,2246.4,18000.0,0.0,27.828427124746188,0.0418,0,2332.7999999999815,86.39999999998145,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5,0.5009499999999998,0.019199999999995877,0.0,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 00:15:00,1,paper_like_mpc_tes_relaxed,2236.4274856698435,18000.0,0.0,27.637383260400277,0.0418,0,2332.7999999999815,96.37251433013807,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5009499999999998,0.502038032143474,0.02141611429558624,0.002216114295590363,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 00:30:00,2,paper_like_mpc_tes_relaxed,2226.127697112687,18000.0,0.0,27.43504571603488,0.0418,0,2332.7999999999815,106.67230288729434,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.502038032143474,0.5032685728897258,0.023704956197176517,0.002288841901590278,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 00:45:00,3,paper_like_mpc_tes_relaxed,2215.5447396043865,18000.0,0.0,27.22228093207841,0.0418,0,2332.7999999999815,117.25526039559509,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5032685728897258,0.5046454838865532,0.026056724532354462,0.002351768335177945,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 01:00:00,4,paper_like_mpc_tes_relaxed,2204.7239309937154,18000.0,0.0,27.0,0.0418,0,2332.7999999999815,128.07606900626615,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5046454838865532,0.5061719954363637,0.028461348668059144,0.002404624135704681,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 01:15:00,5,paper_like_mpc_tes_relaxed,2193.7116076443867,18000.0,0.0,26.769154760876006,0.0418,0,2332.7999999999815,139.0883923555948,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5061719954363637,0.5078506926658066,0.030908531634576623,0.0024471829665174798,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 01:30:00,6,paper_like_mpc_tes_relaxed,2182.554926015625,18000.0,0.0,26.53073372946036,0.0418,0,2332.7999999999815,150.24507398435662,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5078506926658066,0.5096835044581454,0.033387794218745916,0.0024792625841692922,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 01:45:00,7,paper_like_mpc_tes_relaxed,2171.3016607309687,18000.0,0.0,26.285757861212645,0.0418,0,2332.7999999999815,161.49833926901283,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5096835044581454,0.5116716951957637,0.035888519837558405,0.0025007256188124896,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 02:00:00,8,paper_like_mpc_tes_relaxed,2160.0,18000.0,0.0,26.035276180410083,0.0418,0,2332.7999999999815,172.79999999998154,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5116716951957637,0.5138158593481656,0.038399999999995896,0.0025114801624374905,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 02:15:00,9,paper_like_mpc_tes_relaxed,2148.6983392690313,18000.0,0.0,25.780361288064512,0.0418,0,2332.7999999999815,184.10166073095024,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5138158593481656,0.5161159189286437,0.040911480162433386,0.0025114801624374905,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 02:30:00,10,paper_like_mpc_tes_relaxed,2137.445073984375,18000.0,0.0,25.522104768880208,0.0418,0,2332.7999999999815,195.35492601560645,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5161159189286437,0.5185711238305073,0.043412205781245876,0.0025007256188124896,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 02:45:00,11,paper_like_mpc_tes_relaxed,2126.2883923556133,18000.0,0.0,25.26161251692057,0.0418,0,2332.7999999999815,206.51160764436827,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5185711238305073,0.5211800550414305,0.04589146836541517,0.0024792625841692922,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 03:00:00,12,paper_like_mpc_tes_relaxed,2115.2760690062846,18000.0,0.0,25.0,0.0418,0,2332.7999999999815,217.52393099369692,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5211800550414305,0.5239406307221557,0.04833865133193265,0.0024471829665174832,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
2025-07-01 03:15:00,13,paper_like_mpc_tes_relaxed,2104.4552603956135,18000.0,0.0,24.73838748307943,0.0418,0,2332.7999999999815,228.344739604368,320.17679999999746,18320.176799999997,0.0,18320.176799999997,0.0,0.5239406307221557,0.526850115123522,0.05074327546763733,0.0024046241357046777,0,optimal_relaxed_modes,0.008961400017142296,relaxed,False,,0.48309945355191386,0.2284029330929497,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38726.80324717128
