case_id,controller,steps,cost_total,energy_cost,whole_facility_energy_cost,plant_energy_cost,peak_slack_penalty_cost,objective_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,peak_cap_success_flag,soc_initial,soc_target,soc_final,terminal_soc_abs_error,soc_delta,soc_min,soc_max,soc_violation_count,TES_charge_kwh_th,TES_discharge_kwh_th,TES_discharge_during_cp_kwh_th,TES_charge_during_valley_kwh_th,grid_reduction_during_cp_kwh,cp_hours,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,mode_fractionality_mean,mode_fractionality_count,mode_fractionality_hours,solver_message,max_signed_du,signed_valve_violation_count,grid_balance_violation_count,plant_tracking_error_abs_max_kw_th
relaxed_cap_1p0_paper_like_mpc_tes_relaxed,paper_like_mpc_tes_relaxed,96,38726.803247171265,38726.803247171265,38726.803247171265,492.6455031712651,0.0,38726.80324717128,418845.9641301064,7189.564130106473,20343.6,0.0,18320.176799999997,0.0,0.0,True,0.5,0.5,0.5,0.0,0.0,0.45826485917743764,0.85,0,15490.313731570384,14947.332820047814,226.27052031690823,9711.983527045828,31.05562891349565,3.0,0.05864668618414707,0.1469891560702336,0.08834246988608654,0.008961400017142296,0.008961400017142296,optimal_relaxed_modes,relaxed,False,,0.48309945355191386,0.22840293309294968,74,18.5,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.25000000000000017,0,0,0.0
