step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command,controller,price_per_kwh_action,pv_kw_action,soc_action,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
68,210,2024-01-03 04:30:00,1.0,6.168124182045447,0.0,0.0,0.0,1.0,0.0,0.0,6.1693175788992605,24.582387965747646,2.0,-0.8826855317331079,0.0,0.0,7085.515669780129,7085.5156697801285,0.0,7085.515669780129,51.36998860590594,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
69,211,2024-01-03 04:45:00,1.0,6.168919787341086,0.0,0.0,0.0,1.0,0.0,0.0,6.170113135559454,24.58244820947429,2.0,-0.8826855317331079,0.0,0.0,7085.516300621969,7085.516300621967,0.0,7085.516300621969,51.36999317950928,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
70,212,2024-01-03 05:00:00,1.0,6.169715360079006,0.0,0.0,0.0,1.0,0.0,0.0,6.170908660686113,24.582537164322506,2.125,-0.9615362607497996,0.0,0.0,7082.002325696537,7082.002325696537,0.0,7082.002325696537,51.344516861299894,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
71,213,2024-01-03 05:15:00,1.0,6.1705109009762555,0.0,0.0,0.0,1.0,0.0,0.0,6.17170415552107,24.582646513998515,2.25,-1.0429830863048437,0.0,0.0,7078.524597513665,7078.524597513664,0.0,7078.524597513665,51.319303331974076,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
72,214,2024-01-03 05:30:00,1.0,6.1713064109834646,0.0,0.0,0.0,1.0,0.0,0.0,6.1724996209467875,24.582772649498054,2.375,-1.1270714198205523,0.0,0.0,7075.088724204772,7075.088724204772,0.0,7075.088724204772,51.2943932504846,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
73,215,2024-01-03 05:45:00,1.0,6.1721018910767045,0.0,0.0,0.0,1.0,0.0,0.0,6.17329505768976,24.582915564835755,2.5,-1.2138477147805546,0.0,0.0,7071.694816405221,7071.694816405222,0.0,7071.694816405221,51.26978741893785,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
74,216,2024-01-03 06:00:00,1.0,6.172897342161143,0.0,0.0,0.0,1.0,0.0,0.0,6.174090466476191,24.583073399913587,2.7,-1.0272459471146345,0.0,0.0,7079.193651380446,7079.193651380446,0.0,7079.193651380446,51.324153972508235,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
75,217,2024-01-03 06:15:00,1.0,6.173692764968122,0.0,0.0,0.0,1.0,0.0,0.0,6.1748858479518915,24.583226939662488,2.9,-0.8402652200784148,0.0,0.0,7087.486012831669,7087.486012831669,0.0,7087.486012831669,51.3842735930296,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
76,218,2024-01-03 06:30:00,1.0,6.174488160094034,0.0,0.0,0.0,1.0,0.0,0.0,6.175681201932431,24.583372070306567,3.0999999999999996,-0.652905884175477,0.0,0.0,7096.679258191166,7096.679258191165,0.0,7096.679258191166,51.45092462188595,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
77,219,2024-01-03 06:45:00,1.0,6.175283527821306,0.0,0.0,0.0,1.0,0.0,0.0,6.176476528055648,24.583508478016313,3.3,-0.46515936669491625,0.0,0.0,7106.908735459108,7106.908735459107,0.0,7106.908735459108,51.52508833207854,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
78,220,2024-01-03 07:00:00,1.0,6.176078867875387,0.0,0.0,0.0,1.0,0.0,0.0,6.177271825945834,24.58360107954607,3.2249999999999996,-0.3431522817825505,0.0,0.0,7114.170977850759,7114.170977850759,0.0,7114.170977850759,51.57773958941801,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
79,221,2024-01-03 07:15:00,1.0,6.176874179884835,0.0,0.0,0.0,1.0,0.0,0.0,6.178067093711487,24.583659462667562,3.15,-0.2234709138391399,0.0,0.0,7121.813210198274,7121.813210198274,0.0,7121.813210198274,51.633145773937486,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
80,222,2024-01-03 07:30:00,1.0,6.177669462713468,0.0,0.0,0.0,1.0,0.0,0.0,6.178862329875436,24.583708801495646,3.075,0.10748992617876403,0.0,0.0,7146.072653282468,7146.072653282469,0.0,7146.072653282468,51.809026736297895,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
81,223,2024-01-03 07:45:00,1.0,6.178464714663932,0.0,0.0,0.0,1.0,0.0,0.0,6.179657534048243,24.583782079579098,3.0,0.21523589021080347,0.0,0.0,7155.11374220007,7155.113742200069,0.0,7155.11374220007,51.87457463095051,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
82,224,2024-01-03 08:00:00,1.0,6.179259934840071,0.0,0.0,0.0,1.0,0.0,0.0,6.180452707265591,24.58392617957511,2.975,0.1809693359568703,0.0,0.0,7152.170916124772,7152.170916124771,28.5,7123.670916124772,281.3850011869285,0.158,0.0,no_control,0.158,28.5,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
83,225,2024-01-03 08:15:00,1.0,6.180055123515037,0.0,0.0,0.0,1.0,0.0,0.0,6.18124785258874,24.58416920353305,2.95,0.1467742447950975,0.0,0.0,7149.302324289965,7149.302324289964,0.0,7149.302324289965,51.83244185110225,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
84,226,2024-01-03 08:30:00,1.0,6.180850282791729,0.0,0.0,0.0,1.0,0.0,0.0,6.1820429742930045,24.58452686845711,2.925,0.1126518285792592,0.0,0.0,7146.500361772385,7146.500361772383,0.0,7146.500361772385,51.81212762284979,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
85,227,2024-01-03 08:45:00,1.0,6.181645416312191,0.0,0.0,0.0,1.0,0.0,0.0,6.182838077332594,24.58498687762195,2.9,0.07860167076302,0.0,0.0,7143.766537278718,7143.766537278717,0.0,7143.766537278718,51.792307395270704,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
86,228,2024-01-03 09:00:00,1.0,6.182440528673295,0.0,0.0,0.0,1.0,0.0,0.0,6.1836331661302175,24.585550142115558,3.0749999999999997,0.05362798170946431,0.0,0.0,7141.803677002349,7141.803677002349,222.9,6918.9036770023495,273.29669524159283,0.158,0.0,no_control,0.158,222.9,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
87,229,2024-01-03 09:15:00,1.0,6.183235624597562,0.0,0.0,0.0,1.0,0.0,0.0,6.184428245147757,24.58618569747667,3.25,0.024152451828999524,0.0,0.0,7139.527559409295,7139.527559409293,0.0,7139.527559409295,51.76157480571739,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
88,230,2024-01-03 09:30:00,1.0,6.184030708510412,0.0,0.0,0.0,1.0,0.0,0.0,6.185223317509049,24.586876416681832,3.4250000000000003,-0.25097308827507264,0.0,0.0,7120.0581551059595,7120.058155105959,0.0,7120.0581551059595,51.62042162451821,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
89,231,2024-01-03 09:45:00,1.0,6.184825784188086,0.0,0.0,0.0,1.0,0.0,0.0,6.186018385597805,24.587611256052963,3.6,-0.30266432915792923,0.0,0.0,7116.761877122015,7116.761877122014,0.0,7116.761877122015,51.596523609134614,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
90,232,2024-01-03 10:00:00,1.0,6.185620854405829,0.0,0.0,0.0,1.0,0.0,0.0,6.186813451320479,24.588460841307047,4.45,0.6040246286776623,0.0,0.0,7193.740657068217,7193.740657068218,165.18,7028.560657068217,277.62814595419457,0.158,0.0,no_control,0.158,165.18,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
91,233,2024-01-03 10:15:00,1.0,6.186415921325121,0.0,0.0,0.0,1.0,0.0,0.0,6.187608519634921,24.641445302129995,5.3,1.2498069583123281,0.0,0.0,7239.41033996541,7239.41033996541,0.0,7239.41033996541,52.485724964749224,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
92,234,2024-01-03 10:30:00,1.0,6.187210988343949,0.0,0.0,0.0,1.0,0.0,0.0,6.188405843100213,24.930146394242716,6.15,1.8885440961711981,0.0,0.0,7154.987504067973,7154.987504067973,0.0,7154.987504067973,51.873659404492805,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
93,235,2024-01-03 10:45:00,1.0,6.1880071842156035,0.0,0.0,0.0,1.0,0.0,0.0,6.189215606086062,25.13764304907077,7.0,2.52016572833275,901.5331976488592,2998.1967151082044,9153.11959246344,9153.11959246344,0.0,9153.11959246344,66.36011704535994,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
94,236,2024-01-03 11:00:00,1.0,6.188810727505349,0.0,0.0,0.0,1.0,0.0,0.0,6.190034299514437,25.20615877673399,7.45,2.8054178304750104,1144.9209136020288,3807.622538107908,9398.61750859773,9398.61750859773,304.38,9094.237508597731,188.70542830340293,0.083,0.0,no_control,0.083,304.38,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
95,237,2024-01-03 11:15:00,1.0,6.189624955754552,0.0,0.0,0.0,1.0,0.0,0.0,6.190855918139604,25.225374630111677,7.9,3.0866571587865232,1316.8353451348323,4379.352215113217,9571.203634635294,9571.203634635296,0.0,9571.203634635294,69.39122635110589,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
