case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_target,soc_final,terminal_soc_abs_error,soc_delta,soc_min,soc_max,soc_violation_count,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,solver_message,max_signed_du,signed_valve_violation_count,grid_balance_violation_count
relaxed_cap_0p99_paper_like_mpc_tes,paper_like_mpc_tes,96,19357.412417282885,19357.412417282885,405.9909472828845,433656.5911978304,6742.491197830335,5085.9,0.0,18200.093471999997,0.0,0.0,0.5,0.5,0.3274286918698637,0.17257130813013632,-0.17257130813013632,0.2714276320288332,0.6554665166557023,0,12008.972650616435,14723.35372289086,0.09757145082971605,0.03820337074039528,-0.05936808008932077,0.014543800003593788,0.014543800003593788,optimal_relaxed_modes,relaxed,False,,0.4914813551912611,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.1773614670754624,24,0
