controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,crah_fan_assist_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1436.4416379000759,0,2119,15160,88205047.24538921,86419209.27038921,3706725.5807703584,10928.748178113436,10928.748178113436,0.33523001906666683,1.0,0.40731096668852973,21.260113780687455,29.470128604119132,27.0,579,144.75,0.016523972602739728,71.76586422888661,0,0.0,0.0,0.0,0,29587,3556
