step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command,controller,price_per_kwh_action,pv_kw_action,soc_action,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
68,210,2024-01-03 04:30:00,1.0,6.608550593380759,0.0,0.0,0.0,1.0,0.0,0.0,6.609715660636255,24.58272851646348,2.0,-0.8826855317331079,0.0,0.0,7085.521473231926,7085.521473231926,0.0,7085.521473231926,51.37003068093147,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
69,211,2024-01-03 04:45:00,1.0,6.6093273120802465,0.0,0.0,0.0,1.0,0.0,0.0,6.6104923319266184,24.582788765973753,2.0,-0.8826855317331079,0.0,0.0,7085.522103416846,7085.522103416845,0.0,7085.522103416846,51.37003524977214,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
70,212,2024-01-03 05:00:00,1.0,6.610103999074717,0.0,0.0,0.0,1.0,0.0,0.0,6.611268972483504,24.582877721074926,2.125,-0.9615362607497996,0.0,0.0,7082.007986426952,7082.00798642695,0.0,7082.007986426952,51.3445579015954,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
71,213,2024-01-03 05:15:00,1.0,6.6108806549872945,0.0,0.0,0.0,1.0,0.0,0.0,6.612045583548674,24.58298708506908,2.25,-1.0429830863048437,0.0,0.0,7078.530119488962,7078.530119488962,0.0,7078.530119488962,51.31934336629497,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
72,214,2024-01-03 05:30:00,1.0,6.611657280814488,0.0,0.0,0.0,1.0,0.0,0.0,6.612822166005312,24.583113247753136,2.375,-1.1270714198205523,0.0,0.0,7075.09410899134,7075.09410899134,0.0,7075.09410899134,51.29443229018722,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
73,215,2024-01-03 05:45:00,1.0,6.612433877580938,0.0,0.0,0.0,1.0,0.0,0.0,6.613598720580555,24.58325614604312,2.5,-1.2138477147805546,0.0,0.0,7071.7000642101375,7071.700064210137,0.0,7071.7000642101375,51.269825465523496,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
74,216,2024-01-03 06:00:00,1.0,6.613210446097738,0.0,0.0,0.0,1.0,0.0,0.0,6.614375247998783,24.583413967712392,2.7,-1.0272459471146345,0.0,0.0,7079.199200801545,7079.199200801545,0.0,7079.199200801545,51.3241942058112,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
75,217,2024-01-03 06:15:00,1.0,6.613986987095527,0.0,0.0,0.0,1.0,0.0,0.0,6.615151748906033,24.583567482657568,2.9,-0.8402652200784148,0.0,0.0,7087.491896896938,7087.491896896938,0.0,7087.491896896938,51.3843162525028,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
76,218,2024-01-03 06:30:00,1.0,6.6147635012643695,0.0,0.0,0.0,1.0,0.0,0.0,6.615928223117322,24.583712591807036,3.0999999999999996,-0.652905884175477,0.0,0.0,7096.685510400687,7096.685510400687,0.0,7096.685510400687,51.45096995040498,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
77,219,2024-01-03 06:45:00,1.0,6.615539988792973,0.0,0.0,0.0,1.0,0.0,0.0,6.616704670270536,24.583848998120214,3.3,-0.46515936669491625,0.0,0.0,7106.915399091356,7106.915399091355,0.0,7106.915399091356,51.52513664341234,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
78,220,2024-01-03 07:00:00,1.0,6.6163164494988616,0.0,0.0,0.0,1.0,0.0,0.0,6.617481089990747,24.583941608509246,3.2249999999999996,-0.3431522817825505,0.0,0.0,7114.177934272655,7114.177934272654,0.0,7114.177934272655,51.57779002347675,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
79,221,2024-01-03 07:15:00,1.0,6.6170928829187625,0.0,0.0,0.0,1.0,0.0,0.0,6.618257480386546,24.583999987497066,3.15,-0.2234709138391399,0.0,0.0,7121.820475340048,7121.820475340048,0.0,7121.820475340048,51.633198446215346,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
80,222,2024-01-03 07:30:00,1.0,6.617869287963157,0.0,0.0,0.0,1.0,0.0,0.0,6.61903383997992,24.584049306544628,3.075,0.10748992617876403,0.0,0.0,7146.080897347321,7146.080897347322,0.0,7146.080897347321,51.80908650576808,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
81,223,2024-01-03 07:45:00,1.0,6.618645662980788,0.0,0.0,0.0,1.0,0.0,0.0,6.619810168380663,24.584122569393504,3.0,0.21523589021080347,0.0,0.0,7155.122350260341,7155.122350260339,0.0,7155.122350260341,51.87463703938747,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
82,224,2024-01-03 08:00:00,1.0,6.61942200698146,0.5,1.0,0.0,0.0,0.0,0.0,6.620586466624793,24.584266663970922,2.975,0.1809693359568703,0.0,0.0,7152.179404970006,7152.179404970006,28.5,7123.679404970006,281.38533649631523,0.158,0.5,rbc,0.158,28.5,1.0,0.5,0.0,0.0,not_used,0.0,False,,0.5
83,225,2024-01-03 08:15:00,1.0,6.620198320285471,0.0,1.0,0.0,0.0,0.0,0.0,6.621362737774458,24.58450969516636,2.95,0.1467742447950975,0.0,0.0,7149.310701877892,7149.310701877892,0.0,7149.310701877892,51.832502588614716,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
84,226,2024-01-03 08:30:00,1.0,6.620974604995032,0.0,0.0,0.0,1.0,0.0,0.0,6.622138986106194,24.584867321750867,2.925,0.1126518285792592,0.0,0.0,7146.508626231347,7146.508626231346,0.0,7146.508626231347,51.81218754017727,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
85,227,2024-01-03 08:45:00,1.0,6.621750864753875,0.0,0.0,0.0,1.0,0.0,0.0,6.622915216573023,24.585327320522588,2.9,0.07860167076302,0.0,0.0,7143.774688029389,7143.774688029388,0.0,7143.774688029389,51.79236648821307,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
86,228,2024-01-03 09:00:00,1.0,6.62252710411319,0.5,1.0,0.0,0.0,0.0,0.0,6.623691433599554,24.585890597258174,3.0749999999999997,0.05362798170946431,0.0,0.0,7141.811748050451,7141.811748050451,222.9,6918.911748050451,273.29701404799283,0.158,0.5,rbc,0.158,222.9,1.0,0.5,0.0,0.0,not_used,0.0,False,,0.5
87,229,2024-01-03 09:15:00,1.0,6.623303327887336,0.0,1.0,0.0,0.0,0.0,0.0,6.624467641655787,24.58652613251481,3.25,0.024152451828999524,0.0,0.0,7139.535540000442,7139.535540000442,0.0,7139.535540000442,51.761632665003205,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
88,230,2024-01-03 09:30:00,1.0,6.624079540411462,0.0,0.0,0.0,1.0,0.0,0.0,6.625243843851763,24.587216856583293,3.4250000000000003,-0.25097308827507264,0.0,0.0,7120.065348250419,7120.0653482504185,0.0,7120.065348250419,51.620473774815544,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
89,231,2024-01-03 09:45:00,1.0,6.624855745561961,0.0,0.0,0.0,1.0,0.0,0.0,6.626020042579068,24.587951648624095,3.6,-0.30266432915792923,0.0,0.0,7116.768933844046,7116.768933844045,0.0,7116.768933844046,51.59657477036934,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
90,232,2024-01-03 10:00:00,1.0,6.625631946007991,0.5,1.0,0.0,0.0,0.0,0.0,6.626796239742177,24.58880123547917,4.45,0.6040246286776623,0.0,0.0,7193.750825649913,7193.750825649912,165.18,7028.570825649913,277.6285476131716,0.158,0.5,rbc,0.158,165.18,1.0,0.5,0.0,0.0,not_used,0.0,False,,0.5
91,233,2024-01-03 10:15:00,1.0,6.626408143963203,0.0,1.0,0.0,0.0,0.0,0.0,6.62757244030184,24.641786385663313,5.3,1.2498069583123281,0.0,0.0,7239.423458181364,7239.423458181364,0.0,7239.423458181364,52.48582007181489,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
92,234,2024-01-03 10:30:00,1.0,6.627184342826839,0.0,0.0,0.0,1.0,0.0,0.0,6.628350897217157,24.93048713504256,6.15,1.8885440961711981,0.0,0.0,7154.997344831763,7154.997344831762,0.0,7154.997344831763,51.87373075003028,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
93,235,2024-01-03 10:45:00,1.0,6.62796167155405,0.0,0.0,0.0,1.0,0.0,0.0,6.629141796487424,25.137978110422118,7.0,2.52016572833275,901.5564338206441,2998.2739908137455,9153.143805167505,9153.143805167505,0.0,9153.143805167505,66.36029258746441,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
94,236,2024-01-03 11:00:00,1.0,6.628746349683857,0.0,0.0,0.0,1.0,0.0,0.0,6.629941628226746,25.20649145810352,7.45,2.8054178304750104,1144.94699580104,3807.7092787444167,9398.64450662421,9398.64450662421,304.38,9094.264506624211,188.7059885124524,0.083,0.0,rbc,0.083,304.38,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
95,237,2024-01-03 11:15:00,1.0,6.629541715248177,0.0,0.0,0.0,1.0,0.0,0.0,6.6307443863445314,25.225706627134628,7.9,3.0866571587865232,1316.8619400294692,4379.440660803234,9571.231122106601,9571.231122106601,0.0,9571.231122106601,69.39142563527287,0.029,0.0,rbc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
