controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
no_mpc,2880,26208,2024-10-01 00:00:00,2024-10-30 23:45:00,0,90.93277339998167,0,7204224.699217304,7054248.459217304,299814.87442232296,10321.371248749356,10321.371248749356,0.0,0.0,0.0,0.0,0.0,25.40585236590776,25.851940217342964,0,0,0,0,0
