step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
395,26603,2024-10-05 02:45:00,0.0,19.383354670578015,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.383756403178214,25.516504486312886,18.4,16.754019494187965,2083.021270173556,6864.520289184598,9926.089414208667,9926.089414208667,0.0,9926.089414208667,71.96414825301284,0.029,0.0
396,26604,2024-10-05 03:00:00,0.0,19.38362279647927,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.384022728266604,25.51888952973324,18.299999999999997,16.60060878687808,2074.364697943551,6841.807153749517,9933.092635774736,9933.092635774736,0.0,9933.092635774736,72.01492160936684,0.029,0.0
397,26605,2024-10-05 03:15:00,0.0,19.383889566680235,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.3842891453907,25.542476224425176,18.2,16.447302856859366,2069.0366972397856,6830.307686167766,9933.04296468552,9933.04296468552,0.0,9933.04296468552,72.01456149397002,0.029,0.0
398,26606,2024-10-05 03:30:00,0.0,19.384155937788154,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.384556575265197,25.57513219308952,18.1,16.294090546015095,2065.851322329549,6825.525643364075,9935.55373886714,9935.55373886714,0.0,9935.55373886714,72.03276460678677,0.029,0.0
399,26607,2024-10-05 03:45:00,0.0,19.384422861303225,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.384825411693626,25.611758997279544,18.0,16.14098511270206,2063.6278007054934,6823.574594436689,9939.463117620602,9939.4631176206,0.0,9939.463117620602,72.06110760274937,0.029,0.0
400,26608,2024-10-05 04:00:00,0.0,19.384690994452132,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38509582705549,25.62581470151328,18.0,16.14098511270206,2066.9452667681667,6834.8947048947375,9934.82729036606,9934.82729036606,0.0,9934.82729036606,72.02749785515394,0.029,0.0
401,26609,2024-10-05 04:15:00,0.0,19.384960620353915,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38536684109567,25.630080119972263,18.0,16.14098511270206,2068.571488849838,6840.272233325492,9936.701157733589,9936.701157733589,0.0,9936.701157733589,72.04108339356853,0.029,0.0
402,26610,2024-10-05 04:30:00,0.0,19.385231335055245,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38563802862755,25.630334936853995,18.0,16.14098511270206,2069.2437827846816,6842.495348919965,9937.59482769421,9937.59482769421,0.0,9937.59482769421,72.04756250078303,0.029,0.0
403,26611,2024-10-05 04:45:00,0.0,19.385502435838983,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.385909215475976,25.628900437903855,18.0,16.14098511270206,2069.522991665963,6843.418626055044,9937.94982023645,9937.94982023645,0.0,9937.94982023645,72.05013619671426,0.029,0.0
404,26612,2024-10-05 05:00:00,0.0,19.38577362303558,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.386180328279355,25.601178958902707,18.0,16.22730789252926,2074.300433437769,6856.416792146623,9935.264054233683,9935.264054233683,0.0,9935.264054233683,72.0306643931942,0.029,0.0
405,26613,2024-10-05 05:15:00,0.0,19.386044772857513,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.386450225482115,25.562184947319672,18.0,16.313203281778165,2077.016195734406,6862.3015877143225,9934.78846487175,9934.78846487175,0.0,9934.78846487175,72.02721637032019,0.029,0.0
