step,simulation_step,timestamp,controller,price_per_kwh,pv_kw,soc,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
49,26257,2024-10-01 12:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
50,26258,2024-10-01 12:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
51,26259,2024-10-01 12:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
52,26260,2024-10-01 13:00:00,no_mpc,0.083,2507.4,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
53,26261,2024-10-01 13:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
54,26262,2024-10-01 13:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
55,26263,2024-10-01 13:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
56,26264,2024-10-01 14:00:00,no_mpc,0.083,1864.32,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
57,26265,2024-10-01 14:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
58,26266,2024-10-01 14:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
59,26267,2024-10-01 14:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
60,26268,2024-10-01 15:00:00,no_mpc,0.083,1539.18,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
61,26269,2024-10-01 15:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
62,26270,2024-10-01 15:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
63,26271,2024-10-01 15:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
64,26272,2024-10-01 16:00:00,no_mpc,0.083,486.3,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
65,26273,2024-10-01 16:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
66,26274,2024-10-01 16:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
67,26275,2024-10-01 16:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
68,26276,2024-10-01 17:00:00,no_mpc,0.15,48.36,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
69,26277,2024-10-01 17:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
70,26278,2024-10-01 17:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
71,26279,2024-10-01 17:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
72,26280,2024-10-01 18:00:00,no_mpc,0.15,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
73,26281,2024-10-01 18:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
74,26282,2024-10-01 18:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
75,26283,2024-10-01 18:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
76,26284,2024-10-01 19:00:00,no_mpc,0.18,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
77,26285,2024-10-01 19:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
78,26286,2024-10-01 19:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
79,26287,2024-10-01 19:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
80,26288,2024-10-01 20:00:00,no_mpc,0.18,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
81,26289,2024-10-01 20:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
82,26290,2024-10-01 20:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
83,26291,2024-10-01 20:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
84,26292,2024-10-01 21:00:00,no_mpc,0.15,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
85,26293,2024-10-01 21:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
86,26294,2024-10-01 21:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
87,26295,2024-10-01 21:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
88,26296,2024-10-01 22:00:00,no_mpc,0.083,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
89,26297,2024-10-01 22:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
90,26298,2024-10-01 22:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
91,26299,2024-10-01 22:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
92,26300,2024-10-01 23:00:00,no_mpc,0.083,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
93,26301,2024-10-01 23:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
94,26302,2024-10-01 23:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
95,26303,2024-10-01 23:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
96,26304,2024-10-02 00:00:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
97,26305,2024-10-02 00:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
98,26306,2024-10-02 00:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
99,26307,2024-10-02 00:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
100,26308,2024-10-02 01:00:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
101,26309,2024-10-02 01:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
102,26310,2024-10-02 01:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
103,26311,2024-10-02 01:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
104,26312,2024-10-02 02:00:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
105,26313,2024-10-02 02:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
106,26314,2024-10-02 02:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
107,26315,2024-10-02 02:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
108,26316,2024-10-02 03:00:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
109,26317,2024-10-02 03:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
110,26318,2024-10-02 03:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
111,26319,2024-10-02 03:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
112,26320,2024-10-02 04:00:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
113,26321,2024-10-02 04:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
114,26322,2024-10-02 04:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
115,26323,2024-10-02 04:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
116,26324,2024-10-02 05:00:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
117,26325,2024-10-02 05:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
118,26326,2024-10-02 05:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
119,26327,2024-10-02 05:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
120,26328,2024-10-02 06:00:00,no_mpc,0.029,150.42,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
121,26329,2024-10-02 06:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
122,26330,2024-10-02 06:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
123,26331,2024-10-02 06:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
124,26332,2024-10-02 07:00:00,no_mpc,0.029,1138.32,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
125,26333,2024-10-02 07:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
