step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
0,0,2024-01-01 00:00:00,1.0,6.2287412869958,-0.0,0.0,0.0,1.0,0.0,0.0,6.000802666323526,24.578773469497882,-1.6749999999999998,-4.305965422776245,0.0,0.0,7008.103946833191,7008.103946833191,0.0,7008.103946833191,50.808753614540635,0.029,-0.0
1,1,2024-01-01 00:15:00,1.0,6.000401336049217,-0.0,0.0,0.0,1.0,0.0,0.0,6.0016052971527145,24.578649357693138,-1.0499999999999998,-3.881403890573511,0.0,0.0,7012.874790028266,7012.874790028266,0.0,7012.874790028266,50.84334222770493,0.029,-0.0
2,2,2024-01-01 00:30:00,1.0,6.001203984638479,-0.0,0.0,0.0,1.0,0.0,0.0,6.002407888181985,24.578629061706945,-0.42499999999999993,-3.4669348120001517,0.0,0.0,7018.305126160895,7018.305126160895,0.0,7018.305126160895,50.88271216466649,0.029,-0.0
3,3,2024-01-01 00:45:00,1.0,6.002006595547682,-0.0,0.0,0.0,1.0,0.0,0.0,6.0032104439004,24.57864512247066,0.2,-3.0682753811691788,0.0,0.0,7024.409079729146,7024.409079729146,0.0,7024.409079729146,50.92696582803631,0.029,-0.0
