case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_target,soc_final,terminal_soc_abs_error,soc_delta,soc_min,soc_max,soc_violation_count,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,solver_message,max_signed_du,signed_valve_violation_count,grid_balance_violation_count,plant_tracking_error_abs_max_kw_th
strict_cap_1p0_paper_like_mpc_tes,paper_like_mpc_tes,96,38762.25936332794,38762.25936332794,528.1016193279395,419510.02083474194,7853.6208347418815,20343.6,0.0,18383.9328,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.39723323310849146,0.85,0,22227.92471146054,21737.600626207503,0.0640618681650959,0.12826397679993448,0.06420210863483858,0.09604879998369142,0.09604879998369142,optimal,strict,True,,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.5071529003975634,14,0,0.0
