timestamp,step,scenario_id,controller_type,outdoor_temp_c,wet_bulb_c,it_load_kw,pv_actual_kw,pv_forecast_kw,price_currency_per_mwh,demand_charge_rate,demand_charge_basis,peak_cap_kw,base_facility_kw,base_cooling_kw_th,q_chiller_kw_th,q_load_kw_th,q_ch_tes_kw_th,q_dis_tes_kw_th,u_ch,u_dis,u_signed,du_ch,du_dis,signed_du,du_signed_max,mode_index,selected_mode_q_min_kw_th,selected_mode_q_max_kw_th,mode_specific_plr,instant_chiller_cop,plant_power_kw,cold_station_power_kw,grid_import_kw,pv_spill_kw,episode_peak_grid_so_far_kw,predicted_peak_grid_kw,peak_slack_kw,room_temp_c,predicted_room_temp_c,soc,predicted_soc,facility_power_kw,pue,fallback_used,z_mode_0,z_mode_1,z_mode_2
2025-07-01 00:00:00,0,fixcheck_no_tes,no_tes,33.242640687119284,29.242640687119284,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21833.470129472586,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0,0.0,24.0,24.04298985386505,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 00:15:00,1,fixcheck_no_tes,no_tes,32.95607489060041,28.956074890600412,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21812.837392123227,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0,0.0,24.04298985386505,24.084125957196683,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 00:30:00,2,fixcheck_no_tes,no_tes,32.652568574052324,28.652568574052324,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21790.984937331767,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0,0.0,24.084125957196683,24.123323446916494,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 00:45:00,3,fixcheck_no_tes,no_tes,32.333421398117615,28.333421398117615,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21768.006340664466,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0,0.0,24.123323446916494,24.160505247892,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 01:00:00,4,fixcheck_no_tes,no_tes,32.0,28.0,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21744.0,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.000000000099,0.0,24.160505247892,24.19560240587261,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 01:15:00,5,fixcheck_no_tes,no_tes,31.65373214131401,27.65373214131401,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21719.068714174606,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0000000007267,0.0,24.19560240587261,24.228554385634467,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 01:30:00,6,fixcheck_no_tes,no_tes,31.296100594190538,27.296100594190538,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21693.31924278172,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0,0.0,24.228554385634467,24.259309333057594,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 01:45:00,7,fixcheck_no_tes,no_tes,30.92863679181897,26.92863679181897,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21666.861849010966,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0,0.0,24.259309333057594,24.287824300013124,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 02:00:00,8,fixcheck_no_tes,no_tes,30.552914270615126,26.552914270615126,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21639.809827484285,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0000000000014,0.0,24.287824300013124,24.31406543109776,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
2025-07-01 02:15:00,9,fixcheck_no_tes,no_tes,30.170541932096768,26.170541932096768,18000.0,0.0,0.0,29.0,0.0,per_day_proxy,,21612.279019110967,2160.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,14000.0,22000.0,1.0,7.119741100323624,3090.0,3090.0,3090.0,0.0,3090.0,3090.0000000002133,0.0,24.31406543109776,24.338008111415878,0.5,0.5,21090.0,1.1716666666666666,False,0,0,1
