step,simulation_step,timestamp,controller,price_per_kwh,pv_kw,soc,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_before_safety,safety_override,safety_reason,crah_fan_set,crah_t_set,chiller_t_set,q_tes_net_kw_th,tes_set_written
0,0,2024-01-01 00:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.003101099980995059,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
1,1,2024-01-01 00:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012710000155493617,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
2,2,2024-01-01 00:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011534999357536435,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
3,3,2024-01-01 00:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011834000470116735,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
4,4,2024-01-01 01:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011393000604584813,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
5,5,2024-01-01 01:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012889000354334712,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
6,6,2024-01-01 01:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012904999312013388,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
7,7,2024-01-01 01:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011486000148579478,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
8,8,2024-01-01 02:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011132999788969755,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
9,9,2024-01-01 02:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011495000217109919,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
10,10,2024-01-01 02:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011587000917643309,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
11,11,2024-01-01 02:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011366000398993492,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
12,12,2024-01-01 03:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011477000080049038,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
13,13,2024-01-01 03:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011370000429451466,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
14,14,2024-01-01 03:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001221399987116456,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
15,15,2024-01-01 03:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012565000215545297,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
16,16,2024-01-01 04:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001186500070616603,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
17,17,2024-01-01 04:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011761999921873212,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
18,18,2024-01-01 04:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001177600002847612,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
19,19,2024-01-01 04:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.00115130003541708,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
20,20,2024-01-01 05:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0016971000004559755,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
21,21,2024-01-01 05:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013470000121742487,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
22,22,2024-01-01 05:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011560999555513263,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
23,23,2024-01-01 05:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011666999198496342,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
24,24,2024-01-01 06:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012642000801861286,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
25,25,2024-01-01 06:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013009000103920698,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
26,26,2024-01-01 06:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013540000654757023,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
27,27,2024-01-01 06:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013315000105649233,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
28,28,2024-01-01 07:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013011000119149685,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
29,29,2024-01-01 07:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012266000267118216,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
30,30,2024-01-01 07:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013147999998182058,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
31,31,2024-01-01 07:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012393000070005655,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
32,32,2024-01-01 08:00:00,mpc,0.158,1774.8,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012024999596178532,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
33,33,2024-01-01 08:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013654999202117324,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
34,34,2024-01-01 08:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013750999933108687,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
35,35,2024-01-01 08:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013618000084534287,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
36,36,2024-01-01 09:00:00,mpc,0.158,2979.3,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012845000019297004,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
37,37,2024-01-01 09:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001286200014874339,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
38,38,2024-01-01 09:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012413000222295523,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
39,39,2024-01-01 09:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012353999773040414,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
40,40,2024-01-01 10:00:00,mpc,0.158,3490.32,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001347100012935698,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
41,41,2024-01-01 10:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012335999635979533,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
42,42,2024-01-01 10:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012305000564083457,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
43,43,2024-01-01 10:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001362500013783574,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
44,44,2024-01-01 11:00:00,mpc,0.083,3949.68,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011868999572470784,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
45,45,2024-01-01 11:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012474999530240893,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
46,46,2024-01-01 11:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012938999570906162,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
47,47,2024-01-01 11:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0014227000065147877,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
48,48,2024-01-01 12:00:00,mpc,0.029,3905.04,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013458000030368567,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
49,49,2024-01-01 12:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001272300025448203,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
50,50,2024-01-01 12:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001275799935683608,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
51,51,2024-01-01 12:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013558000791817904,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
52,52,2024-01-01 13:00:00,mpc,0.083,3020.82,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013161000097170472,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
53,53,2024-01-01 13:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001307399943470955,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
54,54,2024-01-01 13:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012496000854298472,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
55,55,2024-01-01 13:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012743000406771898,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
56,56,2024-01-01 14:00:00,mpc,0.083,1033.56,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012622000649571419,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
57,57,2024-01-01 14:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001455600024200976,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
58,58,2024-01-01 14:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013498000334948301,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
59,59,2024-01-01 14:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013891999842599034,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
60,60,2024-01-01 15:00:00,mpc,0.083,323.88,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013729999773204327,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
61,61,2024-01-01 15:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013232999481260777,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
62,62,2024-01-01 15:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012207000982016325,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
63,63,2024-01-01 15:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012820999836549163,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
64,64,2024-01-01 16:00:00,mpc,0.083,108.84,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012150999391451478,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
65,65,2024-01-01 16:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013151000021025538,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
66,66,2024-01-01 16:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013701000716537237,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
67,67,2024-01-01 16:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013089999556541443,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
68,68,2024-01-01 17:00:00,mpc,0.158,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013467000098899007,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
69,69,2024-01-01 17:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001281999982893467,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
70,70,2024-01-01 17:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012382999993860722,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
71,71,2024-01-01 17:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012287000427022576,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
72,72,2024-01-01 18:00:00,mpc,0.158,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0017065000720322132,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
73,73,2024-01-01 18:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001408300013281405,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
74,74,2024-01-01 18:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0015946000348776579,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
75,75,2024-01-01 18:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0014597000554203987,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
76,76,2024-01-01 19:00:00,mpc,0.19,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013671999331563711,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
77,77,2024-01-01 19:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012458999408409,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
78,78,2024-01-01 19:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001296199974603951,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
79,79,2024-01-01 19:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012823001015931368,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
80,80,2024-01-01 20:00:00,mpc,0.19,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001256900024600327,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
81,81,2024-01-01 20:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001423100009560585,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
82,82,2024-01-01 20:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001323999953456223,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
83,83,2024-01-01 20:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013383000623434782,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
84,84,2024-01-01 21:00:00,mpc,0.158,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012809999752789736,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
85,85,2024-01-01 21:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012481999583542347,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
86,86,2024-01-01 21:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012214999878779054,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
87,87,2024-01-01 21:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012393000070005655,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
88,88,2024-01-01 22:00:00,mpc,0.083,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013117000926285982,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
89,89,2024-01-01 22:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013380999444052577,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
90,90,2024-01-01 22:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012873000232502818,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
91,91,2024-01-01 22:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012956999707967043,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
92,92,2024-01-01 23:00:00,mpc,0.083,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011989999329671264,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
93,93,2024-01-01 23:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001195400021970272,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
94,94,2024-01-01 23:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011317000025883317,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
95,95,2024-01-01 23:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001125600072555244,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
96,96,2024-01-02 00:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012558000162243843,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
97,97,2024-01-02 00:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001145099988207221,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
98,98,2024-01-02 00:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012024999596178532,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
99,99,2024-01-02 00:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0017538999672979116,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
100,100,2024-01-02 01:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001199499936774373,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
101,101,2024-01-02 01:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011740999761968851,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
102,102,2024-01-02 01:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011455999920144677,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
103,103,2024-01-02 01:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001169400056824088,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
104,104,2024-01-02 02:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011038000229746103,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
105,105,2024-01-02 02:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011517000384628773,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
106,106,2024-01-02 02:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.00110809993930161,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
107,107,2024-01-02 02:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011099000694230199,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
108,108,2024-01-02 03:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011119999689981341,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
109,109,2024-01-02 03:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011702999472618103,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
110,110,2024-01-02 03:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011381000513210893,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
111,111,2024-01-02 03:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001168699935078621,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
112,112,2024-01-02 04:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001209900015965104,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
113,113,2024-01-02 04:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012359999818727374,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
114,114,2024-01-02 04:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001197099918499589,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
115,115,2024-01-02 04:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001165200024843216,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
116,116,2024-01-02 05:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011758999899029732,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
117,117,2024-01-02 05:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001463599968701601,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
118,118,2024-01-02 05:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011115999659523368,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
119,119,2024-01-02 05:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011142999865114689,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
120,120,2024-01-02 06:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011195000261068344,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
121,121,2024-01-02 06:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013631000183522701,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
122,122,2024-01-02 06:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001345600001513958,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
123,123,2024-01-02 06:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012369999894872308,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
124,124,2024-01-02 07:00:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0011895999778062105,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
125,125,2024-01-02 07:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.001279400079511106,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
126,126,2024-01-02 07:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012846000026911497,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
127,127,2024-01-02 07:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013275999808683991,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
128,128,2024-01-02 08:00:00,mpc,0.158,40.32,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0013053999282419682,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
129,129,2024-01-02 08:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012880000285804272,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
130,130,2024-01-02 08:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012366999872028828,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
131,131,2024-01-02 08:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012147000525146723,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
132,132,2024-01-02 09:00:00,mpc,0.158,138.12,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012145000509917736,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
133,133,2024-01-02 09:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012181000784039497,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
134,134,2024-01-02 09:30:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012649999698624015,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
135,135,2024-01-02 09:45:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012852000072598457,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
136,136,2024-01-02 10:00:00,mpc,0.158,235.02,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012399000115692616,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
137,137,2024-01-02 10:15:00,mpc,0.029,0.0,1.0,-0.0,0.0,0.0,optimal_relaxed_modes,0.0012986999936401844,False,,-0.0,False,,0.0,0.0,0.0,0.0,-0.0
