step,simulation_step,timestamp,controller,price_per_kwh,pv_kw,soc,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_before_safety,safety_override,safety_reason,crah_fan_set,crah_t_set,chiller_t_set,q_tes_net_kw_th,tes_set_written
4560,4560,2024-02-17 12:00:00,mpc,0.029,5060.16,0.39326940694656554,-0.1469863510102914,0.0,7493.790375463657,optimal_relaxed_modes,0.0012687999987974763,False,,-0.1469863510102914,False,,0.0,0.0,0.0,661.4385795463113,-0.1469863510102914
4561,4561,2024-02-17 12:15:00,mpc,0.029,0.0,0.4172052359079669,-0.770070422738479,0.0,10297.768525580605,optimal_relaxed_modes,0.0012153999414294958,False,,-0.770070422738479,False,,0.0,0.0,0.0,3465.316902323156,-0.770070422738479
4562,4562,2024-02-17 12:30:00,mpc,0.029,0.0,0.4543742777766405,0.2003337665684683,0.0,5931.049267401123,optimal_relaxed_modes,0.0012887000339105725,False,,0.2003337665684683,False,,0.0,0.0,0.0,-901.5019495581073,0.2003337665684683
4563,4563,2024-02-17 12:45:00,mpc,0.029,0.0,0.48320173312067366,1.0,0.0,2332.6500715856237,optimal_relaxed_modes,0.0013050000416114926,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4564,4564,2024-02-17 13:00:00,mpc,0.083,4769.52,0.4806645136766626,1.0,0.0,2332.718963337239,optimal_relaxed_modes,0.0013509999262169003,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4565,4565,2024-02-17 13:15:00,mpc,0.029,0.0,0.46859567882575237,0.6921498258887189,0.0,3718.104904656395,optimal_relaxed_modes,0.0012376999948173761,False,,0.6921498258887189,False,,0.0,0.0,0.0,-3114.6742164992347,0.6921498258887189
4566,4566,2024-02-17 13:30:00,mpc,0.029,0.0,0.460173207895881,0.40165635577573855,0.0,5025.382834639079,optimal_relaxed_modes,0.0012359999818727374,False,,0.40165635577573855,False,,0.0,0.0,0.0,-1807.4536009908234,0.40165635577573855
4567,4567,2024-02-17 13:45:00,mpc,0.029,0.0,0.45369736886665085,0.17876898853097797,0.0,6028.429537336258,optimal_relaxed_modes,0.0013838999439030886,False,,0.17876898853097797,False,,0.0,0.0,0.0,-804.4604483894009,0.17876898853097797
4568,4568,2024-02-17 14:00:00,mpc,0.083,4080.84,0.4469661936488973,1.0,0.0,2332.9360759395513,optimal_relaxed_modes,0.001246799947693944,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4569,4569,2024-02-17 14:15:00,mpc,0.029,0.0,0.44286048292762253,-0.20078014439466682,0.0,7736.483309751193,optimal_relaxed_modes,0.0012103000190109015,False,,-0.20078014439466682,False,,1.0,0.0,0.0,903.5106497760007,-0.20078014439466682
4570,4570,2024-02-17 14:30:00,mpc,0.029,0.0,0.4606257674321104,0.41782230942419807,0.0,4952.712594084221,optimal_relaxed_modes,0.0013177000219002366,False,,0.41782230942419807,False,,0.0,0.0,0.0,-1880.2003924088913,0.41782230942419807
4571,4571,2024-02-17 14:45:00,mpc,0.029,0.0,0.4816385556967451,1.0,0.0,2332.755324051647,optimal_relaxed_modes,0.0012904999312013388,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4572,4572,2024-02-17 15:00:00,mpc,0.083,3011.16,0.47749608576729546,1.0,0.0,2332.586309925011,optimal_relaxed_modes,0.0011999999405816197,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4573,4573,2024-02-17 15:15:00,mpc,0.029,0.0,0.4699885920757325,0.7412659951395635,0.0,3496.7486019100797,optimal_relaxed_modes,0.0013104999670758843,False,,0.7412659951395635,False,,1.0,0.0,0.0,-3335.696978128036,0.7412659951395635
4574,4574,2024-02-17 15:30:00,mpc,0.029,0.0,0.4654613281191401,0.5859609568351166,0.0,4195.5092836667645,optimal_relaxed_modes,0.001323399948887527,False,,0.5859609568351166,False,,1.0,0.0,0.0,-2636.824305758025,0.5859609568351166
4575,4575,2024-02-17 15:45:00,mpc,0.029,0.0,0.45399788746785563,0.18988012733365434,0.0,5977.786738034728,optimal_relaxed_modes,0.0012432000366970897,False,,0.18988012733365434,False,,0.0,0.0,0.0,-854.4605730014446,0.18988012733365434
4576,4576,2024-02-17 16:00:00,mpc,0.083,1593.12,0.4460269671365302,1.0,0.0,2332.1859546215474,optimal_relaxed_modes,0.0013234000653028488,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4577,4577,2024-02-17 16:15:00,mpc,0.029,0.0,0.43998383623810683,-0.30007355084985726,0.0,8182.473494503269,optimal_relaxed_modes,0.0012206999817863107,False,,-0.30007355084985726,False,,0.0,0.0,0.0,1350.3309788243578,-0.30007355084985726
4578,4578,2024-02-17 16:30:00,mpc,0.029,0.0,0.4618829721880166,0.4618801425654862,0.0,4753.650940757275,optimal_relaxed_modes,0.0012483999598771334,False,,0.4618801425654862,False,,1.0,0.0,0.0,-2078.460641544688,0.4618801425654862
4579,4579,2024-02-17 16:45:00,mpc,0.029,0.0,0.4749866536899138,0.9185238697361989,0.0,2698.7331279132563,optimal_relaxed_modes,0.001213099923916161,False,,0.9185238697361989,False,,1.0,0.0,0.0,-4133.357413812895,0.9185238697361989
4580,4580,2024-02-17 17:00:00,mpc,0.158,247.26,0.4775474304868706,1.0,0.0,2332.0615698080046,optimal_relaxed_modes,0.0012488000793382525,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4581,4581,2024-02-17 17:15:00,mpc,0.029,0.0,0.4688490972292852,0.7019414468822154,0.0,3673.292976126811,optimal_relaxed_modes,0.0012631999561563134,False,,0.7019414468822154,False,,0.0,0.0,0.0,-3158.736510969969,0.7019414468822154
4582,4582,2024-02-17 17:30:00,mpc,0.029,0.0,0.4621082579715258,0.4697548437168583,0.0,4718.096187848116,optimal_relaxed_modes,0.0013522000517696142,False,,0.4697548437168583,False,,0.0,0.0,0.0,-2113.8967967258623,0.4697548437168583
4583,4583,2024-02-17 17:45:00,mpc,0.029,0.0,0.4551053736252516,0.22847759406599086,0.0,5803.810073732705,optimal_relaxed_modes,0.0013256999664008617,False,,0.22847759406599086,False,,1.0,0.0,0.0,-1028.149173296959,0.22847759406599086
4584,4584,2024-02-17 18:00:00,mpc,0.158,0.0,0.4508536687724491,1.0,0.0,2331.959433536512,optimal_relaxed_modes,0.0012852000072598457,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4585,4585,2024-02-17 18:15:00,mpc,0.029,0.0,0.4400385020613249,-0.298016747877619,0.0,8173.0466922734895,optimal_relaxed_modes,0.0012627000687643886,False,,-0.298016747877619,False,,0.0,0.0,0.0,1341.0753654492855,-0.298016747877619
4586,4586,2024-02-17 18:30:00,mpc,0.029,0.0,0.4602323749866377,0.4047711116840951,0.0,5010.5128420710425,optimal_relaxed_modes,0.0014381000073626637,False,,0.4047711116840951,False,,0.0,0.0,0.0,-1821.4700025784277,0.4047711116840951
4587,4587,2024-02-17 18:45:00,mpc,0.029,0.0,0.4826722498441955,1.0,0.0,2331.9908700361566,optimal_relaxed_modes,0.0012323000701144338,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4588,4588,2024-02-17 19:00:00,mpc,0.19,0.0,0.4786892046115198,1.0,0.0,2331.949203801888,optimal_relaxed_modes,0.0012369999894872308,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4589,4589,2024-02-17 19:15:00,mpc,0.029,0.0,0.47400355689056023,0.8811196675252535,0.0,2866.8548566869345,optimal_relaxed_modes,0.0014406000263988972,False,,0.8811196675252535,False,,1.0,0.0,0.0,-3965.038503863641,0.8811196675252535
4590,4590,2024-02-17 19:30:00,mpc,0.029,0.0,0.4621658590074598,0.47203031001689505,0.0,4707.695622241044,optimal_relaxed_modes,0.0014082000125199556,False,,0.47203031001689505,False,,0.0,0.0,0.0,-2124.136395076028,0.47203031001689505
4591,4591,2024-02-17 19:45:00,mpc,0.029,0.0,0.4539445578684924,0.18845817723038735,0.0,5983.707602127882,optimal_relaxed_modes,0.001324299955740571,False,,0.18845817723038735,False,,0.0,0.0,0.0,-848.0617975367431,0.18845817723038735
4592,4592,2024-02-17 20:00:00,mpc,0.19,0.0,0.44766075951298767,1.0,0.0,2331.7414747844105,optimal_relaxed_modes,0.0012622999493032694,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4593,4593,2024-02-17 20:15:00,mpc,0.029,0.0,0.4411309151470815,-0.25985097633790305,0.0,8001.055063635451,optimal_relaxed_modes,0.0012477000709623098,False,,-0.25985097633790305,False,,1.0,0.0,0.0,1169.3293935205638,-0.25985097633790305
4594,4594,2024-02-17 20:30:00,mpc,0.029,0.0,0.452701241161714,0.14356069635586896,0.0,6185.687715236963,optimal_relaxed_modes,0.0012384000001475215,False,,0.14356069635586896,False,,1.0,0.0,0.0,-646.0231336014103,0.14356069635586896
4595,4595,2024-02-17 20:45:00,mpc,0.029,0.0,0.4837621508073986,1.0,0.0,2331.6910940804983,optimal_relaxed_modes,0.0012289000442251563,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4596,4596,2024-02-17 21:00:00,mpc,0.158,0.0,0.4773764013477689,1.0,0.0,2331.674378011957,optimal_relaxed_modes,0.0012098000152036548,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4597,4597,2024-02-17 21:15:00,mpc,0.029,0.0,0.47037535805242164,0.7552937670041409,0.0,3432.838996183649,optimal_relaxed_modes,0.0013163000112399459,False,,0.7552937670041409,False,,0.0,0.0,0.0,-3398.821951518634,0.7552937670041409
4598,4598,2024-02-17 21:30:00,mpc,0.029,0.0,0.46310397385278884,0.5046942240482692,0.0,4560.527309281498,optimal_relaxed_modes,0.0014718999154865742,False,,0.5046942240482692,False,,1.0,0.0,0.0,-2271.1240082172117,0.5046942240482692
4599,4599,2024-02-17 21:45:00,mpc,0.029,0.0,0.4587067522129818,0.35387469141849637,0.0,5239.209868228286,optimal_relaxed_modes,0.0012898000422865152,False,,0.35387469141849637,False,,1.0,0.0,0.0,-1592.4361113832338,0.35387469141849637
4600,4600,2024-02-17 22:00:00,mpc,0.083,0.0,0.4475473564993349,1.0,0.0,2331.6418251424857,optimal_relaxed_modes,0.0013049000408500433,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4601,4601,2024-02-17 22:15:00,mpc,0.029,0.0,0.4397776351671336,1.0,0.0,2331.6401913743775,optimal_relaxed_modes,0.0012339999666437507,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4602,4602,2024-02-17 22:30:00,mpc,0.029,0.0,0.4339274649487644,1.0,0.0,2331.6400550687013,optimal_relaxed_modes,0.0012311000609770417,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4603,4603,2024-02-17 22:45:00,mpc,0.029,0.0,0.42784653480926155,1.0,0.0,2331.6407108689764,optimal_relaxed_modes,0.00121929997112602,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4604,4604,2024-02-17 23:00:00,mpc,0.083,0.0,0.4240965877611793,1.0,0.0,2331.5981839199485,optimal_relaxed_modes,0.0011878999648615718,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4605,4605,2024-02-17 23:15:00,mpc,0.029,0.0,0.4144650272482269,1.0,0.0,2331.5387106205726,optimal_relaxed_modes,0.0012221999932080507,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4606,4606,2024-02-17 23:30:00,mpc,0.029,0.0,0.40771647272427575,1.0,0.0,2331.4664022256384,optimal_relaxed_modes,0.0014033999759703875,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4607,4607,2024-02-17 23:45:00,mpc,0.029,0.0,0.40284812339055914,1.0,0.0,2331.3829521442985,optimal_relaxed_modes,0.0012672999873757362,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4608,4608,2024-02-18 00:00:00,mpc,0.029,0.0,0.3977841870887708,1.0,0.0,2331.3405370814953,optimal_relaxed_modes,0.0013915000017732382,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4609,4609,2024-02-18 00:15:00,mpc,0.029,0.0,0.39459065494888074,1.0,0.0,2331.311470569962,optimal_relaxed_modes,0.0012934999540448189,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4610,4610,2024-02-18 00:30:00,mpc,0.029,0.0,0.38626735331773254,1.0,0.0,2331.291570967106,optimal_relaxed_modes,0.0012435999233275652,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4611,4611,2024-02-18 00:45:00,mpc,0.029,0.0,0.3803897294575515,1.0,0.0,2331.281280969236,optimal_relaxed_modes,0.0012565999059006572,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4612,4612,2024-02-18 01:00:00,mpc,0.029,0.0,0.37635738665126284,1.0,0.0,2331.2720795804416,optimal_relaxed_modes,0.001231500064022839,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4613,4613,2024-02-18 01:15:00,mpc,0.029,0.0,0.37215862312815345,0.8961577299428314,0.0,2798.5549774180618,optimal_relaxed_modes,0.001259499927982688,False,,0.8961577299428314,False,,1.0,0.0,0.0,-4032.7097847427412,0.8961577299428314
4614,4614,2024-02-18 01:30:00,mpc,0.029,0.0,0.3694352274287719,0.8016791594495664,0.0,3223.701492988061,optimal_relaxed_modes,0.0013303000014275312,False,,0.8016791594495664,False,,1.0,0.0,0.0,-3607.5562175230484,0.8016791594495664
4615,4615,2024-02-18 01:45:00,mpc,0.029,0.0,0.3622220238567466,0.551360930615838,0.0,4350.125649718313,optimal_relaxed_modes,0.0012990999966859818,False,,0.551360930615838,False,,0.0,0.0,0.0,-2481.124187771271,0.551360930615838
4616,4616,2024-02-18 02:00:00,mpc,0.029,0.0,0.3570863414697675,0.3731586805626329,0.0,5152.007999331794,optimal_relaxed_modes,0.0016000999603420496,False,,0.3731586805626329,False,,0.0,0.0,0.0,-1679.214062531848,0.3731586805626329
4617,4617,2024-02-18 02:15:00,mpc,0.029,0.0,0.35376702472487737,0.25800106518207616,0.0,5670.182145068311,optimal_relaxed_modes,0.0013914000010117888,False,,0.25800106518207616,False,,0.0,0.0,0.0,-1161.0047933193428,0.25800106518207616
4618,4618,2024-02-18 02:30:00,mpc,0.029,0.0,0.3503067393145599,0.13794374034701004,0.0,6210.400232277316,optimal_relaxed_modes,0.0012150000547990203,False,,0.13794374034701004,False,,1.0,0.0,0.0,-620.7468315615452,0.13794374034701004
4619,4619,2024-02-18 02:45:00,mpc,0.029,0.0,0.34798656980430626,0.05745345327420121,0.0,6572.5637685511065,optimal_relaxed_modes,0.0012351999757811427,False,,0.05745345327420121,False,,1.0,0.0,0.0,-258.54053973390546,0.05745345327420121
4620,4620,2024-02-18 03:00:00,mpc,0.029,0.0,0.34181719022423623,-0.15665678341459574,0.0,7536.0149579722965,optimal_relaxed_modes,0.001200399943627417,False,,-0.15665678341459574,False,,0.0,0.0,0.0,704.9555253656808,-0.15665678341459574
4621,4621,2024-02-18 03:15:00,mpc,0.029,0.0,0.37222920848011615,0.8990131828832648,0.0,2785.455569481172,optimal_relaxed_modes,0.0012366999872028828,False,,0.8990131828832648,False,,0.0,0.0,0.0,-4045.5593229746914,0.8990131828832648
4622,4622,2024-02-18 03:30:00,mpc,0.029,0.0,0.4026396159813964,1.0,0.0,2330.9733297458806,optimal_relaxed_modes,0.001440199906937778,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4623,4623,2024-02-18 03:45:00,mpc,0.029,0.0,0.4019311997398287,1.0,0.0,2330.934393926709,optimal_relaxed_modes,0.0013367999345064163,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4624,4624,2024-02-18 04:00:00,mpc,0.029,0.0,0.3986634192329733,1.0,0.0,2330.9163406006464,optimal_relaxed_modes,0.00131870002951473,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4625,4625,2024-02-18 04:15:00,mpc,0.029,0.0,0.3903080405111252,1.0,0.0,2330.9056236429433,optimal_relaxed_modes,0.001339099952019751,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4626,4626,2024-02-18 04:30:00,mpc,0.029,0.0,0.3844068144918594,1.0,0.0,2330.898269733234,optimal_relaxed_modes,0.0013312000082805753,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4627,4627,2024-02-18 04:45:00,mpc,0.029,0.0,0.3802538556977841,1.0,0.0,2330.8928808957553,optimal_relaxed_modes,0.0013378000585362315,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4628,4628,2024-02-18 05:00:00,mpc,0.029,0.0,0.37593002075472454,1.0,0.0,2330.8858214853753,optimal_relaxed_modes,0.0012833999935537577,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4629,4629,2024-02-18 05:15:00,mpc,0.029,0.0,0.37314030320787894,0.930727609964028,0.0,2642.603895673745,optimal_relaxed_modes,0.001257500029169023,False,,0.930727609964028,False,,1.0,0.0,0.0,-4188.274244838126,0.930727609964028
4630,4630,2024-02-18 05:30:00,mpc,0.029,0.0,0.36603619378058816,0.6841381614098578,0.0,3752.2479061904032,optimal_relaxed_modes,0.0012749999295920134,False,,0.6841381614098578,False,,0.0,0.0,0.0,-3078.6217263443605,0.6841381614098578
4631,4631,2024-02-18 05:45:00,mpc,0.029,0.0,0.3610802404495565,0.5121120542450196,0.0,4526.356013989628,optimal_relaxed_modes,0.001243600039742887,False,,0.5121120542450196,False,,0.0,0.0,0.0,-2304.504244102588,0.5121120542450196
4632,4632,2024-02-18 06:00:00,mpc,0.029,0.0,0.35783828565482684,0.3995795540988478,0.0,5032.747905363215,optimal_relaxed_modes,0.0012088000075891614,False,,0.3995795540988478,False,,0.0,0.0,0.0,-1798.1079934448153,0.3995795540988478
4633,4633,2024-02-18 06:15:00,mpc,0.029,0.0,0.3544620588427319,-0.7704254645917875,0.0,10297.768525580605,optimal_relaxed_modes,0.0012475999537855387,False,,-0.7704254645917875,False,,1.0,0.0,0.0,3466.914590663044,-0.7704254645917875
4634,4634,2024-02-18 06:30:00,mpc,0.029,0.0,0.3715855792950695,-0.7704253320704854,0.0,10297.768525580605,optimal_relaxed_modes,0.0015179000329226255,False,,-0.7704253320704854,False,,1.0,0.0,0.0,3466.913994317184,-0.7704253320704854
4635,4635,2024-02-18 06:45:00,mpc,0.029,0.0,0.42883839651154015,1.0,0.0,2330.8566221789524,optimal_relaxed_modes,0.0012392000062391162,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4636,4636,2024-02-18 07:00:00,mpc,0.029,755.46,0.45387524873666296,1.0,0.0,2330.8553520717096,optimal_relaxed_modes,0.0013275000965222716,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4637,4637,2024-02-18 07:15:00,mpc,0.029,0.0,0.45135445914410804,0.0959557090408503,0.0,6399.052958835037,optimal_relaxed_modes,0.0012854000087827444,False,,0.0959557090408503,False,,0.0,0.0,0.0,-431.80069068382636,0.0959557090408503
4638,4638,2024-02-18 07:30:00,mpc,0.029,0.0,0.44471116728122084,-0.1328710566374199,0.0,7428.7729725219915,optimal_relaxed_modes,0.0012817999813705683,False,,-0.1328710566374199,False,,1.0,0.0,0.0,597.9197548683896,-0.1328710566374199
4639,4639,2024-02-18 07:45:00,mpc,0.029,0.0,0.4570490842105282,0.297155271053021,0.0,5493.657064134713,optimal_relaxed_modes,0.0011881999671459198,False,,0.297155271053021,False,,1.0,0.0,0.0,-1337.1987197385943,0.297155271053021
4640,4640,2024-02-18 08:00:00,mpc,0.158,2233.98,0.4894323253571755,1.0,0.0,2330.8440275742096,optimal_relaxed_modes,0.001221099984832108,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4641,4641,2024-02-18 08:15:00,mpc,0.029,0.0,0.4828586075078155,1.0,0.0,2330.8302706261093,optimal_relaxed_modes,0.0012915999395772815,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4642,4642,2024-02-18 08:30:00,mpc,0.029,0.0,0.4758081008771509,0.946479350733698,0.0,2571.660698980359,optimal_relaxed_modes,0.00126369995996356,False,,0.946479350733698,False,,0.0,0.0,0.0,-4259.157078301641,0.946479350733698
4643,4643,2024-02-18 08:45:00,mpc,0.029,0.0,0.46885027551070624,0.7067184872385098,0.0,3650.574501584314,optimal_relaxed_modes,0.0012727000284940004,False,,0.7067184872385098,False,,1.0,0.0,0.0,-3180.233192573294,0.7067184872385098
4644,4644,2024-02-18 09:00:00,mpc,0.158,3446.04,0.46518243942736276,1.0,0.0,2330.833851127888,optimal_relaxed_modes,0.0013197000371292233,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4645,4645,2024-02-18 09:15:00,mpc,0.029,0.0,0.4558057717451407,0.2503794032788531,0.0,5704.164714560426,optimal_relaxed_modes,0.0012375999940559268,False,,0.2503794032788531,False,,0.0,0.0,0.0,-1126.707314754839,0.2503794032788531
4646,4646,2024-02-18 09:30:00,mpc,0.029,0.0,0.4487349343826537,0.04389833548110073,0.0,6633.371546986154,optimal_relaxed_modes,0.0012592999264597893,False,,0.04389833548110073,False,,0.0,0.0,0.0,-197.5425096649533,0.04389833548110073
4647,4647,2024-02-18 09:45:00,mpc,0.029,0.0,0.442632478001153,-0.08648427572146748,0.0,7220.136985654305,optimal_relaxed_modes,0.0011997000547125936,False,,-0.08648427572146748,False,,0.0,0.0,0.0,389.1792407466037,-0.08648427572146748
4648,4648,2024-02-18 10:00:00,mpc,0.158,4282.5,0.46552403137864096,1.0,0.0,2330.9487593949534,optimal_relaxed_modes,0.0014099000254645944,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4649,4649,2024-02-18 10:15:00,mpc,0.029,0.0,0.47941398967491267,1.0,0.0,2330.9244306023384,optimal_relaxed_modes,0.0012544000055640936,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4650,4650,2024-02-18 10:30:00,mpc,0.029,0.0,0.4827778434108805,1.0,0.0,2330.8955994145917,optimal_relaxed_modes,0.0012728000292554498,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4651,4651,2024-02-18 10:45:00,mpc,0.029,0.0,0.4757214276640457,1.0,0.0,2330.864779484461,optimal_relaxed_modes,0.001254200004041195,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4652,4652,2024-02-18 11:00:00,mpc,0.083,4722.18,0.47104202521067945,1.0,0.0,2298.2787265071274,optimal_relaxed_modes,0.0012343000853434205,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4653,4653,2024-02-18 11:15:00,mpc,0.029,0.0,0.46734913399481043,1.0,0.0,2164.179012581796,optimal_relaxed_modes,0.0012527999933809042,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4654,4654,2024-02-18 11:30:00,mpc,0.029,0.0,0.46576577869628943,1.0,0.0,1973.6222895095552,optimal_relaxed_modes,0.0012806999729946256,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4655,4655,2024-02-18 11:45:00,mpc,0.029,0.0,0.4621308802870922,1.0,0.0,1757.9702552281897,optimal_relaxed_modes,0.0013445999938994646,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4656,4656,2024-02-18 12:00:00,mpc,0.029,4788.84,0.46028519238800375,1.0,0.0,1611.9977848016588,optimal_relaxed_modes,0.001359199988655746,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4657,4657,2024-02-18 12:15:00,mpc,0.029,0.0,0.4597804102058924,1.0,0.0,1494.3823226195764,optimal_relaxed_modes,0.0012391000054776669,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4658,4658,2024-02-18 12:30:00,mpc,0.029,0.0,0.4597496877601107,1.0,0.0,1386.532204452219,optimal_relaxed_modes,0.0012116000289097428,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4659,4659,2024-02-18 12:45:00,mpc,0.029,0.0,0.4598332385197161,1.0,0.0,1281.8790045885817,optimal_relaxed_modes,0.0012450999347493052,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4660,4660,2024-02-18 13:00:00,mpc,0.083,4508.04,0.459783746850327,1.0,0.0,1202.176427463004,optimal_relaxed_modes,0.001218999968841672,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4661,4661,2024-02-18 13:15:00,mpc,0.029,0.0,0.45978080557749007,1.0,0.0,1132.3597325086448,optimal_relaxed_modes,0.001222599996253848,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4662,4662,2024-02-18 13:30:00,mpc,0.029,0.0,0.46074228787561833,1.0,0.0,1065.8555644034423,optimal_relaxed_modes,0.0013773000100627542,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4663,4663,2024-02-18 13:45:00,mpc,0.029,0.0,0.4620781711651704,1.0,0.0,1000.327526533968,optimal_relaxed_modes,0.0014057999942451715,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4664,4664,2024-02-18 14:00:00,mpc,0.083,3886.74,0.4628081103807689,1.0,0.0,812.0959211226909,optimal_relaxed_modes,0.0012866000179201365,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4665,4665,2024-02-18 14:15:00,mpc,0.029,0.0,0.4645151949258879,1.0,0.0,574.177063928124,optimal_relaxed_modes,0.001289099920541048,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4666,4666,2024-02-18 14:30:00,mpc,0.029,0.0,0.4662707887164413,1.0,0.0,318.81455069990443,optimal_relaxed_modes,0.001247999956831336,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4667,4667,2024-02-18 14:45:00,mpc,0.029,0.0,0.46950301004424805,1.0,0.0,57.589247323900054,optimal_relaxed_modes,0.001244200044311583,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4668,4668,2024-02-18 15:00:00,mpc,0.083,2885.22,0.47384377241407616,1.0,0.0,15.801676849338037,optimal_relaxed_modes,0.001231500064022839,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4669,4669,2024-02-18 15:15:00,mpc,0.029,0.0,0.4761851576448739,1.0,0.0,64.87695189649367,optimal_relaxed_modes,0.001232899958267808,False,,1.0,False,,1.0,0.0,0.0,-4500.0,1.0
4670,4670,2024-02-18 15:30:00,mpc,0.029,0.0,0.4810071929086246,1.0,0.0,146.74538500175913,optimal_relaxed_modes,0.0012817000970244408,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4671,4671,2024-02-18 15:45:00,mpc,0.029,0.0,0.4835927799124702,1.0,0.0,240.24248075619653,optimal_relaxed_modes,0.0012737999204546213,False,,1.0,False,,0.0,0.0,0.0,-4500.0,1.0
4672,4672,2024-02-18 16:00:00,mpc,0.083,1540.92,0.48652222802166,0.9781891401065631,0.0,0.0,optimal_relaxed_modes,0.0013842000626027584,False,,0.9781891401065631,False,,0.0,0.0,0.0,-4401.851130479534,0.9781891401065631
4673,4673,2024-02-18 16:15:00,mpc,0.029,0.0,0.49053333751398054,0.8624287469806985,0.0,0.0,optimal_relaxed_modes,0.0012678999919444323,False,,0.8624287469806985,False,,1.0,0.0,0.0,-3880.9293614131434,0.8624287469806985
4674,4674,2024-02-18 16:30:00,mpc,0.029,0.0,0.493620497692786,0.7307276800572269,0.0,0.0,optimal_relaxed_modes,0.0012162000639364123,False,,0.7307276800572269,False,,1.0,0.0,0.0,-3288.274560257521,0.7307276800572269
4675,4675,2024-02-18 16:45:00,mpc,0.029,0.0,0.5021955042798125,0.5919315792045161,0.0,0.0,optimal_relaxed_modes,0.001261299941688776,False,,0.5919315792045161,False,,0.0,0.0,0.0,-2663.6921064203225,0.5919315792045161
