controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,crah_fan_assist_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,12000,0,2024-01-01 00:00:00,2024-05-05 23:45:00,0,474.1776563000167,0,177,4532,28635030.424873278,28003175.74987328,1198660.0478875292,10914.186424489475,10914.186424489475,0.33119067742520436,1.0,0.4502785277684343,20.758042949021267,28.281510087266064,27.0,84,21.0,0.007,5.209029442509636,0,0.0,0.0,0.0,0,9357,797
