step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
0,0,2024-01-01 00:00:00,1.0,6.2287412869958,-0.0,0.0,0.0,1.0,0.0,0.0,6.000802666323526,24.578773469497882,-1.6749999999999998,-4.305965422776245,0.0,0.0,7008.103946833191,7008.103946833191,0.0,7008.103946833191,50.808753614540635,0.029,-0.0
1,1,2024-01-01 00:15:00,1.0,6.000401336049217,-0.0,0.0,0.0,1.0,0.0,0.0,6.0016052971527145,24.578649357693138,-1.0499999999999998,-3.881403890573511,0.0,0.0,7012.874790028266,7012.874790028266,0.0,7012.874790028266,50.84334222770493,0.029,-0.0
2,2,2024-01-01 00:30:00,1.0,6.001203984638479,-0.0,0.0,0.0,1.0,0.0,0.0,6.002407888181985,24.578629061706945,-0.42499999999999993,-3.4669348120001517,0.0,0.0,7018.305126160895,7018.305126160895,0.0,7018.305126160895,50.88271216466649,0.029,-0.0
3,3,2024-01-01 00:45:00,1.0,6.002006595547682,-0.0,0.0,0.0,1.0,0.0,0.0,6.0032104439004,24.57864512247066,0.2,-3.0682753811691788,0.0,0.0,7024.409079729146,7024.409079729146,0.0,7024.409079729146,50.92696582803631,0.029,-0.0
4,4,2024-01-01 01:00:00,1.0,6.002809168952748,-0.0,0.0,0.0,1.0,0.0,0.0,6.004012965880197,24.578551832127665,-0.35,-3.520680746888573,0.0,0.0,7017.554274906571,7017.55427490657,0.0,7017.554274906571,50.87726849307264,0.029,-0.0
5,5,2024-01-01 01:15:00,1.0,6.003611707781977,-0.0,0.0,0.0,1.0,0.0,0.0,6.004815449399395,24.578434093514442,-0.9,-3.979660526116951,0.0,0.0,7011.70664928325,7011.706649283251,0.0,7011.70664928325,50.834873207303566,0.029,-0.0
6,6,2024-01-01 01:30:00,1.0,6.004414210505909,-0.0,0.0,0.0,1.0,0.0,0.0,6.005617893401492,24.578312569741325,-1.45,-4.439857240224712,0.0,0.0,7006.742222709856,7006.742222709855,0.0,7006.742222709856,50.798881114646456,0.029,-0.0
7,7,2024-01-01 01:45:00,1.0,6.005216674289982,-0.0,0.0,0.0,1.0,0.0,0.0,6.0064202977255725,24.57818872924664,-2.0,-4.901308352630715,0.0,0.0,7002.496164809931,7002.496164809931,0.0,7002.496164809931,50.768097194872,0.029,-0.0
8,8,2024-01-01 02:00:00,1.0,6.006019098430706,-0.0,0.0,0.0,1.0,0.0,0.0,6.007222662273222,24.578147632656663,-1.725,-4.574987857970416,0.0,0.0,7005.425663156,7005.425663155998,0.0,7005.425663156,50.789336057881,0.029,-0.0
9,9,2024-01-01 02:15:00,1.0,6.006821482906,-0.0,0.0,0.0,1.0,0.0,0.0,6.008024990620942,24.578129531154282,-1.45,-4.246997299697888,0.0,0.0,7008.71958533995,7008.71958533995,0.0,7008.71958533995,50.81321699371464,0.029,-0.0
10,10,2024-01-01 02:30:00,1.0,6.007623829358773,-0.0,0.0,0.0,1.0,0.0,0.0,6.00882728376374,24.57811625662131,-1.175,-3.9173270955409194,0.0,0.0,7012.436587454693,7012.436587454692,0.0,7012.436587454693,50.84016525904653,0.029,-0.0
11,11,2024-01-01 02:45:00,1.0,6.008426140099602,-0.0,0.0,0.0,1.0,0.0,0.0,6.009629541911643,24.578103162269755,-0.9,-3.5859698327757843,0.0,0.0,7016.652222938746,7016.652222938745,0.0,7016.652222938746,50.87072861630591,0.029,-0.0
