step,simulation_step,timestamp,controller,price_per_kwh,pv_kw,soc,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,q_tes_net_kw_th,tes_set_written
0,17376,2024-07-01 00:00:00,measured_data_mpc,0.029,0.0,0.0,-0.32639492511682594,0.0,9002.831857510097,optimal_relaxed_modes,0.0019104999955743551,False,,2152.457289482025,-0.32639492511682594
1,17377,2024-07-01 00:15:00,measured_data_mpc,0.029,0.0,0.0,-0.32639492511682594,0.0,9005.372420201895,optimal_relaxed_modes,0.001865800004452467,False,,2152.457289482025,-0.32639492511682594
2,17378,2024-07-01 00:30:00,measured_data_mpc,0.029,0.0,0.0,-0.32639492511682594,0.0,9006.326477412902,optimal_relaxed_modes,0.0012746999855153263,False,,2152.457289482025,-0.32639492511682594
3,17379,2024-07-01 00:45:00,measured_data_mpc,0.029,0.0,0.0,-0.3263949251168261,0.0,9006.62528662178,optimal_relaxed_modes,0.001203799998620525,False,,2152.4572894820258,-0.3263949251168261
4,17380,2024-07-01 01:00:00,measured_data_mpc,0.029,0.0,0.0,-0.3263949251168261,0.0,9013.07967421255,optimal_relaxed_modes,0.001125099981436506,False,,2152.4572894820258,-0.3263949251168261
5,17381,2024-07-01 01:15:00,measured_data_mpc,0.029,0.0,0.0,-0.3263949251168261,0.0,9007.236537186258,optimal_relaxed_modes,0.0013967000122647732,False,,2152.4572894820258,-0.3263949251168261
6,17382,2024-07-01 01:30:00,measured_data_mpc,0.029,0.0,0.0,-0.32639492511682594,0.0,9004.13795588066,optimal_relaxed_modes,0.0015408000035677105,False,,2152.457289482025,-0.32639492511682594
7,17383,2024-07-01 01:45:00,measured_data_mpc,0.029,0.0,0.0,-0.32639492511682594,0.0,9002.843997117592,optimal_relaxed_modes,0.0011627000058069825,False,,2152.457289482025,-0.32639492511682594
8,17384,2024-07-01 02:00:00,measured_data_mpc,0.029,0.0,0.0,-0.32639492511682594,0.0,9000.01460489643,optimal_relaxed_modes,0.001061399991158396,False,,2152.457289482025,-0.32639492511682594
9,17385,2024-07-01 02:15:00,measured_data_mpc,0.029,0.0,0.03871287575388966,-0.32639492511682594,0.0,8998.690428882968,optimal_relaxed_modes,0.0014393000165000558,False,,2152.457289482025,-0.32639492511682594
