controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
measured_data_mpc,2880,17376,2024-07-01 00:00:00,2024-07-30 23:45:00,0,124.38236319998396,0,7081511.432809733,6984830.192809733,299471.51001180755,10779.889848168947,10779.889848168947,980963.8942259772,531780.7030619647,0.0,0.6514611231051443,0.1448829416436797,25.341691629169986,33.43961810379672,0,0,0,313,2563
