timestamp,step,status,solve_time_s,mip_gap,objective_value
2025-07-01 15:30:00,62,optimal,0.21289970001089387,0.0019211419687397264,718934.4536445031
2025-07-01 15:45:00,63,optimal,0.22762600000714883,0.002351340406371753,724243.2492716128
2025-07-01 16:00:00,64,optimal,0.24550810002256185,0.002121318655031641,729497.506967945
2025-07-01 16:15:00,65,optimal,0.20494890000554733,0.0020671608977221438,734502.0929246438
2025-07-01 16:30:00,66,optimal,0.21357339998940006,0.001835023388428714,739442.2303989788
2025-07-01 16:45:00,67,optimal,0.2128472000185866,0.0017907656325257303,744504.5184898941
2025-07-01 17:00:00,68,optimal,0.213169900001958,0.001962341129822268,749788.3882351161
2025-07-01 17:15:00,69,optimal,0.20646950000082143,0.0020856718071604525,755045.7989557714
2025-07-01 17:30:00,70,optimal,0.23455110000213608,0.001779330326876755,759973.7152060489
2025-07-01 17:45:00,71,optimal,0.28809000001638196,0.0022619160311160053,765604.5030625967
2025-07-01 18:00:00,72,optimal,0.25574150000466034,0.001922350773197427,770435.5218806004
2025-07-01 18:15:00,73,optimal,0.25036519998684525,0.002075366981182015,775732.3259748125
2025-07-01 18:30:00,74,optimal,0.2510441000049468,0.0018591132127065018,780634.1753980721
2025-07-01 18:45:00,75,optimal,0.23335429999860935,0.001778428599153151,785714.8238702195
2025-07-01 19:00:00,76,optimal,0.23019319999730214,0.0019113921406996482,790873.0620641449
2025-07-01 19:15:00,77,optimal,0.22446920000948012,0.001928585663177503,795976.6075540815
2025-07-01 19:30:00,78,optimal,0.2546379999839701,0.0017044926823600586,800694.9160092482
2025-07-01 19:45:00,79,optimal,0.24147410001023673,0.0018608506399984852,805752.9566746248
2025-07-01 20:00:00,80,optimal,0.20673460001125932,0.0019385416348002003,810679.2979490844
2025-07-01 20:15:00,81,optimal,0.22913409999455325,0.0020948772821145524,815722.6346761937
2025-07-01 20:30:00,82,optimal,0.25135059998137876,0.001814286194103768,820435.4214394639
2025-07-01 20:45:00,83,optimal,0.22120669999276288,0.00192847802721276,825296.6412642248
2025-07-01 21:00:00,84,optimal,0.23139259999152273,0.0018309267053859748,830134.8445737744
2025-07-01 21:15:00,85,optimal,0.19023249999736436,0.0019186641120465104,834949.6659133337
2025-07-01 21:30:00,86,optimal,0.2043441999994684,0.0019817503237164664,839758.8877207983
2025-07-01 21:45:00,87,optimal,0.20943260000785813,0.0018426065916347873,844432.7561983806
2025-07-01 22:00:00,88,optimal,0.2117417999834288,0.0018495118514703394,849124.7031451085
2025-07-01 22:15:00,89,optimal,0.2092947000055574,0.0018687556061866351,853813.9626351901
2025-07-01 22:30:00,90,optimal,0.23446680000051856,0.0020146796071570773,858618.6256062072
2025-07-01 22:45:00,91,optimal,0.22579620001488365,0.0017981011990373535,863056.290789951
2025-07-01 23:00:00,92,optimal,0.286535899998853,0.0018610489341692362,867710.749236829
2025-07-01 23:15:00,93,optimal,0.3519277999876067,0.002071135443332971,872495.9416874786
2025-07-01 23:30:00,94,optimal,0.22177269999519922,0.0017342247865603068,876743.489520157
2025-07-01 23:45:00,95,optimal,0.21703770000021905,0.0019126102634199405,881495.1747715848
