case_id,cost_total,cost_peak,cost_valley,grid_import_mwh,pv_total_mwh,pv_self_consumed_mwh,pv_self_consumption_rate_pct,pv_load_coverage_pct,pv_spill_mwh,temp_violation_count,temp_violation_degree_hours,tes_cycles_equiv,soc_violation_count,pue_avg,pue_p95,solve_time_avg_s,solve_time_p95_s,optimal_rate,has_nan,infeasible_count
tes_mpc_v2_96step_smoke,45832.034957761156,28580.27173946162,5531.727174356865,495.8690708510769,20.398573697846405,20.398573697846405,100.0,3.951162524560138,0.0,27,5.869294635151729,2.82447236037126,0,1.195063992011397,1.2668032461848056,0.26676865520857973,0.33131857499392936,1.0,False,0
