timestep,month,day_of_month,hour,outdoor_temperature,outdoor_wet_temperature,air_temperature,air_humidity,CT_temperature,CW_temperature,CRAH_temperature_1,CRAH_temperature_2,act_Fan,act_Chiller_T,act_Chiller_Pump,act_CT_Pump,act_ITE,TES_SOC,TES_avg_temp,Electricity:Facility,ITE-CPU:InteriorEquipment:Electricity,Water:Facility,TES_valve_wrapper_position,hour_sin,hour_cos,month_sin,month_cos,price_current_norm,price_future_slope,price_future_mean,pv_current_ratio,pv_future_slope,time_to_pv_peak,workload_current_utilization,workload_queue_norm,workload_oldest_age_norm,workload_avg_age_norm,workload_hist_0_6h,workload_hist_6_12h,workload_hist_12_18h,workload_hist_18_24h,workload_hist_24h_plus,CRAH_Fan_DRL,CT_Pump_DRL,CRAH_T_DRL,Chiller_T_DRL,ITE_DRL,TES_DRL,time (hours),reward,energy_term,ITE_term,comfort_term,cost_term,terminated,truncated
1,1.0,1.0,0.0,7.8,6.388655,28.32207,22.70873,10.833099,6.67,11.0,28.324146,500.0,5.6,519.5266,300.0,0.5702081,0.91266036,6.524038,42120770000.0,31697895000.0,24.018787,0.0,0.0,1.0,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.0,0.5217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.25,,,,,,,,False,False
2,1.0,1.0,1.0,8.3,6.698101,26.520962,25.236074,11.142545,6.67,11.255959,26.520962,550.6031,6.0860934,452.17114,356.50916,0.5558581,0.99942935,6.003424,41209045000.0,30748283000.0,23.799747,0.0273134,0.25881904,0.9659258,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.0,0.47826087,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060307,0.5650916,0.511916,0.9721864,0.36,0.0273134,2.142857142857143,-6.255757283542314,-0.6701031956511446,-1.8499096199185083,-41209044474.913376,-1.2332730799456721,41209044474.913376,1.5209624897186842,False,False
3,1.0,1.0,2.0,7.8,6.3884497,32.169968,18.20932,10.832893,13.527804,17.110394,32.14178,543.191,6.201574,713.29236,386.78613,0.5284199,0.9987929,6.0072427,31225320000.0,29986513000.0,12.564095,-0.074332446,0.5,0.8660254,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.00047857143,0.4347826,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28678674,0.5545114,0.46752352,0.610058,0.36,-0.074332446,3.0833333333333335,-8.257046194359042,-0.5206560694643658,-4.016518988841467,-31225319592.04709,-2.677679325894311,31225319592.04709,7.169966572321812,False,False
4,1.0,1.0,3.0,6.7,5.3467407,31.320818,19.102531,9.791184,13.229399,16.892162,32.169968,544.3088,6.051589,713.29236,373.04825,0.47242,0.8836046,6.6983724,30101686000.0,28768332000.0,14.788457,-0.123178765,0.70710677,0.70710677,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.1252943,0.39130434,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30943835,0.39107966,0.27027172,0.35001495,0.37,-0.123178765,4.0,-5.586070482961232,-0.5231739836903534,-3.7711854572986523,-30101686200.81888,-2.5141236381991017,30101686200.81888,6.320817668151488,False,False
5,1.0,1.0,4.0,6.7,5.3467407,22.731379,31.610939,9.791184,6.67,11.218215,22.731377,611.7887,6.268578,363.71518,307.02008,0.39341477,0.8787249,6.7276506,34835380000.0,25710846000.0,18.731441,0.03276439,0.8660254,0.5,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.25298572,0.3478261,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746492,0.04056725,0.2986556,0.7025911,0.37,0.03276439,5.038461538461538,-1.8858225655259306,-0.6774452346264018,0.0,-34835379007.07785,0,34835379007.07785,0.0,False,False
6,1.0,1.0,5.0,6.7,5.3470836,21.11982,34.901035,9.791528,6.67,11.420428,21.119669,598.80865,6.3677096,271.0849,366.73343,0.40476087,0.8767004,6.7397976,28977627000.0,21222031000.0,17.428442,0.037277177,0.9659258,0.25881904,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.38157284,0.3043478,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43510002,0.6235598,0.5853797,0.59913176,0.38,0.037277177,6.166666666666667,-1.8569947361145371,-0.682725087082776,0.0,-28977627119.715694,0,28977627119.715694,0.0,False,False
7,1.0,1.0,6.0,6.1,5.077361,26.537975,25.207281,9.521805,12.6975565,15.463325,26.528881,538.5052,5.9629025,713.29236,311.49918,0.44174883,0.8763228,6.742063,22951370000.0,21841009000.0,9.352561,-0.050488494,1.0,6.123234e-17,0.0,1.0,0.15495712,0.0,0.15495712,0.0,0.4815143,0.26086956,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19367975,0.06896737,0.2520457,0.09519285,0.41,-0.050488494,7.090909090909091,-3.553584175581487,-0.52541921013865,-1.8602268434406763,-22951371129.682053,-1.2401512289604508,22951371129.682053,1.5379750706921165,False,False
8,1.0,1.0,7.0,6.7,5.880344,27.439049,23.916119,10.324788,13.255966,16.195328,27.332695,582.0666,6.4330335,713.29236,338.269,0.4295774,0.88646257,6.681225,25121057000.0,23988148000.0,9.563897,-0.15597484,0.9659258,-0.25881904,0.0,1.0,0.15495712,0.0,0.15495712,0.00067,0.45838574,0.2173913,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59251636,0.34322253,0.77784926,0.96538544,0.42,-0.15597484,8.25,-4.20748727395971,-0.5236138960246464,-2.342617686416443,-25121055782.135868,-1.5617451242776286,25121055782.135868,2.4390478332049454,False,False
9,1.0,1.0,8.0,6.4,5.1397448,22.063251,32.97758,9.584188,6.67,11.838935,22.063248,625.2311,6.549949,273.22763,379.18195,0.38535535,0.87775916,6.7334447,31901258000.0,23353840000.0,17.833231,0.008467704,0.8660254,-0.5,0.0,1.0,0.15495712,0.0,0.15495712,0.17501001,0.2622043,0.17391305,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6878313,0.5726658,0.7695572,0.61691576,0.42,0.008467704,9.055555555555555,-1.8750717362441454,-0.6829981661579594,0.0,-31901258376.17735,0,31901258376.17735,0.0,False,False
10,1.0,1.0,9.0,7.6,5.5586305,22.436806,32.241486,10.003075,11.097517,13.551984,22.063251,639.8184,6.8197436,713.29236,428.70828,0.42157432,0.87637526,6.7417483,21999976000.0,20807540000.0,9.2099285,-0.027410742,0.70710677,-0.70710677,0.0,1.0,0.15495712,0.0,0.15495712,0.24904,-0.0115371365,0.13043478,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5729365,0.71831053,0.67237467,0.76979417,0.43,-0.027410742,10.0,-1.6974714197044416,-0.5286538920539827,0.0,-21999975816.302345,0,21999975816.302345,0.0,False,False
