timestamp,step,solve_status,objective_value,solve_time_s,mip_gap,mode_index,predicted_peak_grid_kw,episode_peak_grid_so_far_kw,solver_error
2025-07-01 00:00:00,0,optimal,2750.4113165632243,0.9665671999973711,0.00069426946231816,2,3090.0,3090.0,
2025-07-01 00:15:00,1,optimal,2772.3436737107745,0.9323824999737553,0.001166748221526852,2,3090.000000000001,3090.0,
2025-07-01 00:30:00,2,optimal,2814.674360751753,1.2142113000154495,0.001674501315607544,2,3090.0,3090.0,
2025-07-01 00:45:00,3,optimal,2861.2176953452717,1.1035209999827202,0.0018932140743368527,2,3090.0,3090.0,
2025-07-01 01:00:00,4,optimal,2836.228640305261,1.0242823000007775,0.0015702326598896472,2,3090.0,3090.0,
2025-07-01 01:15:00,5,optimal,2904.7706932040146,1.1686308999778703,0.001431475129649995,2,3090.0,3090.0,
2025-07-01 01:30:00,6,optimal,2920.7479295985445,1.1128209000162315,0.0019299909623057975,2,3090.000000000002,3090.0,
2025-07-01 01:45:00,7,optimal,2952.8957803363965,1.128216799988877,0.0014230754050527207,2,3090.0,3090.0,
2025-07-01 02:00:00,8,optimal,2930.9336411771737,1.389946500014048,0.002209075789515451,2,3090.0,3090.0,
2025-07-01 02:15:00,9,optimal,2984.464401333231,1.2748739999951795,0.00216356519031267,2,3090.0,3090.0,
2025-07-01 02:30:00,10,optimal,3000.969893620348,1.15585199999623,0.001791435273493853,2,3090.000000000001,3090.0,
2025-07-01 02:45:00,11,optimal,3015.6691597857757,1.393809400004102,0.0018974586838471446,2,3090.000000000001,3090.0,
2025-07-01 03:00:00,12,optimal,3007.787526805564,1.349317099986365,0.0020096856833840483,2,3090.0000000000014,3090.0,
2025-07-01 03:15:00,13,optimal,3054.444320986042,0.9897203000145964,0.0015956960970147421,2,3090.0,3090.0,
2025-07-01 03:30:00,14,optimal,3003.2721276525062,1.0344142999965698,0.001375423282145317,2,3090.0,3090.0,
2025-07-01 03:45:00,15,optimal,3005.3736978167044,1.2842983999871649,0.0014428634558892894,2,3090.0000000000023,3090.0,
2025-07-01 04:00:00,16,optimal,3047.014316185343,1.445754799991846,0.0015308483798293618,2,3090.0,3090.0,
2025-07-01 04:15:00,17,optimal,3016.2857344561676,1.4589597999874968,0.0021618542219114197,2,3090.0,3090.0,
2025-07-01 04:30:00,18,optimal,2986.343087379718,1.215528999979142,0.0018233889953036607,2,3090.0,3090.0,
2025-07-01 04:45:00,19,optimal,2988.3850628717355,1.2879130000073928,0.001841855041124855,2,3090.0000000000014,3090.0,
2025-07-01 05:00:00,20,optimal,2966.135589727003,1.339571899996372,0.0013895953144849975,2,3090.0,3090.0,
2025-07-01 05:15:00,21,optimal,2969.280183672142,0.9613505999732297,0.0015174733670256766,2,3090.0,3090.0,
2025-07-01 05:30:00,22,optimal,2971.996013997095,1.3686697999946773,0.001352583051983016,2,3090.0,3090.0,
2025-07-01 05:45:00,23,optimal,2875.5535440110966,1.0994647000043187,0.0017364940139801923,2,3090.0,3090.0,
2025-07-01 06:00:00,24,optimal,2857.054344609453,1.0182118999946397,0.0015733840450592432,2,3090.0,3090.0,
2025-07-01 06:15:00,25,optimal,2860.0003620870525,1.501717400009511,0.001465657797052189,2,3090.000000000001,3090.0,
2025-07-01 06:30:00,26,optimal,2854.9495161663262,1.73659129999578,0.0019439556856934656,2,3090.0,3090.0,
2025-07-01 06:45:00,27,optimal,2869.174510963012,1.2148936999728903,0.0017864706935424141,2,3090.0000000000005,3090.0,
