case_id,controller,steps,cost_total,energy_cost,whole_facility_energy_cost,plant_energy_cost,peak_slack_penalty_cost,objective_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,peak_cap_success_flag,soc_initial,soc_target,soc_final,terminal_soc_abs_error,soc_delta,soc_min,soc_max,soc_violation_count,TES_charge_kwh_th,TES_discharge_kwh_th,TES_discharge_during_cp_kwh_th,TES_charge_during_valley_kwh_th,grid_reduction_during_cp_kwh,cp_hours,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,mode_integrality,strict_success,fallback_reason,mode_fractionality_max,mode_fractionality_mean,mode_fractionality_count,mode_fractionality_hours,solver_message,max_signed_du,signed_valve_violation_count,grid_balance_violation_count,plant_tracking_error_abs_max_kw_th
base_cp20_mpc_no_tes,mpc_no_tes,96,39410.08508923639,39410.08508923639,39410.08508923639,678.6993292363824,0.0,39410.08508923639,418771.43999999994,7115.040000000001,20343.6,0.0,18320.176799999997,0.0,0.0,True,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.004524899995885789,0.004524899995885789,optimal_relaxed_modes,relaxed,False,,0.2916,0.27,96,24.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,0,0.0
