closed_loop_steps,controller_mode,total_cost,energy_cost,grid_import_kwh,peak_grid_kw,pv_actual_kwh,pv_spill_kwh,pv_used_kwh,facility_energy_kwh,cold_station_energy_kwh,it_energy_kwh,pue_avg,initial_soc,final_soc_after_last_update,soc_delta,soc_inventory_delta_kwh_th,soc_min,soc_max,soc_violation_count,tes_charge_kwh_th,tes_discharge_kwh_th,tes_charge_weighted_avg_price,tes_discharge_weighted_avg_price,tes_arbitrage_price_spread,charge_steps,discharge_steps,idle_steps,charge_discharge_switch_count,simultaneous_charge_discharge_count,physical_consistency_violation_count,max_chiller_supply_deficit_kw_th,optimal_rate,feasible_rate,fallback_count,unsupported_advanced_features,case_id,config_path
96,rbc,38690.28386558191,38690.28386558191,420993.42328931706,19280.76923076923,20343.6,0.0,20343.6,441337.02328931703,9337.023289317034,432000.0,1.021613479836382,0.5,0.14947218268868664,-0.35052781731131333,-6309.5007116036395,0.14947218268868664,0.8496038961768932,0,14652.249467418766,17939.72836297019,0.045914245498507984,0.17041269478956414,0.12449844929105616,51,34,11,5,0,0,0.0,1.0,1.0,0,true,rebuild_rbc_24h,mpc_v2/config/base.yaml
