controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,safety_override_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,temp_violation_threshold_c,temp_violation_count_gt27c,temp_violation_hours_gt27c,temp_violation_ratio_gt27c,temp_violation_degree_hours_gt27c,temp_violation_count_gt30c,temp_violation_hours_gt30c,temp_violation_ratio_gt30c,temp_violation_degree_hours_gt30c,tes_set_mismatch_count,tes_use_response_count,tes_source_response_count
mpc,4,0,2024-01-01 00:00:00,2024-01-01 00:45:00,0,0.34270000003743917,0,0,7015.923235687875,7015.923235687875,203.46177383494836,7024.409079729146,7024.409079729146,1.0,1.0,1.0,24.578629061706945,24.578773469497882,27.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0
