scenario_id,controller_type,closed_loop_steps,dt_hours,total_cost,energy_cost,demand_charge_cost,cold_station_proxy_total_cost,cold_station_proxy_energy_cost,cold_station_proxy_grid_import_kwh,cold_station_proxy_pv_spill_kwh,grid_import_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_step_count,pv_actual_kwh,pv_used_kwh,pv_spill_kwh,pv_spill_reduction_vs_no_tes,tes_charge_during_pv_surplus_kwh_th,soc_headroom_before_pv_hours,pv_self_consumption_ratio,pv_load_coverage_ratio,it_energy_kwh,facility_energy_kwh,cold_station_energy_kwh,pue_avg,pue_p95,temp_violation_count,temp_violation_degree_hours,max_temp_c,soc_min,soc_max,soc_violation_count,initial_soc,final_soc_after_last_update,soc_delta,soc_inventory_delta_kwh_th,tes_charge_kwh_th,tes_discharge_kwh_th,tes_equivalent_cycles,tes_charge_weighted_avg_price,tes_discharge_weighted_avg_price,tes_arbitrage_price_spread,charge_steps,discharge_steps,idle_steps,charge_discharge_switch_count,first_discharge_step,first_discharge_timestamp,avg_chiller_plr,avg_mode_specific_plr,weighted_avg_chiller_cop,time_in_high_plr_region,low_plr_hours,high_plr_hours,time_in_each_mode,mode_switch_count,max_signed_du,signed_valve_violation_count,physical_consistency_violation_count,max_chiller_supply_deficit_kw_th,max_signed_valve_du,tes_discharge_during_peak_cap_violation_kwh_th,dr_event_count,dr_requested_reduction_kwh,dr_served_reduction_kwh,dr_response_rate_avg,dr_revenue_cny,solve_time_avg_s,solve_time_p95_s,optimal_rate,feasible_rate,fallback_count,has_nan,run_dir
robust_base_cp20_h24_mpc_no_tes,mpc_no_tes,2880,0.25,1302135.434857997,1302135.434857997,0.0,100385.661762797,100385.661762797,1457284.6221542964,124789.5,14292495.122154295,21090.00000000033,0.0,0,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2249420909017117,12960000.0,14679220.082154296,1719220.0821542963,1.132655870536597,1.171666666666668,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.979881768977836,0.979881768977836,7.104751585436018,566.75,0.0,566.75,"{'-1': 153.25, '0': 0.25, '2': 566.5}",123,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1022344749999269,0.3827350600098724,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_base_cp20_h24_mpc_no_tes
robust_base_cp20_h24_mpc_tes,mpc,2880,0.25,1300663.0801031454,1300663.0801031454,0.0,98983.98553611152,98983.98553611152,1449609.6192325167,125523.5935621736,14284086.025670344,21090.000000000204,0.0,0,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2260477418248927,12960000.0,14670810.985670345,1710810.9856703433,1.132007020499255,1.1716666666666666,0,8.881784197001252e-16,27.0,0.1499999999999999,0.85,0,0.5,0.2558081930985775,-0.2441918069014225,-4395.452524225605,402511.81441175286,335729.65515801834,18.6516475087788,37.239238459793256,185.1741510927353,147.934912632942,907,628,1345,60,70.0,2025-07-01 17:30:00,0.97473536631626,0.97473536631626,7.100800130553041,566.5,0.0,566.5,"{'-1': 153.5, '2': 566.5}",121,0.1000000000001282,0,0,0.0,0.1000000000001282,0.0,0,0.0,0.0,0.0,0.0,0.1580976372222014,0.2013963200093712,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_base_cp20_h24_mpc_tes
robust_dr_day_ahead_10_soc0p2_mpc_no_tes,mpc_no_tes,2880,0.25,1303176.370883921,1303176.370883921,0.0,101423.18228872091,101423.18228872091,1450374.3050700682,124768.8,14285605.505070068,21090.00000000009,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2258471526897556,12960000.0,14672330.465070069,1712330.465070068,1.132124264280098,1.1716666666666693,0,0.0,27.0,0.2,0.2,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.9766662492352016,0.9766662492352016,7.10227866849235,566.0,0.0,566.0,"{'-1': 154.0, '2': 566.0}",123,0.0,0,0,0.0,0.0,0.0,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.06005803430555,0.1759611100023903,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_soc0p2_mpc_no_tes
robust_dr_day_ahead_10_soc0p2_mpc_tes,mpc,2880,0.25,1303161.7918664522,1303161.7918664522,0.0,101408.6032712521,101408.6032712521,1448095.9979222985,124768.8,14283327.1979223,21090.0,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2261480494664374,12960000.0,14670052.157922298,1710052.1579222984,1.131948468975486,1.1716666666666666,0,5.222489107836736e-13,27.00000000000002,0.1444498635040325,0.3087546844808943,0,0.2,0.1558749999999999,-0.044125,-794.2500000000005,88870.0850591588,71395.62597552172,3.966423665306762,31.478827324585147,198.00258582728648,166.52375850270133,774,271,1835,60,78.0,2025-07-01 19:30:00,0.9752141288722016,0.9752141288722016,7.101167222566335,565.75,0.0,565.75,"{'-1': 154.0, '2': 566.0}",123,0.1000000000001051,0,0,3.637978807091713e-12,0.1000000000001051,2277.7457930967626,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.1078573382291021,0.3961458499979925,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_soc0p2_mpc_tes
robust_dr_day_ahead_10_soc0p5_mpc_no_tes,mpc_no_tes,2880,0.25,1303176.370883921,1303176.370883921,0.0,101423.18228872091,101423.18228872091,1450374.3050700682,124768.8,14285605.505070068,21090.00000000009,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2258471526897556,12960000.0,14672330.465070069,1712330.465070068,1.132124264280098,1.1716666666666693,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.9766662492352016,0.9766662492352016,7.10227866849235,566.0,0.0,566.0,"{'-1': 154.0, '2': 566.0}",123,0.0,0,0,0.0,0.0,0.0,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0598533190622876,0.1748906049971992,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_soc0p5_mpc_no_tes
robust_dr_day_ahead_10_soc0p5_mpc_tes,mpc,2880,0.25,1302534.561343688,1302534.561343688,0.0,100784.733798488,100784.733798488,1448552.9148096489,124789.17,14283763.74480965,21090.0,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2260903324953768,12960000.0,14670488.70480965,1710488.704809649,1.1319821531488927,1.1716666666666666,0,4.476419235288631e-13,27.000000000000025,0.1499999999999418,0.5264249994523035,0,0.5,0.1558749999999999,-0.344125,-6194.25,104355.16676916368,88948.26693681157,4.941570385378421,30.924799434227143,197.1013175920068,166.17651815777967,623,336,1921,60,74.0,2025-07-01 18:30:00,0.975974124688364,0.975974124688364,7.101749288830029,565.75,0.0,565.75,"{'-1': 154.25, '2': 565.75}",123,0.1000000000017609,0,0,3.637978807091713e-12,0.1000000000017609,1633.09276816316,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0881590225694758,0.3811391550007099,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_soc0p5_mpc_tes
robust_dr_day_ahead_10_soc0p8_mpc_no_tes,mpc_no_tes,2880,0.25,1303176.370883921,1303176.370883921,0.0,101423.18228872091,101423.18228872091,1450374.3050700682,124768.8,14285605.505070068,21090.00000000009,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2258471526897556,12960000.0,14672330.465070069,1712330.465070068,1.132124264280098,1.1716666666666693,0,0.0,27.0,0.8,0.8,0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.9766662492352016,0.9766662492352016,7.10227866849235,566.0,0.0,566.0,"{'-1': 154.0, '2': 566.0}",123,0.0,0,0,0.0,0.0,0.0,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0608123340970956,0.1782240850014204,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_soc0p8_mpc_no_tes
robust_dr_day_ahead_10_soc0p8_mpc_tes,mpc,2880,0.25,1302457.0248399645,1302457.0248399645,0.0,100707.19729476437,100707.19729476437,1447940.1376415822,124789.17,14283150.967641585,21090.0,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2261713576688611,12960000.0,14669875.927641584,1709875.9276415822,1.1319348709599988,1.1716666666666666,0,4.476419235288631e-13,27.000000000000025,0.1499999999999999,0.8,0,0.8,0.1558749999999999,-0.6441250000000001,-11594.250000000002,103853.21898766966,93300.24560551764,5.183346978084313,30.932608941055125,196.20892854522495,165.27631960416986,617,341,1922,60,71.0,2025-07-01 17:45:00,0.9755833874644316,0.9755833874644316,7.101450132012932,565.75,0.0,565.75,"{'-1': 154.25, '2': 565.75}",123,0.1000000000000012,0,0,0.0,0.1000000000000012,1633.09276816316,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0888268102429467,0.3939337600022553,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_soc0p8_mpc_tes
robust_dr_day_ahead_10_h6_mpc_no_tes,mpc_no_tes,2880,0.25,1314286.4099315945,1314286.4099315945,0.0,109366.30893059415,109366.30893059415,1419141.9025662283,107480.03499999925,14271661.867566228,21090.0,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2277013420753933,12960000.0,14658386.827566229,1698386.827566229,1.1310483663245547,1.1716666666666666,19,0.5677744244638747,27.20584500368162,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.9211755710694498,0.9211755710694498,7.056653412745113,588.25,0.0,588.25,"{'-1': 118.0, '0': 15.75, '2': 586.25}",160,0.0,0,0,0.0,0.0,0.0,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0789985649651498,0.2239992399983747,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_h6_mpc_no_tes
robust_dr_day_ahead_10_h6_mpc_tes,mpc,2880,0.25,1311239.8610199057,1311239.8610199057,0.0,106088.99705165652,106088.99705165652,1417667.5603649565,105648.64176576251,14272018.918599194,21090.0,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2276534825949738,12960000.0,14658743.878599191,1698743.878599194,1.1310759165585798,1.1716666666666666,10,0.0946489541689681,27.07794805913192,0.0499999999999999,0.5,0,0.5,0.15,-0.35,-6300.0,89750.37301728933,77766.45638894622,4.32035868827479,31.420347192230626,163.18563550541708,131.76528831318646,791,475,1614,67,35.0,2025-07-01 08:45:00,0.931499461707477,0.931499461707477,7.069486255791083,593.5,0.0,593.5,"{'-1': 120.0, '0': 26.25, '1': 1.25, '2': 572.5}",160,0.1000000000003011,0,0,3.637978807091713e-12,0.1000000000003011,2060.371977167096,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0936319537846177,0.2336641100104315,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_h6_mpc_tes
robust_dr_day_ahead_10_h12_mpc_no_tes,mpc_no_tes,2880,0.25,1303176.370883921,1303176.370883921,0.0,101423.18228872091,101423.18228872091,1450374.3050700682,124768.8,14285605.505070068,21090.00000000009,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2258471526897556,12960000.0,14672330.465070069,1712330.465070068,1.132124264280098,1.1716666666666693,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.9766662492352016,0.9766662492352016,7.10227866849235,566.0,0.0,566.0,"{'-1': 154.0, '2': 566.0}",123,0.0,0,0,0.0,0.0,0.0,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.0601139755556182,0.1764563700075084,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_h12_mpc_no_tes
robust_dr_day_ahead_10_h12_mpc_tes,mpc,2880,0.25,1303061.9052455665,1303061.9052455665,0.0,101308.71665036606,101308.71665036606,1447490.5345320152,124768.8,14282721.734532014,21090.0,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2262281481119078,12960000.0,14669446.694532014,1709446.694532015,1.1319017511212974,1.1716666666666666,0,7.460698725481052e-13,27.00000000000003,0.1251203256207279,0.5350889721319829,0,0.5,0.1558749999999999,-0.344125,-6194.25,89251.46757119778,76479.10166307597,4.248838981281998,32.074894053500984,197.56305988926104,165.48816583576007,684,307,1889,62,74.0,2025-07-01 18:30:00,0.9748282258042408,0.9748282258042408,7.100871355943337,566.0,0.0,566.0,"{'-1': 154.0, '2': 566.0}",123,0.1000000000000012,0,0,1.8917489796876907e-10,0.1000000000000012,2413.4892733697534,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.1011710839583176,0.405482024988305,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_h12_mpc_tes
robust_dr_day_ahead_10_h24_mpc_no_tes,mpc_no_tes,2880,0.25,1302180.631625878,1302180.631625878,0.0,100440.88723067784,100440.88723067784,1457196.75686002,124850.28,14292346.47686002,21090.00000000033,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2249615412762454,12960000.0,14679071.43686002,1719071.4368600205,1.1326444009922856,1.171666666666668,0,0.0,27.0,0.5,0.5,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,2880,0,,,0.980270164833776,0.980270164833776,7.1050466957511,566.5,0.0,566.5,"{'-1': 153.5, '0': 0.25, '2': 566.25}",123,0.0,0,0,0.0,0.0,0.0,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.1002228063193595,0.3837521350040329,1.0,1.0,0,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_h24_mpc_no_tes
robust_dr_day_ahead_10_h24_mpc_tes,mpc,2880,0.25,1300709.5687642095,1300709.5687642095,0.0,99040.50289717568,99040.50289717568,1449542.1200752808,125584.3735621736,14283957.746513108,21090.000000000204,900.0,8,386724.96,386724.96,0.0,,0.0,0.0,1.0,0.2260646924924279,12960000.0,14670682.706513109,1710682.7065131073,1.1319971224161347,1.1716666666666666,0,8.881784197001252e-16,27.0,0.1499999999999999,0.8568289869063233,0,0.5,0.2558081930985775,-0.2441918069014225,-4395.452524225605,402691.0691269793,335893.11318409594,18.660728510227557,37.383980295204864,184.98025232385928,147.59627202865445,913,632,1335,62,70.0,2025-07-01 17:30:00,0.9751346365025898,0.9751346365025898,7.101106293984701,566.25,0.0,566.25,"{'-1': 153.75, '2': 566.25}",121,0.2572519697476075,1,0,0.0,0.2572519697476075,6225.40188232213,1,3800.0,2060.779999999999,0.5423105263157891,6182.3399999999965,0.1518696388887545,0.2002325650057172,0.9996527777777776,1.0,1,False,runs\china_tou_dr_month_20260506\robust_dr_day_ahead_10_h24_mpc_tes
