controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count,temp_violation_threshold_c,temp_violation_degree_hours_27c,valid_comfort_flag
measured_data_mpc,2880,0,2024-01-01 00:00:00,2024-01-30 23:45:00,0,120.80227780001589,0,5659333.775381313,5586478.865381313,239570.72941883563,10878.935194935391,10878.935194935391,204539.1436169808,253307.2882210874,0.1098596495818812,1.0,1.0,24.55673882194705,29.66037832547104,0,0,0,1148,758,27.0,156.12559641474144,False
