controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
sampling,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1261.5969159000088,0,82754886.5647445,80969048.5897445,3460491.5978360255,12404.7957410348,12402.602789233237,0.0,1.0,0.9545033603210107,21.262259470134186,38.6863554503154,0,0,0,16395,16888
