case_id,controller,steps,cost_total,whole_facility_energy_cost,plant_energy_cost,grid_import_kwh,plant_energy_kwh,pv_used_kwh,pv_spill_kwh,peak_grid_kw,peak_slack_max_kw,peak_slack_kwh,soc_initial,soc_final,soc_delta,soc_min,soc_max,TES_charge_kwh_th,TES_discharge_kwh_th,TES_charge_weighted_avg_price,TES_discharge_weighted_avg_price,TES_arbitrage_spread,solver_time_avg_s,solver_time_p95_s,solver_status,max_signed_du,signed_valve_violation_count,grid_balance_violation_count
storage_priority_tes,storage_priority_tes,96,19219.318217597436,19219.318217597436,267.8967475974368,436151.91888267023,9237.818882670234,5085.9,0.0,18940.0464,0.0,0.0,0.5,0.8495752123978183,0.3495752123978183,0.5,0.849594530547207,15243.0244701359,8231.287306086435,0.028999999999999995,0.13170915273016962,0.10270915273016962,0.0004945999826304615,0.0004945999826304615,storage_priority,1.0503932033328458,47,0
