timestamp,step,solve_status,objective_value,solve_time_s,mip_gap,mode_index,predicted_peak_grid_kw,episode_peak_grid_so_far_kw
2025-07-01 00:00:00,0,optimal,13943.326852930244,0.03488729998935014,7.127591986931976e-05,-1,21090.0,18000.0
2025-07-01 00:15:00,1,optimal,13952.301041797586,0.09339870000258088,0.00012014784013221323,-1,21090.0,18000.0
2025-07-01 00:30:00,2,optimal,13961.676208753714,0.10056080001231749,0.00016777905251713813,-1,21090.0,18000.0
2025-07-01 00:45:00,3,optimal,13968.93408616082,0.03297609998844564,3.0367260564447398e-05,-1,21090.0,18000.0
2025-07-01 01:00:00,4,optimal,13979.090311559805,0.10587729999679141,8.448506354249336e-05,-1,21090.0,18000.0
2025-07-01 01:15:00,5,optimal,14184.811416121354,0.0347100000071805,0.00032057226034921173,-1,21090.0,18000.0
2025-07-01 01:30:00,6,optimal,14385.543243672157,0.03397009999025613,0.0001734432013934826,-1,21090.0,18000.0
2025-07-01 01:45:00,7,optimal,14588.278340163344,0.03424470000027213,0.00013722784353893268,-1,21090.0,18000.0
2025-07-01 02:00:00,8,optimal,14857.067202883223,0.03375649999361485,0.004516362591223259,-1,21090.0,18000.0
2025-07-01 02:15:00,9,optimal,15016.042727994536,0.03271129999484401,1.1518796444805118e-05,-1,21090.0,18000.0
2025-07-01 02:30:00,10,optimal,15242.74266421107,0.03459070000099018,2.5003304594587882e-05,-1,21090.0,18000.0
2025-07-01 02:45:00,11,optimal,15469.983895776222,0.03228040000249166,3.407724835371773e-05,-1,21090.0,18000.0
2025-07-01 03:00:00,12,optimal,15722.956893787823,0.1071964000002481,0.00035410918082339035,2,21090.00000000009,21090.0
2025-07-01 03:15:00,13,optimal,15957.431692646252,0.13420709999627434,0.00030357149158517923,2,21090.00000000009,21090.0
2025-07-01 03:30:00,14,optimal,16197.95808152647,0.12419669999508187,0.0002651310614113044,2,21090.0,21090.0
2025-07-01 03:45:00,15,optimal,16479.9537799382,0.05570209999859799,0.002705334144776294,2,21049.2,21090.0
2025-07-01 04:00:00,16,optimal,16739.57331716652,0.03244720000657253,0.00296007631536139,2,21090.0,21090.0
2025-07-01 04:15:00,17,optimal,17046.64984174361,0.03066449999460019,0.002533260101762253,2,21090.0,21090.0
2025-07-01 04:30:00,18,optimal,17321.516717719463,0.11341340000217315,0.00019675685870320126,2,21090.0,21090.0
2025-07-01 04:45:00,19,optimal,17638.426029489037,0.03175570000894368,0.00024720121786668515,2,21090.0,21090.0
2025-07-01 05:00:00,20,optimal,17956.5931409656,0.1492246999987401,0.00029098794128263586,2,21049.2,21090.0
2025-07-01 05:15:00,21,optimal,18590.89722376515,0.13013210000644904,0.00033361789763130574,2,21049.2,21090.0
2025-07-01 05:30:00,22,optimal,19226.464548908218,0.16969009999593254,0.00038137810436994957,2,21049.2,21090.0
2025-07-01 05:45:00,23,optimal,19866.252107146236,0.05584889999590814,0.0005837009803187307,2,21049.2,21090.0
2025-07-01 06:00:00,24,optimal,20496.37368647531,0.05460639999364503,0.0002504286169209784,2,20842.62,21090.0
2025-07-01 06:15:00,25,optimal,21216.54947033648,0.031144900000072084,0.0035116584674981196,2,20842.62,21090.0
