controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
sampling,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1176.4173665999842,0,84785265.94114645,82999427.96614644,3540727.756037368,10857.618538945151,10857.618538945151,0.0,1.0,0.5439650368439481,24.493806261872678,32.80387229618144,0,0,0,5526,5808
