controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
sampling,35040,0,2024-01-01 00:00:00,2024-12-31 23:45:00,0,1302.3882578000193,0,82854068.20807621,81068230.23307623,3464622.244891294,12403.238927881672,12403.238927881672,0.0,1.0,0.9129692125220213,21.263809134756137,38.69079253398777,0,0,0,16437,17022
