controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
default_mpc,2880,0,2024-01-01 00:00:00,2024-01-30 23:45:00,0,120.73366709999391,0,5536039.648696344,5463184.738696344,235397.52629536323,10883.812312695401,10883.812312695401,171894.00529618785,268745.64499785827,0.0721768141424308,1.0,1.0,24.55658040714459,29.859543770155142,0,0,0,1346,565
