timestamp,step,solve_status,objective_value,solve_time_s,mip_gap,mode_index,peak_grid_kw
2025-07-01 00:00:00,0,optimal,9845.390703034445,1.0740903999831062,0.0,2,3090.0
2025-07-01 00:15:00,1,optimal,9909.483158790055,0.5805934000236448,0.0,2,3090.0
2025-07-01 00:30:00,2,optimal,9975.39079637091,0.4975815999787301,0.0,2,3090.0
2025-07-01 00:45:00,3,optimal,10037.624563333355,0.8965918999747373,0.0,2,3090.0
2025-07-01 01:00:00,4,optimal,10095.739650998757,0.6524380000191741,0.0,2,3090.0
2025-07-01 01:15:00,5,optimal,10149.36662242476,0.6919816000154242,0.0,2,3090.0
2025-07-01 01:30:00,6,optimal,10201.054083699159,1.2653815999801736,0.0002645919336529879,2,3090.0
2025-07-01 01:45:00,7,optimal,10243.275192739571,1.1229718000104185,0.0001373481474407389,2,3090.0
2025-07-01 02:00:00,8,optimal,10279.974129220047,0.9671779999916907,5.595872470066151e-05,2,3090.0
2025-07-01 02:15:00,9,optimal,10310.845349438761,0.7358254999853671,9.039707689140873e-06,2,3090.000000000006
2025-07-01 02:30:00,10,optimal,10339.786075709477,1.6795294000185095,0.0003768083613309077,2,3090.0
2025-07-01 02:45:00,11,optimal,10358.334766835447,1.7495744999905583,0.0002990686137225681,2,3090.000000000001
2025-07-01 03:00:00,12,optimal,10371.275317137586,1.0427620999980718,0.00025327200168598227,2,3090.0
2025-07-01 03:15:00,13,optimal,10377.90771536463,0.9981185999931768,0.00022953200311070715,2,3090.0000000000005
2025-07-01 03:30:00,14,optimal,10378.225769721237,1.02418409998063,0.00022847978432746473,2,3090.0
2025-07-01 03:45:00,15,optimal,10373.313113040427,1.4330808000231627,0.000246485609483928,2,3090.000000000264
2025-07-01 04:00:00,16,optimal,10363.230692284618,1.1846443000249565,0.0002838728325793369,2,3090.0000000000005
2025-07-01 04:15:00,17,optimal,10348.086684214719,1.102322799997637,0.0003453367616995288,2,3090.0000000002788
2025-07-01 04:30:00,18,optimal,10327.990387735883,1.5370896000240464,0.00043292771866779286,2,3090.0
2025-07-01 04:45:00,19,optimal,10297.961113149202,0.6694473999959882,2.7942619310913402e-05,2,3090.0000000000005
2025-07-01 05:00:00,20,optimal,10267.780006375839,0.9186772999819368,8.242394469174147e-05,2,3090.0000000000005
2025-07-01 05:15:00,21,optimal,10233.564889676065,0.9680440000083763,0.00016932191783343108,2,3090.0
