controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
measured_data_mpc,2880,26208,2024-10-01 00:00:00,2024-10-30 23:45:00,0,127.75054830001318,0,7124472.160700709,6974495.920700708,287957.6826164932,10877.7337414973,10877.7337414973,980695.4181380676,522121.0674701236,0.0,0.7197641755934253,0.3608910665275398,25.398961926974458,33.25750856363393,0,0,0,304,2572
