step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command,controller,price_per_kwh_action,pv_kw_action,soc_action,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,q_tes_net_kw_th,tes_set_written
10,17386,2024-07-01 02:30:00,0.10809435518294123,11.423857086874923,-0.7671336232632697,0.45,0.0,0.0,1.0,1.0,0.0,-2155.107372532976,10.917851411206072,25.492734055603794,26.75,24.767582110906844,2850.3395532041504,9038.222506504439,10624.052952767559,10624.052952767559,0.0,10624.052952767559,77.02438390756481,0.029,-0.7671336232632697,default_mpc,0.029,0.0,0.10809435518294123,-0.7671336232632697,0.0,10297.768525580605,optimal_relaxed_modes,0.0015534999838564545,False,,3452.101304684714,-0.7671336232632697
11,17387,2024-07-01 02:45:00,0.17244139903524558,11.080887343142141,-0.7671888994570597,0.45,0.0,0.0,1.0,1.0,0.0,-1999.3994717444434,10.611594784952223,25.49002211872509,26.8,24.7802858043811,2850.6261387847617,8881.776490109774,10624.08645834137,10624.086458341371,0.0,10624.08645834137,77.02462682297494,0.029,-0.7671888994570597,default_mpc,0.029,0.0,0.17244139903524558,-0.7671888994570597,0.0,10297.768525580605,optimal_relaxed_modes,0.0018244000093545765,False,,3452.350047556769,-0.7671888994570597
12,17388,2024-07-01 03:00:00,0.23211968969153887,10.762802053944098,-0.766206110527207,0.45,0.0,0.0,1.0,1.0,0.0,-1854.9619001223843,10.327556355319583,25.478282499400418,26.75,24.767582385204197,2850.3782047071268,8741.378151091498,10624.749341572919,10624.749341572922,0.0,10624.749341572919,77.02943272640367,0.029,-0.766206110527207,default_mpc,0.029,0.0,0.23211968969153887,-0.766206110527207,0.0,10297.768525580605,optimal_relaxed_modes,0.0010924999951384962,False,,3447.9274973724314,-0.766206110527207
13,17389,2024-07-01 03:15:00,0.2874683004115606,10.467793958806382,-0.765759618392862,0.45,0.0,0.0,1.0,1.0,0.0,-1720.9797825686267,10.064122452187243,25.46264194476398,26.700000000000003,24.754754523722315,2850.0889037877023,8608.983802273602,10624.597613724187,10624.597613724187,0.0,10624.597613724187,77.02833269950035,0.029,-0.765759618392862,default_mpc,0.029,0.0,0.2874683004115606,-0.765759618392862,0.0,10297.768525580605,optimal_relaxed_modes,0.0012493999965954572,False,,3445.9182827678787,-0.765759618392862
14,17390,2024-07-01 03:30:00,0.3388016718026325,10.194187089291969,-0.29268811150522317,0.45,0.0,0.0,1.0,1.0,0.0,-1596.6970716977569,9.819796986874342,25.445409069349797,26.650000000000002,24.741788717528927,2849.7961347410665,8485.082872040783,10624.38296288574,10624.38296288574,0.0,10624.38296288574,77.02677648092163,0.029,-0.29268811150522317,default_mpc,0.029,0.0,0.3388016718026325,-0.29268811150522317,0.0,8169.688947763842,optimal_relaxed_modes,0.0011264999920967966,False,,1317.0965017735043,-0.29268811150522317
15,17391,2024-07-01 03:45:00,0.38641138727130814,9.940427305843928,1.0,0.45,0.0,1.0,1.0,0.0,6973.4080940690155,-47.69081898727563,10.708574734344749,28.887513835834643,26.6,24.728692874699608,0.0,0.0,6903.805609879958,6903.805609879959,0.0,6903.805609879958,50.052590671629694,0.029,1.0,default_mpc,0.029,0.0,0.38641138727130814,1.0,0.0,2352.806439275848,optimal_relaxed_modes,0.0014704999921377748,False,,-4500.0,1.0
16,17392,2024-07-01 04:00:00,0.24939006171685402,10.670750971049168,-0.7660556995493409,0.45,0.0,1.0,1.0,0.0,6610.648530538491,-42.82567177788828,11.750188207049293,29.81716397322709,26.6,24.763309995706166,0.0,0.0,6940.6037095457505,6940.6037095457505,0.0,6940.6037095457505,50.31937689420669,0.029,-0.7660556995493409,default_mpc,0.029,0.0,0.24939006171685402,-0.7660556995493409,0.0,10297.768525580605,optimal_relaxed_modes,0.0011799999920185655,False,,3447.250647972034,-0.7660556995493409
17,17393,2024-07-01 04:15:00,0.06557033965633313,11.650510089631744,-0.7663064638686929,0.45,0.0,0.0,1.0,1.0,0.0,-2334.7162019901302,11.418489381220002,25.74574149078254,26.6,24.797892567247825,2851.041587072721,9350.720238712616,10668.260015619137,10668.260015619138,0.0,10668.260015619137,77.34488511323875,0.029,-0.7663064638686929,default_mpc,0.029,0.0,0.06557033965633313,-0.7663064638686929,0.0,10297.768525580605,optimal_relaxed_modes,0.0011532999924384058,False,,3448.3790874091183,-0.7663064638686929
18,17394,2024-07-01 04:30:00,0.1035185475996858,11.448246141293675,-0.7664203633507263,0.45,0.0,0.0,1.0,1.0,0.0,-2168.993514625576,11.075936452409557,25.512791865921713,26.6,24.832423793972488,2851.8166989610568,9083.385629457884,10625.479889192704,10625.479889192706,0.0,10625.479889192704,77.0347291966471,0.029,-0.7664203633507263,default_mpc,0.029,0.0,0.1035185475996858,-0.7664203633507263,0.0,10297.768525580605,optimal_relaxed_modes,0.0016550000000279397,False,,3448.8916350782683,-0.7664203633507263
19,17395,2024-07-01 04:45:00,0.16715082410901405,11.109086107498955,-0.766477365757725,0.45,0.0,0.0,1.0,1.0,0.0,-2073.946100031949,10.758211290587514,25.479300530768885,26.6,24.86691221673523,2852.5364739115607,8970.807585720902,10623.99512738461,10623.99512738461,0.0,10623.99512738461,77.02396467353843,0.029,-0.766477365757725,default_mpc,0.029,0.0,0.16715082410901405,-0.766477365757725,0.0,10297.768525580605,optimal_relaxed_modes,0.0017097000090871006,False,,3449.148145909762,-0.766477365757725
20,17396,2024-07-01 05:00:00,0.2035495588641217,10.915080851254231,-0.7647803529639255,0.45,0.0,0.0,1.0,1.0,0.0,-1924.1126604344454,10.463535874319176,25.46609761854709,26.650000000000002,24.88038916193748,2852.8686681358017,8813.513470744587,10624.355455020053,10624.355455020053,40.8,10583.555455020054,76.73077704889539,0.029,-0.7647803529639255,default_mpc,0.029,40.8,0.2035495588641217,-0.7647803529639255,0.0,10297.768525580605,optimal_relaxed_modes,0.001194500015117228,False,,3441.5115883376648,-0.7647803529639255
21,17397,2024-07-01 05:15:00,0.26097087827524174,10.609025218792961,-0.765971427653513,0.45,0.0,0.0,1.0,1.0,0.0,-1785.124474539253,10.190237262285152,25.45702834897622,26.700000000000003,24.89373912301124,2853.16633598341,8670.871068602137,10624.280487859878,10624.28048785988,0.0,10624.280487859878,77.02603353698412,0.029,-0.765971427653513,default_mpc,0.029,0.0,0.26097087827524174,-0.765971427653513,0.0,10297.768525580605,optimal_relaxed_modes,0.0010534000175539404,False,,3446.8714244408084,-0.765971427653513
22,17398,2024-07-01 05:30:00,0.3142265755653137,10.325172352236878,-0.7666084082130334,0.45,0.0,0.0,1.0,1.0,0.0,-1656.1976995189132,9.936763534175324,25.45045221378009,26.75,24.906962204210764,2853.460766587513,8539.83622341372,10624.272546846072,10624.27254684607,0.0,10624.272546846072,77.02597596463403,0.029,-0.7666084082130334,default_mpc,0.029,0.0,0.3142265755653137,-0.7666084082130334,0.0,10297.768525580605,optimal_relaxed_modes,0.0011579999991226941,False,,3449.7378369586504,-0.7666084082130334
23,17399,2024-07-01 05:45:00,0.36361902769610244,10.061910582379774,0.5653520259171716,0.45,0.0,1.0,1.0,0.0,6642.542522202813,-44.585663537172955,10.822141143256005,28.954170414601197,26.8,24.92005407133069,0.0,0.0,6903.849930684878,6903.849930684879,0.0,6903.849930684878,50.052911997465365,0.029,0.5653520259171716,default_mpc,0.029,0.0,0.36361902769610244,0.5653520259171716,0.0,4302.789687924527,optimal_relaxed_modes,0.0010824000055436045,False,,-2544.084116627272,0.5653520259171716
24,17400,2024-07-01 06:00:00,0.22774770222156776,10.786104747159044,-0.765601691268282,0.45,0.0,1.0,1.0,0.0,6606.7517730008985,-43.28558151953914,11.865514412205433,29.841277466902067,26.6,24.83208014691589,0.0,0.0,6941.133797623881,6941.13379762388,247.38,6693.753797623881,48.52971503277314,0.029,-0.765601691268282,default_mpc,0.029,247.38,0.22774770222156776,-0.765601691268282,0.0,10297.768525580605,optimal_relaxed_modes,0.0012428999762050807,False,,3445.207610707269,-0.765601691268282
25,17401,2024-07-01 06:15:00,0.05612208127834767,11.700869306786407,-0.765027930470402,0.45,0.0,0.0,1.0,1.0,0.0,-2385.5257076949847,11.525918245625325,25.681328872303173,26.4,24.742756522070906,2849.798361427507,9375.12266627821,10675.094857476137,10675.094857476139,0.0,10675.094857476137,77.394437716702,0.029,-0.765027930470402,default_mpc,0.029,0.0,0.05612208127834767,-0.765027930470402,0.0,10297.768525580605,optimal_relaxed_modes,0.0019014999852515757,False,,3442.625687116809,-0.765027930470402
26,17402,2024-07-01 06:30:00,0.08405461054571646,11.551988925791331,-0.7648193959406411,0.45,0.0,0.0,1.0,1.0,0.0,-2218.1320397363183,11.175570296824194,25.505762169291806,26.2,24.652094783700907,2847.739312580296,9131.389282026985,10627.547346953988,10627.54734695399,0.0,10627.547346953988,77.04971826541642,0.029,-0.7648193959406411,default_mpc,0.029,0.0,0.08405461054571646,-0.7648193959406411,0.0,10297.768525580605,optimal_relaxed_modes,0.0013319999852683395,False,,3441.687281732885,-0.7648193959406411
27,17403,2024-07-01 06:45:00,0.14831627943139827,11.209474230630647,-0.7647605579531492,0.45,0.0,0.0,1.0,1.0,0.0,-2120.9257165934364,10.850616000338217,25.466520418522173,26.0,24.56011754252521,2845.773890860098,9021.01988328821,10626.322266714178,10626.322266714178,0.0,10626.322266714178,77.0408364336778,0.029,-0.7647605579531492,default_mpc,0.029,0.0,0.14831627943139827,-0.7647605579531492,0.0,10297.768525580605,optimal_relaxed_modes,0.0014645000046584755,False,,3441.4225107891716,-0.7647605579531492
28,17404,2024-07-01 07:00:00,0.18554319753274118,11.01105475715049,-0.7656633786054877,0.45,0.0,0.0,1.0,1.0,0.0,-1967.6916935807274,10.549236211506472,25.446558174509235,26.25,24.80249667183323,2850.7794637716597,8860.866719584585,10617.340258192782,10617.34025819278,761.76,9855.580258192782,71.45295687189767,0.029,-0.7656633786054877,default_mpc,0.029,761.76,0.18554319753274118,-0.7656633786054877,0.0,10297.768525580605,optimal_relaxed_modes,0.001444099994841963,False,,3445.4852037246947,-0.7656633786054877
29,17405,2024-07-01 07:15:00,0.2442709816483565,10.69803566781426,-0.7660703342770927,0.45,0.0,0.0,1.0,1.0,0.0,-1825.5485672966931,10.26971976746201,25.430605521496076,26.5,25.044892014687495,2856.1683740809344,8715.198382127008,10618.113190421573,10618.113190421573,0.0,10618.113190421573,76.98132063055641,0.029,-0.7660703342770927,default_mpc,0.029,0.0,0.2442709816483565,-0.7660703342770927,0.0,10297.768525580605,optimal_relaxed_modes,0.0011468000011518598,False,,3447.3165042469172,-0.7660703342770927
30,17406,2024-07-01 07:30:00,0.298738319862048,10.407724755135284,-0.7662163720509252,0.45,0.0,0.0,1.0,1.0,0.0,-1693.6948432088552,10.010479353775036,25.416914750152863,26.75,25.28730718102093,2861.416038275536,8581.393502319155,10619.283614919701,10619.283614919701,0.0,10619.283614919701,76.98980620816783,0.029,-0.7662163720509252,default_mpc,0.029,0.0,0.298738319862048,-0.7662163720509252,0.0,10297.768525580605,optimal_relaxed_modes,0.0011482000118121505,False,,3447.9736742291634,-0.7662163720509252
31,17407,2024-07-01 07:45:00,0.3492544915698258,10.138473559932828,-0.7648405693398723,0.45,0.0,0.0,1.0,1.0,0.0,-1571.3865745114645,9.770043027511223,25.566286944451246,27.0,25.52972925927267,2866.5134751234746,8457.925159066095,10620.456664848089,10620.45666484809,0.0,10620.456664848089,76.99831082014865,0.029,-0.7648405693398723,default_mpc,0.029,0.0,0.3492544915698258,-0.7648405693398723,0.0,10297.768525580605,optimal_relaxed_modes,0.0010486000101082027,False,,3441.782562029425,-0.7648405693398723
32,17408,2024-07-01 08:00:00,0.3961063453231311,9.888753179427711,1.0,0.45,0.0,1.0,1.0,0.0,6704.287042233638,-46.024203956308035,10.662794081414145,28.8242399314581,27.15,25.397094251001192,0.0,0.0,6905.100207908041,6905.10020790804,1310.64,5594.4602079080405,230.7714835762067,0.165,1.0,default_mpc,0.165,1310.64,0.3961063453231311,1.0,0.0,2345.3144215872608,optimal_relaxed_modes,0.0011771999998018146,False,,-4500.0,1.0
33,17409,2024-07-01 08:15:00,0.2577052788111009,10.626430863936832,-0.7683795086061204,0.45,0.0,1.0,1.0,0.0,6601.389340377306,-42.91168167052035,11.705088701907052,29.740842181703428,27.3,25.259429972549984,0.0,0.0,6939.5723377124505,6939.572337712449,0.0,6939.5723377124505,50.31189944841527,0.029,-0.7683795086061204,default_mpc,0.029,0.0,0.2577052788111009,-0.7683795086061204,0.0,10297.768525580605,optimal_relaxed_modes,0.0016647999873384833,False,,3457.707788727542,-0.7683795086061204
34,17410,2024-07-01 08:30:00,0.0786005277176634,11.581059187264854,-0.7688487982045022,0.45,0.0,0.0,1.0,1.0,0.0,-2313.912227210424,11.376241053793144,25.713128802554625,27.450000000000003,25.11662383340349,2858.0899307578065,9327.631455265167,10683.03932414145,10683.03932414145,0.0,10683.03932414145,77.45203510002551,0.029,-0.7688487982045022,default_mpc,0.029,0.0,0.0786005277176634,-0.7688487982045022,0.0,10297.768525580605,optimal_relaxed_modes,0.0011959999974351376,False,,3459.81959192026,-0.7688487982045022
35,17411,2024-07-01 08:45:00,0.11149514192412534,11.405730893544412,-0.769034905823365,0.45,0.0,0.0,1.0,1.0,0.0,-2146.97426452192,11.036741873428056,25.48567875101727,27.6,24.968510809344192,2854.8445448940242,9045.0040799381,10631.102308572541,10631.102308572543,0.0,10631.102308572541,77.07549173715093,0.029,-0.769034905823365,default_mpc,0.029,0.0,0.11149514192412534,-0.769034905823365,0.0,10297.768525580605,optimal_relaxed_modes,0.0011006999993696809,False,,3460.6570762051424,-0.769034905823365
36,17412,2024-07-01 09:00:00,0.17559164066529975,11.064096555253952,-0.7655214497874501,0.45,0.0,0.0,1.0,1.0,0.0,-2055.463921588834,10.721859261808552,25.44745663592518,27.700000000000003,25.173445887713644,2859.023775207065,8954.67236985334,10620.423016136157,10620.423016136154,2125.5,8494.923016136157,350.4155744156165,0.165,-0.7655214497874501,default_mpc,0.165,2125.5,0.17559164066529975,-0.7655214497874501,0.0,10297.768525580605,optimal_relaxed_modes,0.0012132000119891018,False,,3444.8465240435253,-0.7655214497874501
37,17413,2024-07-01 09:15:00,0.21063313557732927,10.877325387372835,-0.763864036174581,0.45,0.0,0.0,1.0,1.0,0.0,-1906.9676510592637,10.42981977027102,25.413003504545987,27.8,25.37830023371868,2863.400630876027,8808.07231140991,10621.004162023146,10621.004162023146,0.0,10621.004162023146,77.00228017466782,0.029,-0.763864036174581,default_mpc,0.029,0.0,0.21063313557732927,-0.763864036174581,0.0,10297.768525580605,optimal_relaxed_modes,0.0011029000161215663,False,,3437.3881627856144,-0.763864036174581
38,17414,2024-07-01 09:30:00,0.2675407702947358,10.574007694329058,-0.7631845744803323,0.45,0.0,0.0,1.0,1.0,0.0,-1769.2197045073065,10.158964801152264,25.590143839567265,27.9,25.583070823306294,2867.6659288391857,8671.027696893467,10637.676000936302,10637.676000936302,0.0,10637.676000936302,77.12315100678819,0.029,-0.7631845744803323,default_mpc,0.029,0.0,0.2675407702947358,-0.7631845744803323,0.0,10297.768525580605,optimal_relaxed_modes,0.0010575999913271517,False,,3434.330585161495,-0.7631845744803323
39,17415,2024-07-01 09:45:00,0.3203201868971342,10.292693403838275,-0.7629095118138135,0.45,0.0,0.0,1.0,1.0,0.0,-1641.4452142132507,9.907765066768832,25.52197790453384,28.0,25.787771254732956,2871.8146230467146,8559.609518047993,10624.671214491327,10624.671214491329,0.0,10624.671214491327,77.02886630506212,0.029,-0.7629095118138135,default_mpc,0.029,0.0,0.3203201868971342,-0.7629095118138135,0.0,10297.768525580605,optimal_relaxed_modes,0.001013799977954477,False,,3433.0928031621606,-0.7629095118138135
40,17416,2024-07-01 10:00:00,0.36927028390675165,10.031789386777014,0.7751488140197462,0.45,0.0,1.0,1.0,0.0,6645.664326129427,-44.59744045084267,10.795376390731658,28.93707472531147,28.25,25.51362454673611,0.0,0.0,6904.522910303183,6904.522910303182,2317.68,4586.842910303183,189.20727005000631,0.165,0.7751488140197462,default_mpc,0.165,2317.68,0.36927028390675165,0.7751488140197462,0.0,3368.8917119101025,optimal_relaxed_modes,0.001347799989162013,False,,-3488.169663088858,0.7751488140197462
41,17417,2024-07-01 10:15:00,0.2327723453897386,10.759323399072693,-0.7654310292231167,0.45,0.0,1.0,1.0,0.0,6608.817099719494,-43.29908108839796,11.838934062675886,29.821778310025273,28.5,25.223555169491448,0.0,0.0,6940.881739199915,6940.881739199914,0.0,6940.881739199915,50.321392609199386,0.029,-0.7654310292231167,default_mpc,0.029,0.0,0.2327723453897386,-0.7654310292231167,0.0,10297.768525580605,optimal_relaxed_modes,0.0012792999914381653,False,,3444.439631504025,-0.7654310292231167
42,17418,2024-07-01 10:30:00,0.061118338467845715,11.674239255966382,-0.765800412289022,0.45,0.0,0.0,1.0,1.0,0.0,-2375.397655655062,11.501100136549793,25.744849433650515,28.75,24.916792376901178,2853.698969739118,9393.975926222949,10699.581512842153,10699.581512842153,0.0,10699.581512842153,77.57196596810562,0.029,-0.765800412289022,default_mpc,0.029,0.0,0.061118338467845715,-0.765800412289022,0.0,10297.768525580605,optimal_relaxed_modes,0.0012387000024318695,False,,3446.101855300599,-0.765800412289022
43,17419,2024-07-01 10:45:00,0.08792168424283922,11.531377422985667,-0.76598028042278,0.45,0.0,0.0,1.0,1.0,0.0,-2204.014334517352,11.152540004464843,25.523671869492265,29.0,24.592512740667498,2846.376307855051,9107.818617049674,10635.850366791941,10635.85036679194,0.0,10635.850366791941,77.10991515924158,0.029,-0.76598028042278,default_mpc,0.029,0.0,0.08792168424283922,-0.76598028042278,0.0,10297.768525580605,optimal_relaxed_modes,0.0011860000086016953,False,,3446.91126190251,-0.76598028042278
44,17420,2024-07-01 11:00:00,0.15372900455189809,11.180624405738383,-0.767843484203739,0.45,0.0,0.0,1.0,1.0,0.0,-2110.066826243786,10.829257411211973,25.51642713083432,29.1,24.761645811685227,2849.9689316669583,8995.308486114978,10619.671350265291,10619.671350265291,2813.16,7806.511350265291,161.9851105180048,0.083,-0.767843484203739,default_mpc,0.083,2813.16,0.15372900455189809,-0.767843484203739,0.0,10297.768525580605,optimal_relaxed_modes,0.0011552000069059432,False,,3455.2956789168256,-0.767843484203739
45,17421,2024-07-01 11:15:00,0.18970528923556676,10.988870808374429,-0.7686758958439334,0.45,0.0,0.0,1.0,1.0,0.0,-1957.6194301352914,10.529429253412077,25.529649981183713,29.2,24.930984869281723,2853.7619289171753,8836.697099320289,10620.370220008286,10620.370220008288,0.0,10620.370220008286,76.99768409506008,0.029,-0.7686758958439334,default_mpc,0.029,0.0,0.18970528923556676,-0.7686758958439334,0.0,10297.768525580605,optimal_relaxed_modes,0.001047199999447912,False,,3459.0415312977,-0.7686758958439334
46,17422,2024-07-01 11:30:00,0.24813083830968577,10.677462631809375,-0.7689746224048635,0.45,0.0,0.0,1.0,1.0,0.0,-1816.2067956669844,10.25135315391648,25.54452764001087,29.299999999999997,25.100533912192976,2857.4922453267864,8692.951267926966,10621.333982956841,10621.333982956841,0.0,10621.333982956841,77.0046713764371,0.029,-0.7689746224048635,default_mpc,0.029,0.0,0.24813083830968577,-0.7689746224048635,0.0,10297.768525580605,optimal_relaxed_modes,0.001066900003934279,False,,3460.385800821886,-0.7689746224048635
47,17423,2024-07-01 11:45:00,0.30231763454767685,10.388647007860882,-0.7690533466551064,0.45,0.0,0.0,1.0,1.0,0.0,-1685.031369843065,9.993449794885398,25.56135371460753,29.4,25.2702760313846,2861.156366051113,8560.332307378869,10622.388099084908,10622.388099084908,0.0,10622.388099084908,77.01231371836559,0.029,-0.7690533466551064,default_mpc,0.029,0.0,0.30231763454767685,-0.7690533466551064,0.0,10297.768525580605,optimal_relaxed_modes,0.0010067999828606844,False,,3460.740059947979,-0.7690533466551064
48,17424,2024-07-01 12:00:00,0.352573383954264,10.120783863523773,-0.7654085748167117,0.45,0.0,0.0,1.0,1.0,0.0,-1563.3534344196999,9.754254610549221,25.546167473816414,29.549999999999997,25.167753471961003,2859.346272951713,8454.387939178374,10629.63591655728,10629.635916557283,3432.96,7196.675916557279,52.17590039504028,0.029,-0.7654085748167117,default_mpc,0.029,3432.96,0.352573383954264,-0.7654085748167117,0.0,10297.768525580605,optimal_relaxed_modes,0.001352999999653548,False,,3444.3385866752024,-0.7654085748167117
49,17425,2024-07-01 12:15:00,0.3991834937710251,9.872351978200436,-0.7637223625681787,0.45,0.0,0.0,1.0,1.0,0.0,-1450.5003707418487,9.532404262880299,25.517271253821896,29.7,25.061572827282934,2849.268195038086,8348.382654542615,10620.864679536186,10620.864679536186,0.0,10620.864679536186,77.00126892663735,0.029,-0.7637223625681787,default_mpc,0.029,0.0,0.3991834937710251,-0.7637223625681787,0.0,10297.768525580605,optimal_relaxed_modes,0.0012626000097952783,False,,3436.7506315568044,-0.7637223625681787
50,17426,2024-07-01 12:30:00,0.44241313098783047,9.641938011834863,-0.23973264920103005,0.45,0.0,0.0,1.0,1.0,0.0,-1345.8143112406858,9.326640115964087,25.482975750863787,29.85,24.951646940457707,2807.8845695595287,8246.123866294141,10577.446567003164,10577.446567003166,0.0,10577.446567003164,76.68648761077294,0.029,-0.23973264920103005,default_mpc,0.029,0.0,0.44241313098783047,-0.23973264920103005,0.0,7942.762602563098,optimal_relaxed_modes,0.0013399000163190067,False,,1078.7969214046352,-0.23973264920103005
