controller,steps,record_start_step,first_timestamp,last_timestamp,exit_code,elapsed_s,fallback_count,facility_energy_kwh,pv_adjusted_grid_kwh,pv_adjusted_cost,peak_facility_kw,peak_grid_kw,tes_charge_energy_kwh_th,tes_discharge_energy_kwh_th,soc_min,soc_max,soc_final,zone_temp_min_c,zone_temp_max_c,tes_set_mismatch_count,ite_set_mismatch_count,chiller_t_set_mismatch_count,tes_use_response_count,tes_source_response_count
default_mpc,2880,17376,2024-07-01 00:00:00,2024-07-30 23:45:00,0,124.97895809999318,0,7040944.630157525,6944263.3901575245,293852.2612451686,10798.071523985069,10798.071523985069,1060476.3408824792,558663.9324110174,0.0,0.4873921225571269,0.07609714555381876,25.353789169236013,33.40265086451208,0,0,0,329,2551
